iteration NAG_constant_time NAG_constant_objective NAG_constant_hpwl NAG_constant_euclidean_norm NAG_scaled-by-sqrt_time NAG_scaled-by-sqrt_objective NAG_scaled-by-sqrt_hpwl NAG_scaled-by-sqrt_euclidean_norm NAG_observed-lipschitz_time NAG_observed-lipschitz_objective NAG_observed-lipschitz_hpwl NAG_observed-lipschitz_euclidean_norm NAG_min-observed-lipschitz_time NAG_min-observed-lipschitz_objective NAG_min-observed-lipschitz_hpwl NAG_min-observed-lipschitz_euclidean_norm NAG_barzilai-borwein_time NAG_barzilai-borwein_objective NAG_barzilai-borwein_hpwl NAG_barzilai-borwein_euclidean_norm NAG_backtracking-line-search_time NAG_backtracking-line-search_objective NAG_backtracking-line-search_hpwl NAG_backtracking-line-search_euclidean_norm GD_constant_time GD_constant_objective GD_constant_hpwl GD_constant_euclidean_norm GD_scaled-by-sqrt_time GD_scaled-by-sqrt_objective GD_scaled-by-sqrt_hpwl GD_scaled-by-sqrt_euclidean_norm GD_observed-lipschitz_time GD_observed-lipschitz_objective GD_observed-lipschitz_hpwl GD_observed-lipschitz_euclidean_norm GD_min-observed-lipschitz_time GD_min-observed-lipschitz_objective GD_min-observed-lipschitz_hpwl GD_min-observed-lipschitz_euclidean_norm GD_barzilai-borwein_time GD_barzilai-borwein_objective GD_barzilai-borwein_hpwl GD_barzilai-borwein_euclidean_norm GD_backtracking-line-search_time GD_backtracking-line-search_objective GD_backtracking-line-search_hpwl GD_backtracking-line-search_euclidean_norm
93 1215.1 8.825800000000001 9.95994 0.701785855 1298.2 4.2848 5.3174600000000005 0.43471577 1247.4 4.09584 5.18218 0.19611176000000002 1335.9 4.09685 5.17553 0.1304584325 1283.2 4.102320000000001 5.17258 0.025699595 1874.5 4.10918 5.17588 0.0256017075 872.0 11.63984 12.29242 1.1113877775 932.9 4.48478 5.311 0.0642177775 872.4 5.6238 6.6008 1.1060021975 905.7 4.4871300000000005 5.300409999999999 0.0484626525 913.1 4.0901 5.16603 0.025890490000000002 1558.4 4.5194 5.30628 0.050983097500000005
94 1227.5 4.8785799999999995 6.153169999999999 1.086596355 1311.6 4.27838 5.316549999999999 0.439901355 1260.4 4.0913 5.18041 0.19680582749999997 1349.8999999999999 4.09228 5.17359 0.1307414275 1296.7 4.09786 5.1706900000000005 0.0255311425 1893.6999999999998 4.10416 5.17375 0.02540908 881.0 7.95328 8.61641 1.1247690975 942.7 4.48376 5.31063 0.061059539999999995 881.4999999999999 5.0542 6.07166 1.2556809475000001 915.1999999999999 4.48613 5.300140000000001 0.0483762625 922.4 4.08977 5.16588 0.0258798925 1574.0 4.5186 5.30605 0.05090834000000001
95 1239.9 8.998190000000001 10.12847 0.7334760124999999 1325.1000000000001 4.27417 5.31517 0.438034445 1273.5 4.086790000000001 5.1785499999999995 0.19747193 1363.8999999999999 4.08775 5.17168 0.13087128750000002 1310.4 4.09343 5.16882 0.0253636 1913.2999999999997 4.09917 5.17164 0.0252183875 890.1999999999999 11.6883 12.3416 1.1112101625000002 952.6 4.48279 5.31024 0.058416902500000006 890.4999999999999 4.35807 5.379300000000001 0.5441888175 924.6 4.48513 5.29988 0.04829037 931.9000000000001 4.03708 5.1431 0.024007692499999997 1590.4 4.51779 5.30583 0.050833925
96 1252.4 4.91413 6.19333 1.0870657499999998 1338.6 4.267860000000001 5.3142700000000005 0.443127995 1286.3 4.0823 5.17678 0.1981386525 1378.0 4.08323 5.16974 0.13113377 1324.0 4.08901 5.16693 0.02519689 1932.6999999999998 4.09421 5.16953 0.0250297675 899.1999999999999 7.89851 8.56524 1.1204778300000002 962.4 4.48182 5.30991 0.056260395 899.4999999999999 4.24893 5.271599999999999 0.40377172499999997 934.0 4.4841299999999995 5.29962 0.048204975 941.7 4.64933 5.77713 0.655653905 1606.1999999999998 4.51698 5.30562 0.0507598475
97 1265.0 9.03295 10.17652 0.5925135475 1352.2 4.263780000000001 5.3129100000000005 0.4410920875 1299.1999999999998 4.077859999999999 5.174939999999999 0.1987836275 1391.9 4.07876 5.16785 0.13124257 1337.5 4.084630000000001 5.16508 0.0250319325 1951.6999999999998 4.0892800000000005 5.1674299999999995 0.024843360000000002 908.3 11.69366 12.34995 1.1113689625 972.3000000000001 4.4808699999999995 5.30956 0.054543242500000005 908.5999999999999 4.186999999999999 5.20929 0.1614554575 943.6 4.483140000000001 5.29936 0.048120075 951.3000000000001 4.17076 5.38463 0.87568964 1621.8000000000002 4.51619 5.305400000000001 0.0506861125
98 1277.4 4.89572 6.19033 1.0820584975 1365.6 4.25759 5.312 0.446078975 1312.4 4.0734200000000005 5.1732 0.1994232125 1405.8 4.0743 5.16594 0.1314849675 1351.3000000000002 4.08027 5.16322 0.0248698825 1971.5 4.0843799999999995 5.1653400000000005 0.0246593025 917.5 7.89175 8.55902 1.1249236200000001 982.1 4.47994 5.30929 0.053208935000000006 917.6999999999999 4.1799 5.20257 0.08339110999999999 952.9999999999999 4.482150000000001 5.29909 0.04803566 961.5 4.00286 5.17055 0.42886183749999995 1638.0 4.51539 5.30517 0.0506127075
99 1290.0 8.99161 10.15526 0.5396829525000001 1379.2 4.25363 5.31066 0.44387574249999995 1325.5 4.06903 5.17138 0.20004769249999999 1419.9 4.06988 5.16407 0.1315733725 1364.8 4.07593 5.16139 0.0247098525 1990.5 4.07951 5.16327 0.024477745000000002 926.6 11.73624 12.39321 1.1112181975 992.0000000000001 4.47903 5.30898 0.052194464999999995 926.9 4.22489 5.2983899999999995 0.5063185375 962.4 4.4811700000000005 5.29883 0.04795173 971.2 3.96753 5.1134900000000005 0.07852402750000001 1653.6 4.5146 5.3049599999999995 0.0505396375
100 1302.5 4.7439 6.058529999999999 1.082605475 1392.6999999999998 4.24755 5.30974 0.4487479775 1338.5 4.06465 5.16965 0.200660565 1433.8 4.06548 5.162179999999999 0.13179631 1378.3 4.07163 5.15955 0.0245511875 2010.2999999999997 4.07466 5.1612 0.024298835 935.6 7.8434 8.51409 1.12095141 1001.9000000000001 4.47813 5.30876 0.051437585 935.9 4.25236 5.33178 0.58741617 971.8 4.48019 5.29857 0.0478682775 980.6 3.96651 5.11109 0.029850875 1669.8000000000002 4.51381 5.304740000000001 0.0504668925
101 1315.1 9.114799999999999 10.28133 0.47733780000000003 1406.2 4.24371 5.30845 0.44638633250000004 1351.5 4.06032 5.16786 0.2012654625 1447.6999999999998 4.06112 5.1603200000000005 0.1318651775 1391.8999999999999 4.06736 5.15774 0.024393757500000002 2030.1 4.06985 5.15914 0.024122730000000002 944.5 11.74454 12.40457 1.1113697974999999 1011.7 4.47725 5.308479999999999 0.050880510000000004 944.9 4.17401 5.20019 0.0628919475 981.1999999999999 4.47922 5.29831 0.0477853 990.2 3.96488 5.1101600000000005 0.0279261175 1685.8000000000002 4.51302 5.30453 0.05039447750000001
102 1327.6999999999998 4.7394099999999995 6.07134 1.08770936 1419.8 4.23776 5.3075600000000005 0.45114112999999995 1364.6 4.056 5.16617 0.20185216 1461.8999999999999 4.05677 5.1584699999999994 0.132069475 1405.4 4.0631 5.15592 0.024238715 2049.9 4.06507 5.1571 0.02394959 953.6 7.83363 8.504900000000001 1.12509824 1021.4 4.47637 5.3082899999999995 0.050473525 953.6999999999999 4.17201 5.19741 0.0370776325 990.5 4.47825 5.29805 0.04770279 999.9 3.96289 5.1105599999999995 0.044495565 1701.6 4.512230000000001 5.30431 0.0503223825
103 1339.9 9.19119 10.36822 0.4505157825 1433.2 4.23404 5.3063 0.4486354575 1377.4 4.05171 5.16441 0.20243841 1475.8 4.05247 5.15665 0.1321198625 1418.8999999999999 4.058870000000001 5.15413 0.0240860775 2069.5 4.06032 5.15507 0.023779574999999997 962.5 11.77994 12.44045 1.1112199025 1031.4 4.4755 5.30804 0.0501758425 962.6999999999999 4.17857 5.2101500000000005 0.2202481575 1000.1 4.47728 5.29779 0.04762075 1009.4 3.9615799999999997 5.10788 0.0212268075 1718.0 4.51144 5.3041 0.050250609999999994
104 1352.4 4.718859999999999 6.05954 1.0838542724999998 1446.8 4.22821 5.305429999999999 0.45327398249999995 1390.4 4.0474499999999995 5.16272 0.20299954250000002 1489.8 4.04818 5.15481 0.13230654 1432.5 4.05467 5.15233 0.02393551 2088.7 4.05561 5.15305 0.02361286 971.6 7.79262 8.4672 1.1215310125 1041.2 4.47464 5.307869999999999 0.0499556875 971.6999999999999 4.1765 5.20784 0.2000301425 1009.5 4.47632 5.29754 0.047539165 1018.8000000000002 3.9609300000000003 5.10792 0.0297299725 1733.6 4.51066 5.30388 0.050179152500000004
105 1365.0 9.224779999999999 10.41048 0.5153546575 1460.4 4.22461 5.30424 0.450642595 1403.5 4.04322 5.16098 0.2035682275 1503.8999999999999 4.04393 5.1530000000000005 0.132339715 1446.2 4.0504999999999995 5.15055 0.02378628 2108.5 4.05092 5.15104 0.0234496225 980.5 11.77245 12.43594 1.1113198125 1050.7 4.473789999999999 5.307639999999999 0.049789177500000004 980.8 4.168419999999999 5.19562 0.0294151625 1018.8 4.47535 5.29729 0.0474580425 1028.3999999999999 3.9608 5.1075 0.0214122325 1749.4 4.50988 5.30368 0.05010801499999999
106 1377.3000000000002 4.69243 6.048220000000001 1.08907547 1473.8 4.21891 5.30338 0.45516893 1416.3 4.03901 5.15932 0.20410452 1517.8 4.0397099999999995 5.15119 0.1325100275 1459.8 4.04635 5.14877 0.023638962500000003 2127.5 4.04627 5.14906 0.0232900575 989.5 7.79825 8.473279999999999 1.1253548025000002 1060.3000000000002 4.47295 5.30749 0.049659007500000005 989.6999999999999 4.16946 5.20782 0.139736215 1028.4 4.4744 5.2970299999999995 0.04737737 1037.9 3.96063 5.1073900000000005 0.020752347499999997 1765.7999999999997 4.5091 5.303459999999999 0.050037187500000004
107 1389.7 9.307170000000001 10.50375 0.5675576824999999 1487.3 4.21542 5.302239999999999 0.45243273250000005 1429.0 4.0348299999999995 5.15759 0.204656775 1531.8 4.03551 5.14939 0.13252749249999998 1473.3 4.04223 5.14702 0.0234938425 2147.2999999999997 4.041650000000001 5.14707 0.02313437 998.5 11.79798 12.4619 1.1111700375 1069.9 4.47212 5.30729 0.04955299 998.6999999999999 4.1775 5.22773 0.2686800325 1037.8000000000002 4.47344 5.29677 0.047297145 1047.3999999999999 3.96044 5.1073 0.020712954999999998 1781.6 4.508319999999999 5.30325 0.0499666725
108 1402.2 4.7489 6.10426 1.0905221225000001 1500.8999999999999 4.20985 5.30142 0.4568529675 1442.0 4.03068 5.15595 0.20516896 1545.8999999999999 4.03133 5.14759 0.1326829525 1486.8999999999999 4.03813 5.14525 0.023351115 2166.2999999999997 4.03706 5.14509 0.022982785 1007.5 7.76722 8.44543 1.1217085925 1079.4 4.47129 5.30715 0.0494627825 1007.6999999999999 4.16204 5.194240000000001 0.08270529499999998 1047.3 4.47249 5.296519999999999 0.047217367499999996 1057.1999999999998 3.9593100000000003 5.10679 0.020688545 1797.7999999999997 4.50755 5.30303 0.049896465
109 1414.5 9.37959 10.58531 0.5875068225000001 1514.4 4.20646 5.30032 0.45403428500000004 1455.0 4.02656 5.15425 0.2057059625 1559.7 4.02719 5.14583 0.1326864825 1500.3999999999999 4.03406 5.14352 0.02321008 2186.1 4.0325 5.143129999999999 0.022835555 1016.6 11.78159 12.44847 1.1112484599999999 1088.8 4.47048 5.30694 0.0493828075 1016.9000000000001 4.2181 5.258559999999999 0.409916365 1056.6000000000001 4.47154 5.29626 0.04713803 1066.7 3.95894 5.10672 0.021368375000000002 1813.6 4.50678 5.3028200000000005 0.049826565
110 1426.8 4.73302 6.0978200000000005 1.08867992 1528.0 4.20101 5.29954 0.45835580750000005 1467.7 4.02246 5.15262 0.20619481750000002 1573.8 4.02305 5.14404 0.1328289125 1513.8999999999999 4.03001 5.14175 0.023070787500000002 2205.2999999999997 4.02796 5.14116 0.0226929725 1025.6 7.78162 8.4602 1.1254415175 1098.5 4.46966 5.3068100000000005 0.04930941750000001 1025.9 4.16134 5.19586 0.11328582749999999 1066.0 4.4706 5.29602 0.04705913 1076.5 3.95574 5.10513 0.02055192 1829.1999999999998 4.506 5.30261 0.04975697
111 1439.4 9.42406 10.64101 0.5491874175 1541.5 4.19772 5.29851 0.45547737 1480.6 4.01839 5.15092 0.206717765 1587.8999999999999 4.0189699999999995 5.1422799999999995 0.1328206375 1527.6 4.025980000000001 5.14004 0.0229333125 2224.7 4.02347 5.13921 0.022555350000000002 1034.7 11.80161 12.46896 1.1111071725000001 1108.0 4.46885 5.30662 0.049240282499999996 1035.0 4.158799999999999 5.19339 0.0717243825 1075.4 4.46967 5.29576 0.046980662500000006 1085.8 3.95219 5.10638 0.09204172249999999 1845.6 4.50524 5.3024000000000004 0.0496876725
112 1451.9 4.69477 6.0692699999999995 1.0915989 1555.0 4.1924 5.2978000000000005 0.4597082725 1493.7 4.014329999999999 5.1493 0.2071840575 1601.7 4.014889999999999 5.14051 0.132952255 1541.1000000000001 4.02199 5.1383 0.022798125000000002 2244.1 4.019 5.13727 0.0224230725 1044.0 7.75629 8.438030000000001 1.1217256400000002 1117.6000000000001 4.46805 5.30649 0.0491739425 1044.1 4.163740000000001 5.21779 0.2100384175 1084.9 4.46873 5.29552 0.046902622500000005 1095.2 3.95092 5.10308 0.021991450000000003 1861.1999999999998 4.50448 5.3022 0.049618674999999994
113 1464.2 9.552859999999999 10.77413 0.557416815 1568.6000000000001 4.18921 5.2968399999999995 0.45679230500000007 1506.5 4.0103100000000005 5.147600000000001 0.2076941275 1615.9 4.01085 5.13874 0.132934735 1554.6000000000001 4.01802 5.13658 0.022664825 2263.1 4.0145599999999995 5.13531 0.022296565 1053.0 11.78148 12.45188 1.111166725 1127.0 4.46727 5.30631 0.0491094975 1053.2 4.15818 5.1975999999999996 0.09419882 1094.3 4.46779 5.29526 0.04682501 1104.5 3.95079 5.10292 0.0206151875 1876.7999999999997 4.50371 5.30198 0.04954997750000001
114 1476.8000000000002 4.69125 6.07622 1.0890204275000002 1582.2 4.184 5.2962 0.4609409175 1519.3 4.00631 5.14598 0.20813859 1629.8 4.00684 5.13697 0.1330582725 1568.3 4.01406 5.1348400000000005 0.0225333125 2282.9 4.01016 5.13337 0.022176340000000003 1062.0 7.7743 8.4564 1.1254187975 1136.6000000000001 4.466480000000001 5.3061799999999995 0.049046400000000004 1062.2 4.15644 5.190580000000001 0.028586402500000004 1103.7 4.46686 5.2950099999999996 0.046747819999999995 1113.8999999999999 3.94314 5.09971 0.0205080575 1893.1999999999998 4.50295 5.301769999999999 0.0494815725
115 1489.3000000000002 9.5949 10.83382 0.618724025 1595.8 4.180899999999999 5.295310000000001 0.45800841 1532.4 4.00234 5.14428 0.20863693 1643.7 4.00284 5.13521 0.1330346575 1581.7 4.01013 5.1331500000000005 0.022403344999999998 2301.9 4.00578 5.13141 0.022062985 1071.1 11.79981 12.470699999999999 1.11103873 1146.1 4.4657 5.30602 0.0489843275 1071.2 4.14961 5.18981 0.09051946250000001 1113.1999999999998 4.46594 5.29476 0.0466710475 1123.2 3.94534 5.12021 0.1931485025 1909.0 4.5022 5.30157 0.049413460000000006
116 1501.8000000000002 4.7719000000000005 6.15459 1.0877598075000001 1609.6 4.17581 5.29472 0.46208292749999996 1545.4 3.99838 5.14268 0.2090602575 1657.8 3.99886 5.13345 0.13315352 1595.2 4.00623 5.1314 0.022275335 2321.5 4.00143 5.1294699999999995 0.021957205 1080.0 7.75087 8.43612 1.12167405 1155.8 4.46494 5.3058700000000005 0.048923087500000004 1080.2 4.33108 5.3817 0.670547325 1122.5 4.4650099999999995 5.294510000000001 0.046594689999999994 1132.6000000000001 3.9391000000000003 5.09839 0.030345685000000004 1925.4 4.50144 5.301360000000001 0.049345642499999995
117 1514.5 9.75919 11.00394 0.69681894 1623.3000000000002 4.17278 5.293900000000001 0.459152985 1558.1999999999998 3.99445 5.1409899999999995 0.2095479525 1671.8 3.9949200000000005 5.1317 0.1331277275 1608.7 4.00235 5.1297 0.022149135 2340.5 3.99711 5.12751 0.0218598 1089.1999999999998 11.7791 12.45303 1.1110826425 1165.2 4.464169999999999 5.3057099999999995 0.048862565 1089.4 4.1479 5.19048 0.1198947675 1132.0 4.4641 5.29427 0.046518745 1142.1 3.93872 5.0977 0.020461905000000002 1941.1999999999998 4.50069 5.301159999999999 0.04927811
118 1527.0 4.96811 6.34414 1.0925408025 1636.9 4.16781 5.2933699999999995 0.4631612275 1571.1999999999998 3.99055 5.13938 0.20995075750000003 1685.6999999999998 3.991 5.12994 0.1332462075 1622.2 3.99849 5.12796 0.022024745000000002 2359.9 3.99283 5.12557 0.021771765 1098.1 7.76937 8.454979999999999 1.12536752 1174.7 4.4634 5.3055699999999995 0.048802695 1098.4 4.14882 5.20739 0.20558458999999998 1141.3 4.4631799999999995 5.29402 0.0464432075 1151.5 3.9386 5.09771 0.0201665575 1956.7999999999997 4.49993 5.30095 0.049210865
119 1539.5 9.96414 11.21828 0.7824146325 1650.8 4.16485 5.29258 0.4602505975 1584.1999999999998 3.98668 5.13771 0.2104288275 1699.7 3.9871100000000004 5.1282 0.133223175 1635.8000000000002 3.99466 5.12626 0.02190177 2378.9 3.9885800000000002 5.1236 0.021694242500000002 1107.1999999999998 11.79724 12.471639999999999 1.1109710975 1184.3000000000002 4.46266 5.30542 0.048743435 1107.5 4.1512899999999995 5.21296 0.2177709525 1150.8000000000002 4.46227 5.29377 0.046368072499999996 1160.8999999999999 3.93852 5.09767 0.020127384999999998 1973.3 4.49919 5.30074 0.049143905
120 1551.9 5.015890000000001 6.402010000000001 1.1213875374999998 1664.5 4.1599900000000005 5.29209 0.46419979 1596.9 3.9828200000000002 5.13611 0.210811635 1713.8 3.9832300000000003 5.12645 0.13334673249999998 1649.1999999999998 3.99085 5.12452 0.021780432500000002 2398.1 3.9843400000000004 5.121650000000001 0.0216287775 1116.1999999999998 7.74635 8.43509 1.1216137899999998 1193.8000000000002 4.46191 5.30528 0.048684754999999996 1116.5 4.14355 5.18677 0.04391824749999999 1160.3 4.46136 5.2935300000000005 0.046293337500000004 1170.1000000000001 3.93843 5.09763 0.020123635 1989.6 4.4984399999999996 5.30054 0.049077225
121 1564.3 9.81389 11.07959 0.8418798974999999 1678.2 4.15711 5.29134 0.4613225075 1609.6 3.97899 5.13444 0.21128101 1727.6999999999998 3.97938 5.12472 0.13333271 1662.8 3.9870599999999996 5.12282 0.021660647499999998 2417.7 3.9801400000000005 5.11968 0.021577605 1125.1999999999998 11.7762 12.45364 1.1109987249999997 1203.3000000000002 4.46116 5.30513 0.04862664 1125.5 4.14311 5.18541 0.028651465 1169.8000000000002 4.460459999999999 5.293290000000001 0.046219005 1179.7 3.9381199999999996 5.0975 0.0201152 2005.7999999999997 4.4977 5.30034 0.04901083
122 1577.0 5.1728000000000005 6.559710000000001 1.095848225 1692.1000000000001 4.15235 5.29089 0.465219175 1622.6 3.9751700000000003 5.1328499999999995 0.2116442575 1741.7 3.97555 5.12298 0.13346830999999998 1676.4 3.98329 5.12107 0.0215425575 2436.7 3.9759700000000002 5.11774 0.0215452825 1134.3 7.76506 8.45414 1.1253113000000001 1212.8 4.460430000000001 5.3049800000000005 0.0485690775 1134.6 4.14129 5.18508 0.04121535 1179.3 4.45955 5.2930399999999995 0.046145065 1189.1 3.93624 5.09669 0.020201635 2022.0 4.49695 5.300129999999999 0.0489447125
123 1589.5 9.8656 11.14137 0.8752348875 1705.8 4.14953 5.29016 0.46238632999999996 1635.5 3.97138 5.13119 0.2121057625 1755.7 3.97175 5.12125 0.1334712275 1689.8000000000002 3.97954 5.11936 0.021425807499999998 2456.2999999999997 3.9718299999999997 5.1157699999999995 0.0215437225 1143.3 11.79431 12.472199999999999 1.1109045625 1222.3000000000002 4.4597 5.30484 0.0485120525 1143.6999999999998 4.152480000000001 5.20188 0.24987009 1188.6 4.45866 5.2928 0.046071515 1198.5 3.9357300000000004 5.09667 0.024996369999999997 2038.0 4.49621 5.29993 0.048878872500000003
124 1602.0 5.3753 6.75799 1.0814644525000001 1719.6 4.14487 5.2897099999999995 0.46623622249999996 1648.1 3.96762 5.12961 0.212449775 1769.6000000000001 3.96797 5.1195200000000005 0.1336276725 1703.3999999999999 3.97581 5.1176200000000005 0.021310469999999998 2475.2999999999997 3.96772 5.11385 0.0216114075 1152.4 7.74231 8.43451 1.121550685 1231.9 4.45898 5.30469 0.0484555575 1152.6999999999998 4.13967 5.18576 0.0741575075 1198.1 4.45775 5.29255 0.0459983525 1207.8999999999999 3.9356299999999997 5.0964 0.020041107500000002 2053.7999999999997 4.49547 5.29973 0.048813305
125 1614.7 10.00346 11.29026 0.907340795 1733.3 4.14211 5.28899 0.46345588 1661.1 3.9638799999999996 5.12796 0.21290414749999997 1783.6000000000001 3.9642099999999996 5.117789999999999 0.13365749 1716.9 3.97211 5.11592 0.021196402500000003 2494.9 3.9636199999999997 5.11185 0.021879665 1161.4 11.77305 12.453970000000002 1.1109152250000003 1241.5 4.45826 5.304550000000001 0.04839958 1161.8 4.141220000000001 5.197559999999999 0.1394230475 1207.5 4.45686 5.2923100000000005 0.045925574999999996 1217.1000000000001 3.93556 5.09638 0.0200379325 2070.2 4.49473 5.29953 0.048748015
126 1627.4 5.45008 6.83874 1.09265343 1747.1000000000001 4.13755 5.288539999999999 0.46726394250000003 1674.1 3.9601499999999996 5.12638 0.2132291375 1797.6000000000001 3.96046 5.1161 0.1338457925 1730.4 3.96843 5.11418 0.021083815 2513.9 3.9595599999999997 5.11001 0.02278822 1170.3 7.76112 8.45363 1.1252526150000002 1250.9 4.45754 5.304410000000001 0.04834411499999999 1170.6999999999998 4.13864 5.18397 0.0375825925 1217.0 4.45598 5.292059999999999 0.04585318 1226.6000000000001 3.93475 5.09603 0.0200250425 2085.7999999999997 4.494 5.29932 0.04868299500000001
127 1640.0 10.09108 11.38674 0.94782505 1760.8 4.13484 5.28782 0.4645411525 1686.8000000000002 3.95644 5.124750000000001 0.213677 1811.6000000000001 3.9567500000000004 5.11438 0.1339148 1743.9 3.96476 5.112489999999999 0.0209724575 2534.8999999999996 3.9555300000000004 5.108029999999999 0.021766492499999998 1179.3 11.79122 12.472539999999999 1.1108392525000002 1260.4 4.45684 5.304259999999999 0.048289155 1179.8 4.13813 5.18304 0.0271814825 1226.4 4.45508 5.2918199999999995 0.045781165 1235.8999999999999 3.92238 5.09061 0.020467767499999998 2102.4 4.493259999999999 5.299110000000001 0.048618245
128 1652.4 5.555 6.94783 1.11028951 1774.6000000000001 4.13037 5.28736 0.4683115425 1699.7 3.95277 5.12318 0.21398307249999998 1825.5000000000002 3.9530399999999997 5.1127 0.134148405 1757.5 3.96112 5.1107499999999995 0.0208623675 2554.7 3.95155 5.10609 0.02176719 1188.4 7.73855 8.43416 1.1214862875 1270.0 4.45613 5.304119999999999 0.0482346875 1189.0 4.13294 5.18182 0.0541563975 1235.7 4.4542 5.291589999999999 0.045709520000000003 1245.3 3.9454000000000002 5.18524 0.524011165 2118.2 4.49253 5.29892 0.0485537575
129 1664.9 10.2823 11.57896 0.98515827 1788.3 4.12772 5.28664 0.46564848 1712.7 3.9491 5.12157 0.2144249575 1839.5 3.9493799999999997 5.111000000000001 0.13427138 1770.9 3.9575 5.10907 0.020753337500000003 2576.1 3.94764 5.10422 0.021368945 1197.4 11.76979 12.45413 1.110832485 1279.4 4.455439999999999 5.30398 0.048180702500000006 1198.0 4.22437 5.28085 0.47950613999999997 1245.1 4.45333 5.2913499999999996 0.0456382525 1254.7 3.8883599999999996 5.08201 0.09695565 2133.7999999999997 4.49181 5.298719999999999 0.0484895425
130 1677.5 5.60588 7.00113 1.1086872325 1802.0 4.12334 5.28617 0.469384575 1725.5 3.9454599999999997 5.12 0.21471211499999998 1853.5000000000002 3.94572 5.10934 0.13456621 1784.4 3.9538900000000003 5.10733 0.02064555 2595.7 3.94379 5.10233 0.020065060000000003 1206.3 7.7574000000000005 8.4533 1.12519308 1288.9 4.45474 5.30384 0.0481272 1207.0 4.14644 5.2458100000000005 0.47239474000000004 1254.6 4.45245 5.29111 0.0455673525 1264.2 3.88651 5.07878 0.044666295 2150.4 4.49108 5.29852 0.0484255925
131 1689.6999999999998 10.32041 11.62692 1.03323155 1815.9 4.12073 5.285450000000001 0.46678074500000005 1738.1999999999998 3.94183 5.118399999999999 0.21514845999999999 1867.5000000000002 3.94209 5.10764 0.1347603125 1797.9 3.9503 5.10565 0.0205388475 2614.7 3.9400199999999996 5.10041 0.0198781975 1215.3 11.78806 12.47278 1.1107752174999999 1298.4 4.45406 5.3037 0.0480741675 1216.0 4.41686 5.51508 0.7591432925000001 1264.0 4.45158 5.29087 0.0454968175 1273.6 3.8860200000000003 5.07746 0.03725117 2166.0 4.49036 5.29832 0.0483619025
132 1702.1999999999998 5.70124 7.09387 1.10246254 1829.5000000000002 4.11643 5.28498 0.47048522 1751.3 3.9382399999999995 5.11684 0.21541661 1881.4 3.93847 5.106 0.1351345 1811.4 3.9467299999999996 5.10393 0.020433305 2634.2999999999997 3.93633 5.09858 0.019789485000000002 1224.3 7.73498 8.43395 1.12142185 1307.9 4.45337 5.3035499999999995 0.048021602499999996 1225.0 4.14808 5.25003 0.3746976275 1273.4 4.4507 5.29063 0.04542665 1283.1999999999998 3.8852399999999996 5.0754 0.026279307499999995 2182.2 4.48963 5.29812 0.048298475
133 1714.8 10.36306 11.67902 1.0849229925 1843.2 4.11388 5.28429 0.46793774 1764.4 3.93466 5.11525 0.21584778250000003 1895.4 3.93487 5.1043 0.1354188275 1824.9 3.94319 5.10227 0.0203286925 2653.2999999999997 3.9326999999999996 5.0968 0.019656335 1233.4 11.766499999999999 12.45421 1.1107506525000002 1317.4 4.45269 5.3034099999999995 0.0479694925 1234.1 4.15619 5.2695799999999995 0.429996685 1282.9 4.44983 5.29039 0.045356842499999994 1292.7 3.88471 5.07459 0.0228993925 2198.2 4.48891 5.2979199999999995 0.0482353075
134 1727.1 5.71705 7.1155 1.1007954825 1857.1000000000001 4.10967 5.283799999999999 0.47161261250000003 1777.1000000000001 3.9311 5.1137 0.21609676 1909.5000000000002 3.9313 5.10269 0.1358920975 1838.5 3.93966 5.10056 0.020225145 2672.9 3.92915 5.09504 0.019554385 1242.4 7.75382 8.45307 1.1251332274999999 1327.0 4.45202 5.30328 0.04791783 1243.2 4.12036 5.17778 0.055383975 1292.3 4.44897 5.29016 0.04528739 1302.3 3.8842300000000005 5.07427 0.02594071 2214.0 4.48819 5.29772 0.048172395
135 1739.6 10.44895 11.77543 1.135947295 1870.8 4.10716 5.28311 0.46911654249999996 1790.0 3.92755 5.11213 0.21652306500000001 1923.4 3.92775 5.10102 0.136286875 1852.0000000000002 3.93615 5.0989 0.020122535 2692.1 3.92565 5.09331 0.019461112500000002 1251.4 11.784880000000001 12.47294 1.1107124075 1336.5 4.45135 5.30314 0.047866615 1252.1000000000001 4.1177399999999995 5.1748899999999995 0.0315697225 1301.8000000000002 4.44811 5.28992 0.0452182925 1312.0 3.8841 5.07412 0.02392404 2230.4 4.48748 5.2975200000000005 0.04810974
136 1752.2 5.75362 7.1625 1.0979465625000002 1884.5000000000002 4.10302 5.28261 0.4727632375 1803.0 3.92403 5.11059 0.2167526475 1937.4 3.9242100000000004 5.09945 0.13687956499999998 1865.4 3.9326600000000003 5.0972 0.020020987499999997 2711.7 3.9222200000000003 5.09161 0.0193688525 1260.5 7.73154 8.43383 1.1213577375 1345.9 4.45069 5.303 0.0478158325 1261.2 4.13699 5.20364 0.3190602425 1311.1999999999998 4.44725 5.289680000000001 0.04514955 1321.8 3.8840199999999996 5.07394 0.019799425 2246.2 4.48676 5.29732 0.0480473425
