iteration NAG_barzilai-borwein_time_X NAG_barzilai-borwein_time_Y NAG_barzilai-borwein_objective_X NAG_barzilai-borwein_objective_Y NAG_barzilai-borwein_hpwl_X NAG_barzilai-borwein_hpwl_Y NAG_barzilai-borwein_euclidean_norm_X NAG_barzilai-borwein_euclidean_norm_Y
84 537.0999999999999 525.2 2.18754 1.1962 2.65932 1.59339 0.0089012375 0.011268852499999999
85 542.9000000000001 531.2 2.18668 1.19471 2.65931 1.5925 0.00884355 0.011152035
86 548.8 537.0999999999999 2.18582 1.19324 2.65925 1.59163 0.008785142499999999 0.0110347975
87 554.8 542.9000000000001 2.18496 1.1918 2.65925 1.59084 0.00872901 0.0109213225
88 560.7 548.8 2.1841 1.19039 2.6592 1.59007 0.008675705 0.0108154575
89 566.5 554.8 2.18324 1.18901 2.65921 1.58937 0.0086228225 0.010715055
90 572.3 560.7 2.18239 1.18764 2.65916 1.58869 0.0085689125 0.010615824999999999
91 578.4000000000001 566.5 2.18154 1.1863 2.65917 1.58808 0.00851529 0.010517315
92 584.3 572.3 2.18069 1.18498 2.65914 1.5875 0.0084637725 0.010422585
93 590.0999999999999 578.4000000000001 2.17984 1.18369 2.65915 1.58698 0.0084139175 0.0103328975
94 596.0 584.3 2.17899 1.18241 2.65913 1.58648 0.0083640875 0.010246195
95 602.0999999999999 590.0999999999999 2.17815 1.18115 2.65915 1.58604 0.0083138075 0.010160302500000001
96 608.0999999999999 596.0 2.17731 1.1799 2.65913 1.58564 0.00826436 0.010075879999999999
97 614.3 602.4000000000001 2.17647 1.17868 2.65917 1.58528 0.00821652 0.009994732499999999
98 620.4000000000001 608.8 2.17563 1.17747 2.65917 1.58496 0.0081696475 0.0099169975
99 626.4000000000001 615.0999999999999 2.17479 1.17627 2.65922 1.58469 0.0081226775 0.00984112
100 632.5999999999999 621.2 2.17395 1.17509 2.65924 1.58446 0.00807577 0.0097662925
101 638.5999999999999 627.4000000000001 2.17312 1.17392 2.6593 1.58427 0.008029769999999999 0.0096933075
102 644.7 633.5 2.17229 1.17276 2.65934 1.58412 0.0079849625 0.009623105
103 650.8 639.5999999999999 2.17146 1.17161 2.65942 1.58402 0.0079406525 0.0095553275
104 656.7 645.8 2.17063 1.17048 2.65946 1.58394 0.0078963625 0.009489035
105 662.7 651.8 2.16981 1.16936 2.65955 1.58392 0.00785237 0.0094240125
106 668.7 657.8 2.16898 1.16824 2.65961 1.58392 0.007809252500000001 0.009360895
107 674.7 663.7 2.16816 1.16714 2.6597 1.58397 0.007766915 0.0092999875
108 680.7 669.9000000000001 2.16734 1.16605 2.65976 1.58405 0.0077248975 0.0092408475
109 686.5999999999999 675.8 2.16652 1.16496 2.65986 1.58418 0.00768298 0.009182897499999999
110 692.5999999999999 681.8 2.16571 1.16388 2.65993 1.58433 0.0076415175 0.00912617
111 698.5999999999999 687.9000000000001 2.16489 1.16281 2.66003 1.58453 0.007600745 0.0090709725
112 704.5999999999999 693.9000000000001 2.16408 1.16175 2.66011 1.58476 0.007560525 0.009017279999999999
113 710.7 699.9000000000001 2.16327 1.16069 2.66022 1.58503 0.0075205075 0.0089646475
114 716.7 706.0 2.16246 1.15965 2.6603 1.58532 0.0074807175 0.008912742500000001
115 722.8 712.2 2.16165 1.1586 2.66041 1.58566 0.0074413725 0.008861585
116 729.0999999999999 718.2 2.16084 1.15756 2.66049 1.58603 0.0074025975 0.0088112575
117 735.5999999999999 724.4000000000001 2.16004 1.15653 2.6606 1.58644 0.0073641775 0.008761557500000001
118 742.0 730.7 2.15924 1.15551 2.66069 1.58687 0.0073259725 0.008712122499999999
119 748.3 737.2 2.15844 1.15448 2.66081 1.58734 0.0072880275000000005 0.008662739999999999
120 754.2 743.5 2.15764 1.15347 2.6609 1.58783 0.007250522499999999 0.008613402499999999
121 760.3 749.7 2.15684 1.15245 2.66102 1.58837 0.00721343 0.00856405
122 766.3 755.8 2.15605 1.15145 2.66112 1.58892 0.0071766325 0.008514464999999999
123 772.2 761.8 2.15525 1.15044 2.66125 1.58952 0.0071400325 0.0084643875
124 778.2 767.7 2.15446 1.14944 2.66136 1.59013 0.0071037375 0.00841371
125 784.2 773.7 2.15367 1.14845 2.66149 1.59078 0.00706781 0.00836241
126 790.2 779.9000000000001 2.15289 1.14745 2.66161 1.59145 0.0070322250000000005 0.0083104225
127 796.0999999999999 785.7 2.1521 1.14646 2.66175 1.59215 0.006996867499999999 0.008257585000000001
128 802.3 791.5999999999999 2.15132 1.14548 2.66188 1.59287 0.0069617425 0.00820378
129 808.4000000000001 797.5999999999999 2.15054 1.1445 2.66203 1.59363 0.0069269 0.0081489825
130 814.4000000000001 803.8 2.14976 1.14352 2.66217 1.5944 0.0068923924999999995 0.008093232499999999
131 820.5 809.8 2.14898 1.14255 2.66233 1.59521 0.0068581475 0.008036502499999999
132 826.5999999999999 815.9000000000001 2.14821 1.14158 2.66248 1.59603 0.006824127500000001 0.0079787525
133 832.5999999999999 822.0 2.14743 1.14061 2.66265 1.59688 0.00679033 0.007919985
134 838.7 828.0999999999999 2.14666 1.13965 2.6628 1.59774 0.006756817500000001 0.007860285
135 844.8 834.0999999999999 2.14589 1.13869 2.66298 1.59863 0.006723575000000001 0.007799744999999999
136 850.9000000000001 840.2 2.14512 1.13774 2.66314 1.59953 0.006690575 0.007738425
137 856.9000000000001 846.3 2.14436 1.13679 2.66332 1.60046 0.0066577775 0.0076763874999999995
138 863.0 852.3 2.1436 1.13585 2.66349 1.6014 0.006625215 0.0076137474999999994
139 869.2 858.4000000000001 2.14283 1.13491 2.66368 1.60237 0.0065929025 0.00755065
140 875.3 864.5 2.14207 1.13398 2.66386 1.60334 0.0065608375 0.007487245
141 881.3999999999999 870.5999999999999 2.14132 1.13305 2.66405 1.60434 0.00652898 0.007423655
142 887.5 876.7 2.14056 1.13213 2.66423 1.60534 0.0064973324999999995 0.007360015
143 893.5999999999999 882.8 2.13981 1.13122 2.66442 1.60637 0.0064659025000000005 0.00729648
144 899.7 889.0 2.13906 1.13031 2.66461 1.6074 0.0064347125 0.0072332325
145 905.7 895.0999999999999 2.13831 1.1294 2.66482 1.60845 0.006403735 0.007170425
146 911.8 901.2 2.13756 1.12851 2.66501 1.60951 0.0063729625 0.0071081975
147 917.8999999999999 907.3 2.13682 1.12761 2.66522 1.61059 0.0063423875 0.0070466850000000004
148 924.0 913.3999999999999 2.13608 1.12673 2.66543 1.61167 0.0063120325 0.0069860425
149 930.0999999999999 919.3999999999999 2.13534 1.12585 2.66566 1.61278 0.006281885 0.0069264125
150 936.3 925.5 2.1346 1.12498 2.66588 1.61388 0.0062519475 0.0068679075
151 942.3999999999999 931.5999999999999 2.13386 1.12412 2.66612 1.61499 0.0062221975 0.0068106225
152 948.5 937.7 2.13313 1.12326 2.66636 1.61611 0.0061926525000000005 0.0067546525
153 954.5999999999999 943.8 2.1324 1.12241 2.6666 1.61724 0.0061633075 0.0067000775
154 960.7 949.8999999999999 2.13167 1.12157 2.66684 1.61837 0.0061341675 0.0066469675
155 966.8 956.0999999999999 2.13094 1.12074 2.6671 1.61952 0.00610522 0.00659535
156 972.8 962.2 2.13022 1.11991 2.66735 1.62066 0.006076465 0.0065452525
157 978.8999999999999 968.2 2.12949 1.11909 2.66761 1.62182 0.006047902500000001 0.006496682500000001
158 985.0 974.3 2.12877 1.11828 2.66788 1.62297 0.00601954 0.006449635
159 991.0999999999999 980.3999999999999 2.12805 1.11747 2.66815 1.62413 0.00599137 0.0064040875
160 997.0999999999999 986.5 2.12734 1.11667 2.66842 1.62529 0.005963390000000001 0.006359994999999999
161 1003.3999999999999 992.5999999999999 2.12663 1.11588 2.66871 1.62646 0.0059355975 0.0063173025
162 1009.5 998.5999999999999 2.12591 1.11509 2.66899 1.62762 0.005908 0.0062759475
163 1015.5 1004.8 2.12521 1.11432 2.66928 1.6288 0.005880592499999999 0.0062358575
164 1021.7 1010.8999999999999 2.1245 1.11354 2.66957 1.62996 0.0058533775 0.0061969525
165 1027.8 1016.8999999999999 2.12379 1.11278 2.66986 1.63114 0.005826345 0.0061591325
166 1033.8 1023.0999999999999 2.12309 1.11202 2.67016 1.6323 0.0057995025 0.0061223075
167 1039.8999999999999 1029.2 2.12239 1.11127 2.67046 1.63348 0.0057728475 0.006086385
168 1046.1 1035.3 2.1217 1.11052 2.67077 1.63464 0.0057463825 0.0060512675
169 1052.1 1041.3 2.121 1.10978 2.67107 1.63581 0.0057201000000000005 0.006016860000000001
170 1058.2 1047.5 2.12031 1.10905 2.67138 1.63697 0.005694004999999999 0.00598307
171 1064.2 1053.6 2.11962 1.10832 2.6717 1.63814 0.0056680925 0.0059498075
172 1070.3999999999999 1059.7 2.11893 1.1076 2.67201 1.63929 0.005642367499999999 0.0059169975
173 1076.5 1065.8 2.11824 1.10688 2.67233 1.64046 0.005616825000000001 0.0058845650000000005
174 1082.5 1071.8999999999999 2.11756 1.10617 2.67266 1.6416 0.0055914675 0.0058524475
175 1088.6 1078.0 2.11688 1.10546 2.67299 1.64276 0.005566290000000001 0.0058205825
176 1094.7 1084.0 2.1162 1.10476 2.67332 1.64391 0.0055412974999999995 0.005788929999999999
177 1100.8 1090.1 2.11553 1.10406 2.67366 1.64506 0.0055164825 0.0057574525
178 1106.8999999999999 1096.2 2.11485 1.10337 2.67401 1.64619 0.0054918525 0.0057261225
179 1113.1 1102.3 2.11418 1.10269 2.67435 1.64733 0.0054674 0.0056949225
180 1119.1 1108.3999999999999 2.11351 1.10201 2.6747 1.64845 0.0054431275000000005 0.0056638475
181 1125.2 1114.5 2.11284 1.10133 2.67506 1.64959 0.0054190325000000004 0.005632892499999999
182 1131.2 1120.6 2.11218 1.10066 2.67542 1.6507 0.005395117499999999 0.005602075
183 1137.3 1126.7 2.11152 1.09999 2.67578 1.65182 0.005371377500000001 0.005571402499999999
184 1143.3999999999999 1132.8 2.11086 1.09933 2.67615 1.65293 0.005347815 0.0055409050000000005
185 1149.3999999999999 1138.8 2.1102 1.09867 2.67651 1.65404 0.005324427499999999 0.005510605
186 1155.5 1144.8999999999999 2.10955 1.09802 2.67689 1.65513 0.0053012175 0.0054805324999999995
187 1161.6 1150.8999999999999 2.1089 1.09737 2.67727 1.65624 0.0052781825 0.0054507275
188 1167.6 1157.1 2.10825 1.09672 2.67765 1.65732 0.00525532 0.0054212175
189 1173.7 1163.1 2.1076 1.09608 2.67804 1.65841 0.0052326325 0.005392045000000001
190 1179.8 1169.1 2.10695 1.09544 2.67844 1.65948 0.0052101175 0.0053632375000000005
191 1185.8999999999999 1175.2 2.10631 1.09481 2.67883 1.66056 0.0051877775 0.005334835
192 1192.0 1181.3999999999999 2.10567 1.09418 2.67924 1.66162 0.0051656075 0.00530686
193 1198.1 1187.3999999999999 2.10503 1.09356 2.67964 1.66269 0.005143612499999999 0.0052793425
194 1204.2 1193.5 2.1044 1.09294 2.68006 1.66373 0.0051217875 0.0052523025
195 1210.3 1199.6 2.10376 1.09232 2.68047 1.66479 0.0051001325 0.0052257525
196 1216.3999999999999 1205.8 2.10313 1.09171 2.68089 1.66582 0.005078652499999999 0.0051997025
197 1222.5 1211.8 2.1025 1.0911 2.68132 1.66687 0.0050573425 0.0051741575
198 1228.6 1217.8999999999999 2.10188 1.09049 2.68174 1.66789 0.0050362025 0.0051491125000000006
199 1234.6 1224.1 2.10125 1.08989 2.68217 1.66893 0.005015232499999999 0.005124555
200 1240.6 1230.1 2.10063 1.08929 2.6826 1.66994 0.004994435 0.005100469999999999
201 1246.8 1236.1 2.10001 1.0887 2.68304 1.67097 0.0049738049999999995 0.0050768325000000005
202 1252.8999999999999 1242.1 2.09939 1.08811 2.68348 1.67197 0.004953345 0.0050536175
203 1259.0 1248.3 2.09878 1.08752 2.68393 1.67299 0.0049330575 0.005030784999999999
204 1265.0 1254.3999999999999 2.09817 1.08694 2.68437 1.67398 0.0049129375 0.005008297500000001
205 1271.2 1260.3999999999999 2.09756 1.08636 2.68483 1.67499 0.004892985000000001 0.004986115
206 1277.3 1266.6 2.09695 1.08578 2.68528 1.67597 0.004873199999999999 0.004964187500000001
207 1283.3 1272.7 2.09634 1.0852 2.68574 1.67697 0.004853585 0.00494247
208 1289.3999999999999 1278.7 2.09574 1.08463 2.6862 1.67795 0.004834135 0.0049209125
209 1295.5 1284.8 2.09514 1.08407 2.68668 1.67894 0.004814855 0.0048994625
210 1301.5 1290.8999999999999 2.09454 1.0835 2.68715 1.67991 0.004795735 0.0048780725
211 1307.6 1297.0 2.09394 1.08294 2.68763 1.68088 0.0047767825 0.004856695
212 1313.8 1303.0 2.09335 1.08238 2.6881 1.68185 0.0047579925000000006 0.0048352824999999995
213 1319.8999999999999 1309.1 2.09276 1.08182 2.68859 1.68282 0.0047393675 0.004813795
214 1325.8999999999999 1315.3 2.09217 1.08127 2.68907 1.68378 0.0047209 0.0047921924999999995
215 1332.0 1321.3999999999999 2.09158 1.08072 2.68956 1.68474 0.0047025925 0.0047704424999999995
216 1338.1 1327.3999999999999 2.09099 1.08017 2.69005 1.68569 0.0046844425 0.0047485125000000005
217 1344.2 1333.5 2.09041 1.07963 2.69055 1.68665 0.00466645 0.0047263825
218 1350.2 1339.6 2.08983 1.07908 2.69105 1.6876 0.00464861 0.0047040325
219 1356.3 1345.7 2.08925 1.07854 2.69156 1.68855 0.0046309225 0.00468145
220 1362.3999999999999 1351.7 2.08867 1.07801 2.69206 1.68949 0.004613385 0.0046586299999999995
221 1368.3999999999999 1357.8 2.0881 1.07747 2.69258 1.69044 0.004595995 0.004635572500000001
222 1374.5 1363.8999999999999 2.08752 1.07694 2.69309 1.69138 0.0045787525 0.004612285
223 1380.7 1369.8999999999999 2.08695 1.07641 2.69361 1.69233 0.00456165 0.0045887775
224 1386.8 1376.0 2.08638 1.07589 2.69413 1.69326 0.0045446900000000005 0.0045650675
225 1392.8999999999999 1382.2 2.08582 1.07536 2.69466 1.69421 0.0045278675 0.0045411775
226 1399.0 1388.3 2.08525 1.07484 2.69519 1.69514 0.0045111775 0.0045171375
227 1405.1 1394.3 2.08469 1.07433 2.69572 1.69608 0.0044946225 0.004492975000000001
228 1411.2 1400.5 2.08413 1.07381 2.69626 1.69701 0.004478195000000001 0.004468725
229 1417.3 1406.6 2.08357 1.0733 2.6968 1.69795 0.0044618950000000004 0.0044444275
230 1423.3999999999999 1412.7 2.08302 1.07279 2.69734 1.69888 0.004445715 0.0044201175
231 1429.5 1418.8 2.08246 1.07228 2.69789 1.69982 0.00442966 0.00439584
232 1435.6 1424.8999999999999 2.08191 1.07178 2.69844 1.70074 0.0044137199999999994 0.0043716350000000005
233 1441.6 1431.0 2.08136 1.07128 2.69899 1.70168 0.004397895 0.00434754
234 1447.8999999999999 1437.1 2.08081 1.07078 2.69955 1.7026 0.00438218 0.0043235999999999995
235 1453.8999999999999 1443.1 2.08027 1.07028 2.70011 1.70354 0.004366575 0.0042998525000000004
236 1460.2 1449.3 2.07972 1.06979 2.70067 1.70446 0.004351074999999999 0.0042763325
237 1466.3999999999999 1455.3999999999999 2.07918 1.0693 2.70124 1.7054 0.0043356775 0.004253075
238 1472.5 1461.5 2.07864 1.06881 2.70181 1.70632 0.00432038 0.00423011
239 1478.5 1467.6 2.0781 1.06833 2.70238 1.70726 0.0043051825 0.0042074625
240 1484.6 1473.7 2.07756 1.06785 2.70296 1.70819 0.0042900774999999995 0.0041851575
241 1490.6 1479.8 2.07703 1.06737 2.70354 1.70913 0.004275065 0.0041632125
242 1496.8999999999999 1485.8999999999999 2.0765 1.06689 2.70413 1.71006 0.004260145 0.0041416425
243 1503.0 1491.8999999999999 2.07596 1.06642 2.70472 1.711 0.0042453125 0.0041204525
244 1509.1 1498.1 2.07544 1.06595 2.70531 1.71193 0.0042305625 0.0040996525
245 1515.2 1504.2 2.07491 1.06549 2.70591 1.71288 0.004215900000000001 0.0040792400000000005
246 1521.3 1510.5 2.07438 1.06502 2.7065 1.71382 0.0042013175 0.0040592125
247 1527.5 1516.5 2.07386 1.06456 2.70711 1.71477 0.0041868175 0.004039564999999999
248 1533.5 1522.6 2.07334 1.0641 2.70771 1.71571 0.0041723925 0.004020287500000001
249 1539.5 1528.7 2.07282 1.06365 2.70832 1.71666 0.00415805 0.00400137
250 1545.6 1534.8 2.0723 1.0632 2.70892 1.7176 0.004143777499999999 0.0039827975
251 1551.6 1540.8 2.07178 1.06275 2.70953 1.71855 0.004129585 0.0039645575
252 1557.6 1547.0 2.07127 1.0623 2.71014 1.7195 0.004115462499999999 0.0039466375
253 1563.6 1553.1 2.07076 1.06186 2.71076 1.72045 0.0041014125 0.0039290225
254 1569.5 1559.1 2.07025 1.06142 2.71138 1.7214 0.004087435 0.003911700000000001
255 1575.5 1565.0 2.06974 1.06098 2.712 1.72236 0.0040735275 0.0038946575
256 1581.5 1571.0 2.06923 1.06055 2.71262 1.72331 0.0040596899999999995 0.0038778874999999997
257 1587.6 1577.0 2.06872 1.06012 2.71325 1.72427 0.004045922499999999 0.00386138
258 1593.7 1583.0 2.06822 1.05969 2.71388 1.72523 0.0040322199999999996 0.00384513
259 1599.6 1589.0 2.06772 1.05926 2.71451 1.72619 0.00401859 0.00382913
260 1605.6 1595.1 2.06722 1.05884 2.71514 1.72715 0.004005025 0.00381338
261 1611.5 1601.1 2.06672 1.05842 2.71578 1.72812 0.0039915275000000005 0.0037978725
262 1617.7 1607.0 2.06622 1.058 2.71642 1.72908 0.003978095 0.00378261
263 1623.8 1613.0 2.06573 1.05759 2.71707 1.73005 0.0039647325 0.0037675875
264 1629.8999999999999 1619.1 2.06523 1.05718 2.71771 1.73101 0.0039514325 0.0037528025
265 1636.0 1625.2 2.06474 1.05677 2.71836 1.73199 0.0039382 0.0037382575
266 1642.1 1631.3999999999999 2.06425 1.05636 2.71901 1.73295 0.00392503 0.003723945
267 1648.2 1637.6 2.06376 1.05596 2.71966 1.73394 0.003911925 0.0037098675
268 1654.3999999999999 1643.6 2.06328 1.05556 2.72031 1.73491 0.003898885 0.00369602
269 1660.5 1649.7 2.06279 1.05516 2.72097 1.7359 0.00388591 0.0036824024999999997
270 1666.8 1655.8 2.06231 1.05476 2.72163 1.73687 0.003872995 0.00366901
271 1672.8 1662.1 2.06183 1.05437 2.72229 1.73786 0.0038601475 0.0036558475
272 1678.8 1668.2 2.06135 1.05398 2.72295 1.73884 0.00384736 0.0036429125
273 1684.8999999999999 1674.3 2.06087 1.05359 2.72362 1.73983 0.003834635 0.0036301999999999997
274 1691.0 1680.2 2.06039 1.0532 2.72428 1.74082 0.00382197 0.003617715
275 1697.0 1686.3 2.05992 1.05282 2.72495 1.74181 0.0038093675 0.003605455
276 1703.0 1692.3 2.05944 1.05244 2.72562 1.7428 0.0037968225 0.00359342
277 1709.2 1698.3 2.05897 1.05206 2.72629 1.7438 0.0037843399999999998 0.0035816075
278 1715.3 1704.3999999999999 2.0585 1.05168 2.72696 1.74479 0.003771915 0.003570015
279 1721.3 1710.5 2.05803 1.05131 2.72764 1.74579 0.00375955 0.0035586375
280 1727.7 1716.5 2.05756 1.05093 2.72831 1.74679 0.00374724 0.00354747
281 1733.8 1722.5 2.0571 1.05056 2.72899 1.7478 0.0037349875 0.0035365025
282 1739.8999999999999 1728.8 2.05664 1.05019 2.72967 1.74881 0.0037227899999999997 0.003525725
283 1745.8999999999999 1734.8999999999999 2.05617 1.04983 2.73035 1.74982 0.00371065 0.00351513
