iteration NAG_barzilai-borwein_time_X NAG_barzilai-borwein_time_Y NAG_barzilai-borwein_objective_X NAG_barzilai-borwein_objective_Y NAG_barzilai-borwein_hpwl_X NAG_barzilai-borwein_hpwl_Y NAG_barzilai-borwein_euclidean_norm_X NAG_barzilai-borwein_euclidean_norm_Y
284 1752.0 1740.8999999999999 2.05571 1.04946 2.73103 1.75083 0.0036985625 0.0035047000000000003
285 1758.1 1746.8999999999999 2.05525 1.0491 2.73172 1.75184 0.00368653 0.0034944225000000002
286 1764.0 1753.0 2.0548 1.04874 2.7324 1.75285 0.0036745475 0.0034842824999999997
287 1770.1 1759.1 2.05434 1.04838 2.73309 1.75387 0.0036626175 0.0034742625
288 1776.1 1765.0 2.05389 1.04802 2.73377 1.75488 0.00365074 0.0034643449999999998
289 1781.8999999999999 1771.3999999999999 2.05343 1.04766 2.73446 1.7559 0.0036389125 0.0034545149999999996
290 1788.0 1777.5 2.05298 1.04731 2.73515 1.75691 0.0036271325 0.00344475
291 1794.2 1783.3999999999999 2.05253 1.04695 2.73584 1.75793 0.0036154025 0.0034350375
292 1800.2 1789.3999999999999 2.05209 1.0466 2.73653 1.75894 0.00360372 0.00342536
293 1806.2 1795.6 2.05164 1.04625 2.73723 1.75997 0.003592085 0.0034156975
294 1812.0 1801.6 2.05119 1.0459 2.73792 1.76098 0.0035804975 0.0034060375
295 1818.3999999999999 1807.6 2.05075 1.04555 2.73862 1.76201 0.003568955 0.0033963649999999997
296 1824.5 1813.5 2.05031 1.04521 2.73931 1.76302 0.0035574575 0.0033866625
297 1830.3999999999999 1819.3999999999999 2.04987 1.04486 2.74002 1.76405 0.003546005 0.0033769225000000003
298 1836.3 1825.3999999999999 2.04943 1.04452 2.74071 1.76507 0.0035345974999999997 0.00336713
299 1842.3 1831.3999999999999 2.04899 1.04417 2.74142 1.7661 0.003523235 0.003357275
300 1848.2 1837.3 2.04856 1.04383 2.74211 1.76711 0.0035119125 0.0033473475000000003
301 1854.0 1843.3 2.04813 1.04349 2.74283 1.76814 0.0035006374999999998 0.003337345
302 1860.0 1849.2 2.04769 1.04315 2.74353 1.76916 0.0034894025 0.0033272575
303 1865.8999999999999 1855.0 2.04726 1.04282 2.74424 1.77019 0.00347821 0.0033170825
304 1871.7 1861.3999999999999 2.04683 1.04248 2.74494 1.77121 0.00346706 0.0033068175000000003
305 1877.5 1867.2 2.0464 1.04215 2.74566 1.77225 0.0034559549999999997 0.003296465
306 1883.5 1873.0 2.04598 1.04181 2.74637 1.77327 0.00344489 0.003286025
307 1889.3999999999999 1878.8999999999999 2.04555 1.04148 2.74709 1.7743 0.0034338700000000003 0.0032755025
308 1895.2 1884.7 2.04513 1.04115 2.7478 1.77532 0.00342289 0.0032649025
309 1901.1000000000001 1890.6 2.04471 1.04082 2.74852 1.77635 0.0034119525 0.0032542300000000003
310 1906.9999999999998 1896.5 2.04429 1.04049 2.74923 1.77737 0.0034010575 0.003243495
311 1912.9999999999998 1902.3999999999999 2.04387 1.04016 2.74995 1.77841 0.0033902075 0.00323271
312 1918.8 1908.3 2.04345 1.03983 2.75066 1.77943 0.0033793975 0.003221885
313 1924.6000000000001 1914.2 2.04304 1.0395 2.75139 1.78046 0.003368635 0.0032110349999999997
314 1930.4999999999998 1920.1000000000001 2.04262 1.03918 2.7521 1.78148 0.0033579125 0.0032001725
315 1936.3999999999999 1925.8999999999999 2.04221 1.03885 2.75283 1.78251 0.0033472375 0.0031893125000000003
316 1942.2 1931.8 2.0418 1.03853 2.75354 1.78353 0.003336605 0.00317847
317 1948.1000000000001 1937.7 2.04139 1.03821 2.75427 1.78456 0.0033260200000000003 0.0031676625
318 1954.1000000000001 1943.4999999999998 2.04098 1.03789 2.75499 1.78558 0.0033154825 0.0031569074999999998
319 1960.3999999999999 1949.6000000000001 2.04057 1.03757 2.75572 1.78661 0.0033049925 0.00314622
320 1966.6000000000001 1955.6000000000001 2.04017 1.03725 2.75644 1.78763 0.0032945500000000003 0.0031356175
321 1972.4999999999998 1961.8999999999999 2.03977 1.03693 2.75717 1.78866 0.0032841625 0.003125115
322 1978.4999999999998 1968.1000000000001 2.03936 1.03661 2.75789 1.78967 0.003273825 0.0031147275
323 1984.3 1973.8999999999999 2.03896 1.0363 2.75863 1.7907 0.0032635424999999997 0.0031044700000000002
324 1990.3 1979.8 2.03856 1.03598 2.75935 1.79171 0.003253315 0.003094355
325 1995.9999999999998 1985.8 2.03817 1.03567 2.76009 1.79273 0.0032431499999999998 0.003084395
326 2001.8999999999999 1991.6000000000001 2.03777 1.03535 2.76082 1.79373 0.0032330450000000004 0.0030746000000000002
327 2007.8 1997.3999999999999 2.03738 1.03504 2.76156 1.79475 0.0032230075 0.0030649799999999997
328 2013.6000000000001 2003.3999999999999 2.03698 1.03473 2.76229 1.79575 0.003213035 0.0030555425000000002
329 2019.3999999999999 2009.2 2.03659 1.03442 2.76303 1.79676 0.0032031375 0.0030462924999999997
330 2025.3999999999999 2014.9999999999998 2.0362 1.03411 2.76376 1.79776 0.0031933125000000004 0.0030372325
331 2031.4999999999998 2020.8 2.03581 1.0338 2.7645 1.79877 0.0031835724999999997 0.0030283675
332 2037.6000000000001 2026.8 2.03543 1.0335 2.76523 1.79976 0.00317391 0.003019695
333 2043.3 2032.9999999999998 2.03504 1.03319 2.76598 1.80076 0.0031643400000000003 0.0030112175
334 2049.2000000000003 2038.9999999999998 2.03466 1.03289 2.76671 1.80175 0.00315486 0.0030029275
335 2055.0 2044.8 2.03427 1.03258 2.76746 1.80274 0.0031454775 0.0029948225
336 2060.7000000000003 2050.6000000000004 2.03389 1.03228 2.76819 1.80372 0.003136195 0.0029868950000000003
337 2066.5 2056.4 2.03351 1.03198 2.76894 1.80471 0.003127015 0.0029791375000000004
338 2072.4 2062.2000000000003 2.03314 1.03168 2.76967 1.80568 0.00311794 0.00297154
339 2078.2000000000003 2067.9 2.03276 1.03137 2.77043 1.80667 0.0031089775 0.002964095
340 2083.9 2073.7000000000003 2.03238 1.03108 2.77116 1.80763 0.0031001225 0.002956785
341 2089.7000000000003 2079.5 2.03201 1.03078 2.77191 1.80861 0.00309138 0.002949605
342 2095.7000000000003 2085.2000000000003 2.03164 1.03048 2.77265 1.80957 0.0030827475 0.00294254
343 2101.5 2091.1000000000004 2.03127 1.03018 2.77341 1.81054 0.0030742275000000003 0.0029355725
344 2107.4 2097.0 2.0309 1.02989 2.77414 1.81149 0.0030658150000000004 0.002928695
345 2113.3 2102.8 2.03053 1.02959 2.7749 1.81245 0.0030575125000000002 0.00292189
346 2119.1000000000004 2108.7000000000003 2.03016 1.0293 2.77564 1.8134 0.0030493075 0.002915145
347 2125.2000000000003 2114.7000000000003 2.0298 1.029 2.7764 1.81435 0.003041205 0.0029084475
348 2131.5 2120.5 2.02944 1.02871 2.77714 1.81528 0.0030331950000000002 0.0029017825
349 2137.7000000000003 2126.6000000000004 2.02907 1.02842 2.7779 1.81623 0.00302527 0.0028951425
350 2143.6000000000004 2133.0 2.02871 1.02813 2.77864 1.81715 0.003017425 0.0028885125
351 2149.6000000000004 2139.2000000000003 2.02835 1.02784 2.7794 1.81809 0.003009655 0.0028818825000000003
352 2155.5 2145.1000000000004 2.028 1.02755 2.78015 1.81901 0.0030019475 0.0028752474999999998
353 2161.3 2151.1000000000004 2.02764 1.02726 2.78091 1.81993 0.0029942975 0.0028685925000000003
354 2167.2000000000003 2156.9 2.02728 1.02697 2.78165 1.82084 0.002986695 0.0028619175
355 2173.4 2162.8 2.02693 1.02668 2.78242 1.82176 0.002979135 0.002855215
356 2179.5 2168.7000000000003 2.02658 1.0264 2.78317 1.82265 0.0029716075 0.0028484775
357 2185.4 2175.2000000000003 2.02623 1.02611 2.78394 1.82356 0.0029641075 0.0028417075
358 2191.7000000000003 2180.9 2.02588 1.02582 2.78469 1.82445 0.00295663 0.0028349
359 2197.7000000000003 2186.9 2.02553 1.02554 2.78546 1.82534 0.0029491675 0.0028280575
360 2203.8 2193.0 2.02518 1.02526 2.78621 1.82622 0.0029417149999999997 0.0028211775
361 2209.9 2199.2000000000003 2.02483 1.02497 2.78698 1.82711 0.0029342725 0.002814265
362 2215.8 2205.2000000000003 2.02449 1.02469 2.78774 1.82797 0.002926835 0.0028073225000000003
363 2222.0 2211.5 2.02414 1.02441 2.78851 1.82885 0.0029194025 0.002800355
364 2228.1000000000004 2217.4 2.0238 1.02413 2.78926 1.8297 0.0029119775 0.002793365
365 2234.4 2223.6000000000004 2.02346 1.02385 2.79004 1.83057 0.00290456 0.0027863600000000003
366 2240.6000000000004 2229.9 2.02312 1.02357 2.79079 1.83141 0.00289715 0.0027793450000000003
367 2246.5 2235.9 2.02278 1.02329 2.79157 1.83227 0.0028897575 0.002772325
368 2252.6000000000004 2242.2000000000003 2.02244 1.02301 2.79232 1.8331 0.00288238 0.002765305
369 2258.5 2248.1000000000004 2.0221 1.02273 2.79309 1.83394 0.00287503 0.002758295
370 2264.4 2254.1000000000004 2.02177 1.02246 2.79384 1.83476 0.0028677075 0.0027512925
371 2270.4 2260.0 2.02143 1.02218 2.79462 1.83559 0.002860425 0.0027443100000000002
372 2276.6000000000004 2265.9 2.0211 1.02191 2.79537 1.83641 0.002853185 0.0027373475
373 2282.6000000000004 2271.9 2.02077 1.02163 2.79615 1.83723 0.002846 0.00273041
374 2288.4 2278.1000000000004 2.02043 1.02136 2.7969 1.83803 0.0028388725 0.0027235000000000002
375 2294.4 2284.0 2.0201 1.02108 2.79768 1.83884 0.002831815 0.00271662
376 2300.3 2289.9 2.01977 1.02081 2.79843 1.83963 0.0028248325 0.0027097725000000002
377 2306.2000000000003 2295.9 2.01945 1.02054 2.79921 1.84043 0.0028179325 0.00270296
378 2312.0 2301.8 2.01912 1.02027 2.79997 1.84121 0.0028111175 0.00269618
379 2318.1000000000004 2307.6000000000004 2.01879 1.02 2.80075 1.842 0.0028044 0.0026894375
380 2324.0 2313.5 2.01847 1.01973 2.8015 1.84278 0.0027977824999999997 0.00268273
381 2329.9 2319.4 2.01814 1.01946 2.80229 1.84356 0.0027912675000000002 0.00267606
382 2335.7000000000003 2325.4 2.01782 1.01919 2.80304 1.84433 0.0027848575 0.002669425
383 2341.7000000000003 2331.2000000000003 2.01749 1.01892 2.80382 1.84511 0.0027785575 0.00266283
384 2347.5 2337.2000000000003 2.01717 1.01865 2.80458 1.84586 0.00277237 0.0026562725
385 2353.4 2343.1000000000004 2.01685 1.01839 2.80536 1.84663 0.0027662925000000002 0.0026497549999999997
386 2359.2000000000003 2349.0 2.01653 1.01812 2.80612 1.84738 0.0027603274999999997 0.00264328
387 2365.1000000000004 2354.8 2.01621 1.01786 2.8069 1.84813 0.0027544749999999997 0.00263685
388 2371.0 2360.7000000000003 2.0159 1.01759 2.80765 1.84887 0.0027487325 0.0026304650000000002
389 2376.8 2366.6000000000004 2.01558 1.01733 2.80843 1.84962 0.0027430975 0.002624135
390 2382.7000000000003 2372.4 2.01526 1.01707 2.80919 1.85035 0.0027375675 0.002617855
391 2388.6000000000004 2378.3 2.01495 1.0168 2.80997 1.85108 0.0027321425 0.0026116375
392 2394.5 2384.3 2.01463 1.01654 2.81072 1.8518 0.0027268175 0.002605485
393 2400.6000000000004 2390.0 2.01432 1.01628 2.8115 1.85253 0.00272159 0.0025994
394 2406.7000000000003 2396.0 2.01401 1.01602 2.81225 1.85324 0.0027164575 0.0025933899999999997
395 2412.6000000000004 2402.3 2.01369 1.01576 2.81303 1.85396 0.0027114175 0.0025874625
396 2418.5 2408.7000000000003 2.01338 1.0155 2.81378 1.85466 0.002706465 0.00258162
397 2424.5 2414.7000000000003 2.01307 1.01524 2.81455 1.85537 0.0027016 0.0025758675
398 2430.4 2420.8 2.01276 1.01498 2.8153 1.85607 0.0026968175 0.0025702150000000003
399 2436.4 2426.8 2.01245 1.01472 2.81608 1.85677 0.00269212 0.0025646650000000003
400 2442.2000000000003 2432.8 2.01215 1.01447 2.81683 1.85746 0.0026875024999999998 0.0025592225
401 2447.9 2438.8 2.01184 1.01421 2.8176 1.85815 0.002682965 0.0025538925
402 2453.8 2444.7000000000003 2.01153 1.01395 2.81835 1.85883 0.002678505 0.00254868
403 2460.9 2450.6000000000004 2.01122 1.0137 2.81912 1.85952 0.0026741250000000003 0.002543585
404 2467.7000000000003 2457.2000000000003 2.01092 1.01344 2.81987 1.86019 0.0026698200000000003 0.002538615
405 2474.2000000000003 2464.2000000000003 2.01061 1.01319 2.82064 1.86086 0.0026655925 0.0025337675000000003
406 2480.4 2470.9 2.01031 1.01293 2.82139 1.86152 0.0026614399999999997 0.0025290474999999997
407 2486.3 2477.4 2.01001 1.01268 2.82216 1.86219 0.0026573574999999997 0.002524455
408 2492.2000000000003 2483.4 2.0097 1.01243 2.82291 1.86285 0.0026533449999999997 0.00251999
409 2498.1000000000004 2489.3 2.0094 1.01217 2.82368 1.86351 0.002649395 0.0025156525
410 2504.2000000000003 2495.2000000000003 2.0091 1.01192 2.82443 1.86415 0.0026454975 0.0025114399999999998
411 2510.1000000000004 2501.4 2.0088 1.01167 2.82519 1.86481 0.0026416425 0.0025073525
412 2516.0 2507.4 2.0085 1.01142 2.82594 1.86545 0.002637815 0.0025033850000000003
413 2521.9 2513.4 2.0082 1.01117 2.82671 1.86609 0.002633995 0.0024995375
414 2527.9 2519.3 2.0079 1.01092 2.82745 1.86672 0.0026301525 0.0024958025
415 2533.8 2525.2000000000003 2.0076 1.01067 2.82822 1.86736 0.0026262599999999996 0.0024921799999999997
416 2539.7000000000003 2531.2000000000003 2.0073 1.01042 2.82896 1.86799 0.0026222750000000003 0.002488665
417 2545.6000000000004 2537.1000000000004 2.007 1.01017 2.82972 1.86862 0.0026181575 0.00248525
418 2551.6000000000004 2543.0 2.00671 1.00992 2.83047 1.86924 0.0026138525 0.0024819300000000002
419 2557.5 2548.9 2.00641 1.00967 2.83123 1.86986 0.002609315 0.0024787025
420 2563.3 2554.9 2.00612 1.00942 2.83197 1.87047 0.00260449 0.0024755600000000003
421 2569.3 2560.7000000000003 2.00582 1.00917 2.83273 1.87109 0.0025993400000000003 0.002472495
422 2575.2000000000003 2566.6000000000004 2.00553 1.00892 2.83347 1.8717 0.0025938249999999997 0.002469505
423 2581.0 2572.6000000000004 2.00524 1.00868 2.83423 1.87231 0.002587935 0.00246658
424 2586.8 2578.4 2.00495 1.00843 2.83497 1.87291 0.00258167 0.0024637175
425 2592.7000000000003 2584.2000000000003 2.00466 1.00818 2.83573 1.87352 0.002575065 0.00246091
426 2598.6000000000004 2590.1000000000004 2.00438 1.00793 2.83646 1.87411 0.0025681725000000002 0.0024581499999999997
427 2604.4 2596.0 2.00409 1.00769 2.83722 1.87471 0.0025610725 0.002455435
428 2610.4 2601.8 2.00381 1.00744 2.83796 1.8753 0.002553855 0.0024527549999999996
429 2616.4 2607.7000000000003 2.00353 1.00719 2.83871 1.8759 0.0025466325 0.00245011
430 2622.4 2613.7000000000003 2.00325 1.00695 2.83944 1.87648 0.0025394975 0.00244749
431 2628.5 2619.7000000000003 2.00297 1.0067 2.8402 1.87708 0.00253231 0.00244489
432 2634.5 2625.8 2.00269 1.00646 2.84093 1.87766 0.002448875 0.00244231
433 2640.3 2631.8 2.00242 1.00621 2.84169 1.87824 0.00244363 0.0024397375
434 2646.2000000000003 2637.7000000000003 2.00214 1.00596 2.84243 1.87882 0.0024646575 0.0024371749999999998
435 2652.1000000000004 2643.6000000000004 2.00187 1.00572 2.84319 1.8794 0.0024942774999999998 0.0024346149999999998
436 2658.0 2649.4 2.00159 1.00547 2.84393 1.87997 0.002458615 0.0024320525000000003
437 2663.9 2655.4 2.00132 1.00523 2.84468 1.88055 0.002427675 0.0024294825000000003
438 2669.7000000000003 2661.3 2.00105 1.00498 2.84542 1.88112 0.0024259725 0.002426905
439 2675.6000000000004 2667.1000000000004 2.00078 1.00474 2.84618 1.8817 0.0024469925 0.0024243100000000003
440 2681.6000000000004 2673.0 2.00051 1.00449 2.84692 1.88226 0.0024489 0.002421695
441 2687.4 2678.9 2.00024 1.00425 2.84767 1.88283 0.002421215 0.0024190550000000003
442 2693.3 2684.8 1.99997 1.004 2.8484 1.8834 0.002404685 0.002416385
443 2699.2000000000003 2690.7000000000003 1.9997 1.00376 2.84915 1.88396 0.0024086325 0.0024136775
444 2705.1000000000004 2696.6000000000004 1.99943 1.00351 2.84989 1.88452 0.002419765 0.0024109275
445 2711.0 2702.5 1.99916 1.00327 2.85063 1.88509 0.0024107625 0.0024081275
446 2716.8 2708.3 1.99889 1.00302 2.85137 1.88564 0.0023914225 0.0024052674999999997
447 2722.7000000000003 2714.2000000000003 1.99863 1.00278 2.85211 1.88621 0.0023833524999999998 0.0024023375
448 2728.6000000000004 2720.0 1.99836 1.00253 2.85284 1.88676 0.0023877875 0.0023993325
449 2734.5 2726.0 1.9981 1.00229 2.85359 1.88732 0.002389965 0.002396235
450 2740.3 2731.9 1.99783 1.00204 2.85432 1.88787 0.0023784925 0.002393035
451 2746.2000000000003 2737.7000000000003 1.99757 1.0018 2.85506 1.88843 0.0023656825 0.00238972
452 2752.3 2743.6000000000004 1.9973 1.00156 2.85579 1.88898 0.0023619475 0.0023862725
453 2758.4 2749.6000000000004 1.99704 1.00131 2.85653 1.88954 0.0023640275 0.0023826775
454 2764.6000000000004 2755.6000000000004 1.99678 1.00107 2.85726 1.89009 0.0023606775 0.00237892
455 2770.7000000000003 2761.8 1.99652 1.00083 2.858 1.89064 0.0023501150000000003 0.0023749825
456 2776.7000000000003 2767.9 1.99626 1.00058 2.85872 1.89119 0.0023416625 0.0023708475
457 2782.6000000000004 2773.9 1.996 1.00034 2.85946 1.89174 0.0023393925 0.002366505
458 2788.4 2779.8 1.99574 1.0001 2.86018 1.89229 0.0023384825 0.002361935
459 2794.4 2785.7000000000003 1.99548 0.99986 2.86092 1.89285 0.0023325425 0.0023571325000000002
460 2800.3 2791.7000000000003 1.99522 0.99962 2.86164 1.89339 0.0023236825 0.0023520875000000003
461 2806.2000000000003 2797.7000000000003 1.99497 0.99938 2.86237 1.89395 0.0023176875 0.0023468
462 2812.1000000000004 2803.6000000000004 1.99471 0.99914 2.8631 1.89449 0.002315185 0.00234128
463 2818.0 2809.4 1.99445 0.9989 2.86383 1.89505 0.0023118325 0.0023355375
464 2824.0 2815.4 1.9942 0.99867 2.86455 1.89559 0.0023050175 0.0023295975000000003
465 2830.3 2821.3 1.99394 0.99843 2.86528 1.89615 0.0022976175 0.0023235
466 2836.5 2827.5 1.99369 0.9982 2.866 1.89669 0.0022926625 0.0023172925
467 2842.5 2833.7000000000003 1.99343 0.99796 2.86673 1.89725 0.0022892075 0.002311035
468 2848.4 2839.7000000000003 1.99318 0.99773 2.86745 1.89779 0.0022842425 0.00230481
469 2854.3 2845.7000000000003 1.99293 0.9975 2.86818 1.89835 0.002277345 0.002298705
470 2860.5 2851.6000000000004 1.99268 0.99728 2.8689 1.89889 0.0022708825 0.0022928225
471 2866.4 2857.6000000000004 1.99243 0.99705 2.86962 1.89945 0.0022660925 0.0022872775
472 2872.4 2863.6000000000004 1.99217 0.99683 2.87034 1.9 0.0022616 0.0022821875
473 2878.3 2869.5 1.99192 0.99661 2.87106 1.90056 0.0022557425000000004 0.0022776800000000002
474 2884.4 2875.6000000000004 1.99167 0.99639 2.87177 1.9011 0.0022490425 0.0022738725
475 2890.4 2881.7000000000003 1.99143 0.99617 2.8725 1.90167 0.0022430724999999998 0.0022708825
476 2896.6000000000004 2887.7000000000003 1.99118 0.99596 2.8732 1.90221 0.0022380399999999997 0.0022688025
477 2902.6000000000004 2893.8 1.99093 0.99574 2.87393 1.90278 0.00223275 0.0022677125
478 2908.8 2899.9 1.99068 0.99553 2.87463 1.90332 0.0022265175 0.0022676625000000003
479 2914.7000000000003 2906.1000000000004 1.99044 0.99533 2.87535 1.90389 0.002220095 0.0022686725
480 2920.6000000000004 2912.1000000000004 1.99019 0.99512 2.87606 1.90444 0.00221434 0.0022707225000000004
481 2926.7000000000003 2918.0 1.98995 0.99492 2.87678 1.90501 0.002209 0.0022737625
482 2932.8 2923.9 1.9897 0.99472 2.87748 1.90556 0.002203255 0.0022776975
483 2938.9 2930.1000000000004 1.98946 0.99453 2.8782 1.90613 0.0021969949999999998 0.0022824025
484 2944.8 2936.2000000000003 1.98921 0.99433 2.8789 1.90668 0.0021908599999999998 0.0022877225
485 2951.0 2942.2000000000003 1.98897 0.99414 2.87961 1.90725 0.0021852125 0.0022887800000000002
486 2957.0 2948.1000000000004 1.98873 0.99395 2.88032 1.90783 0.0021796725000000003 0.0021974075000000004
487 2962.9 2954.2000000000003 1.98849 0.99375 2.88103 1.9084 0.00217379 0.0036283225
488 2968.9 2960.1000000000004 1.98825 0.99355 2.88173 1.90905 0.0021677050000000002 0.0022018475
489 2974.9 2966.3 1.98801 0.99335 2.88245 1.90953 0.0021618550000000003 0.0019977825
490 2981.0 2972.4 1.98777 0.99315 2.88315 1.91007 0.0021563 0.0019825625
491 2987.3 2978.3 1.98753 0.99296 2.88386 1.91064 0.0021507174999999996 0.0025051450000000003
492 2993.4 2984.3 1.98729 0.99277 2.88456 1.91124 0.0021449150000000003 0.0025583425
493 2999.5 2990.5 1.98705 0.99258 2.88528 1.91182 0.0021390975 0.002041045
494 3005.5 2996.6000000000004 1.98681 0.9924 2.88597 1.91237 0.0021335025 0.001891495
495 3011.4 3002.8 1.98658 0.99222 2.88668 1.91296 0.0021280625 0.0019056124999999998
496 3017.4 3008.7000000000003 1.98634 0.99204 2.88738 1.91357 0.00212255 0.00199694
497 3023.4 3014.7000000000003 1.98611 0.99185 2.88809 1.91419 0.002116935 0.0020639425
498 3029.3 3020.8 1.98587 0.99167 2.88878 1.9148 0.0021113875000000003 0.0019222900000000001
499 3035.4 3026.7000000000003 1.98564 0.99149 2.88949 1.9154 0.0021060099999999997 0.0018935925
