iteration LSE_center_100000_gamma_time LSE_center_100000_gamma_objective LSE_center_100000_gamma_hpwl LSE_center_100000_gamma_euclidean_norm WA_center_100000_gamma_time WA_center_100000_gamma_objective WA_center_100000_gamma_hpwl WA_center_100000_gamma_euclidean_norm LSE_center_1000_gamma_time LSE_center_1000_gamma_objective LSE_center_1000_gamma_hpwl LSE_center_1000_gamma_euclidean_norm WA_center_1000_gamma_time WA_center_1000_gamma_objective WA_center_1000_gamma_hpwl WA_center_1000_gamma_euclidean_norm
140 2821 179.69094 5.15819 0.018361667499999998 3048.3 4.00195 5.12797 0.0215361275 2776.5 6.68079 5.18989 0.03939522 3282.2 5.03076 5.20165 0.048685400000000004
141 2838.8 179.68654 5.15692 0.018272122499999998 3068.9 3.99876 5.12651 0.0214302225 2794.2 6.68004 5.18914 0.0393084425 3302.6 5.0302 5.20117 0.048553172500000005
142 2855.8 179.68215 5.15565 0.0181832 3089.4 3.99559 5.12505 0.021325320000000002 2812 6.67929 5.1884 0.0392239775 3323.4 5.02966 5.20068 0.048422057500000004
143 2873.2 179.67778 5.15437 0.0180949 3109.3 3.99244 5.12358 0.021221399999999998 2829.6 6.67854 5.18766 0.039141182499999996 3344 5.0291 5.2002 0.0482920625
144 2890.2 179.67342 5.1531 0.0180072175 3129.6 3.98929 5.12212 0.021118455 2847.4 6.67779 5.18691 0.039059355 3364.6 5.02855 5.19971 0.048163334999999995
145 2907.6 179.66907 5.15183 0.017920155 3149.6 3.98616 5.12066 0.021016465 2865.2 6.67703 5.18616 0.0389777475 3385.2 5.028 5.19923 0.0480361
146 2924.6 179.66474 5.15055 0.017833715 3169.9 3.98304 5.11921 0.020915417500000002 2882.8 6.67628 5.18541 0.0388956275 3405.6 5.02744 5.19874 0.0479106425
147 2942.9 179.66043 5.14929 0.0177479 3190.1 3.97994 5.11776 0.0208153025 2900.8 6.67552 5.18466 0.038812315 3426.4 5.02689 5.19826 0.0477872225
148 2960.8 179.65613 5.14801 0.017662722500000002 3210.2 3.97684 5.1163 0.0207161 2918.5 6.67477 5.18392 0.0387271925 3446.6 5.02633 5.19777 0.0476660575
149 2978 179.65184 5.14675 0.01757819 3229.6 3.97377 5.11485 0.0206178025 2936.5 6.67401 5.18317 0.0386397325 3467.6 5.02578 5.19728 0.0475472825
150 2995.4 179.64757 5.14548 0.01749431 3248.6 3.9707 5.1134 0.02052039 2954.1 6.67326 5.18242 0.03854945 3488.2 5.02523 5.19679 0.047430965
151 3012.4 179.64331 5.14425 0.017411102499999997 3268 3.96764 5.11196 0.0204238575 2971.8 6.6725 5.18168 0.038455945 3509.2 5.02468 5.19629 0.04731711
152 3029.8 179.63907 5.14302 0.017328575000000002 3286.6 3.96461 5.11052 0.020328187499999997 2989.3 6.67174 5.18093 0.038358885 3529.8 5.02414 5.19581 0.047205695
153 3046.8 179.63484 5.14181 0.0172467425 3306 3.96158 5.10909 0.020233372500000003 3007.1 6.67098 5.18018 0.0382580325 3550.6 5.02359 5.19531 0.0470966925
154 3064.2 179.63063 5.14062 0.017165624999999997 3325 3.95856 5.10766 0.020139395 3024.7 6.67022 5.17942 0.038153280000000005 3571.2 5.02303 5.19482 0.0469900675
155 3081.4 179.62643 5.13944 0.01708523 3344.4 3.95556 5.10623 0.020046244999999997 3042.2 6.66946 5.17867 0.038044672499999994 3592.2 5.02249 5.19432 0.046885800000000005
156 3098.6 179.62224 5.13827 0.0170055775 3363.6 3.95257 5.10479 0.019953910000000002 3060.1 6.66869 5.17792 0.037932407499999994 3612.8 5.02194 5.19382 0.046783862499999995
157 3115.6 179.61808 5.13712 0.016926682499999998 3382.4 3.9496 5.10337 0.0198623775 3077.7 6.66793 5.17718 0.037816867500000004 3634 5.0214 5.19332 0.0466842275
158 3133 179.61392 5.13597 0.0168485575 3402 3.94664 5.10194 0.01977164 3095.3 6.66716 5.17642 0.0376986475 3654.4 5.02085 5.19282 0.0465868375
159 3149.8 179.60977 5.13482 0.01677121 3421 3.94368 5.10052 0.01968168 3112.9 6.6664 5.17566 0.03757857 3675.2 5.0203 5.19233 0.046491607500000004
160 3167.2 179.60565 5.1337 0.01669466 3440.2 3.94074 5.0991 0.019592487500000002 3130.4 6.66563 5.17491 0.03745796 3695.8 5.01975 5.19182 0.046398385
161 3184 179.60153 5.13256 0.0166189075 3459.2 3.93782 5.09769 0.0195040525 3148.2 6.66487 5.17417 0.037339332499999996 3716.6 5.01921 5.19132 0.04630697
162 3201.2 179.59743 5.13145 0.0165439675 3478 3.93491 5.09627 0.01941636 3165.8 6.66411 5.17341 0.0372301525 3737.2 5.01866 5.19081 0.046217085
163 3218.5 179.59334 5.13034 0.016469840000000003 3497.4 3.93201 5.09486 0.0193294 3183.4 6.66334 5.17265 0.0371563675 3757.6 5.01812 5.19031 0.046128394999999996
164 3236.7 179.58927 5.12926 0.016396532499999998 3516.4 3.92911 5.09346 0.01924316 3201.4 6.66256 5.1719 0.0372218725 3778.4 5.01758 5.1898 0.046040502500000004
165 3254.9 179.58521 5.12821 0.016324045000000002 3536 3.92624 5.09206 0.019157630000000002 3218.8 6.66181 5.17114 0.037837435 3798.8 5.01704 5.18928 0.045952977500000006
166 3273.1 179.58117 5.12718 0.016252375 3555 3.92337 5.09066 0.019072792499999998 3236.7 6.66104 5.17039 0.0405040175 3820.2 5.0165 5.18877 0.0458653675
167 3291 179.57713 5.12617 0.016181525000000002 3574.4 3.92053 5.08927 0.018988635 3255.9 6.66027 5.16964 0.0368782525 3840.4 5.01596 5.18826 0.0457772425
168 3308.6 179.57311 5.12519 0.016111485 3593.6 3.91768 5.0879 0.018905145 3273.1 6.65951 5.16888 0.03659542 3861.3 5.01542 5.18775 0.045688195
169 3326.7 179.56911 5.12424 0.0160422525 3612.6 3.91486 5.08652 0.018822310000000002 3290.8 6.65875 5.16813 0.036518047500000005 3881.6 5.01488 5.18724 0.045597885
170 3344.9 179.56511 5.12331 0.015973822500000002 3632.2 3.91204 5.08516 0.01874011 3308 6.658 5.16739 0.036456415 3902.8 5.01434 5.18672 0.0455060375
171 3363.5 179.56113 5.12241 0.015906180000000002 3651 3.90924 5.0838 0.018658535 3324.7 6.65725 5.16666 0.0364100775 3923.6 5.01381 5.1862 0.0454124775
172 3381.8 179.55717 5.12152 0.01583932 3670.4 3.90644 5.08245 0.0185775675 3341.8 6.6565 5.16593 0.03637696 3944.8 5.01327 5.18569 0.0453171275
173 3400.5 179.55321 5.12065 0.01577323 3689.6 3.90367 5.0811 0.018497192500000002 3358.8 6.65575 5.1652 0.03635695 3965.2 5.01274 5.18516 0.04522002
174 3419 179.54927 5.11981 0.0157079025 3708.6 3.9009 5.07976 0.0184173875 3375.9 6.65502 5.16448 0.036349535 3986.2 5.01221 5.18464 0.045121299999999996
175 3437.1 179.54533 5.11898 0.01564332 3728 3.89814 5.07843 0.018338135000000002 3393.7 6.65428 5.16376 0.036353955 4006.4 5.01167 5.18411 0.0450212075
176 3455.6 179.54142 5.11816 0.01557947 3746.8 3.89539 5.0771 0.01825942 3411.2 6.65355 5.16305 0.036369295 4027.4 5.01113 5.18359 0.044920075
177 3474 179.53751 5.11736 0.015516344999999999 3766.2 3.89266 5.07579 0.01818122 3428.4 6.65282 5.16234 0.03639453 4047.8 5.0106 5.18306 0.0448182975
178 3492.2 179.53362 5.11656 0.01545393 3785 3.88994 5.07448 0.018103515 3445.8 6.6521 5.16164 0.036428615 4068.8 5.01008 5.18254 0.044716292500000004
179 3509.8 179.52974 5.11578 0.0153922075 3804.2 3.88724 5.07318 0.018026287499999998 3462.4 6.65137 5.16095 0.03647052 4089 5.00954 5.18201 0.04461449000000001
180 3527 179.52586 5.11501 0.015331165 3824.2 3.88454 5.07189 0.017949517499999998 3479.6 6.65065 5.16026 0.0365193025 4110 5.00902 5.18149 0.044513305
181 3544.4 179.522 5.11426 0.01527079 3843.6 3.88186 5.07061 0.017873180000000002 3496.7 6.64994 5.15957 0.036574145 4130.4 5.00849 5.18095 0.0444131475
182 3561.6 179.51815 5.11354 0.01521107 3863.6 3.87918 5.06935 0.017797262499999997 3513.3 6.64922 5.15889 0.0366343525 4151.2 5.00796 5.18043 0.044314412500000004
183 3579 179.51432 5.11282 0.015151985 3882.8 3.87652 5.0681 0.017721742500000002 3530.5 6.64851 5.1582 0.036699354999999996 4171.6 5.00744 5.17989 0.044217495
184 3596 179.51049 5.11212 0.015093522500000001 3902.8 3.87387 5.06686 0.0176466025 3547.6 6.6478 5.15753 0.0367686525 4192.6 5.00691 5.17936 0.04412279
185 3613.6 179.50667 5.11144 0.015035665 3922.2 3.87123 5.06563 0.0175718325 3564.3 6.64709 5.15685 0.03684178 4213 5.00639 5.17884 0.0440306625
186 3631.6 179.50286 5.11077 0.0149783925 3941.6 3.86861 5.06442 0.0174974125 3581.5 6.64639 5.15618 0.036918284999999995 4234.2 5.00586 5.1783 0.043941425
187 3649.6 179.49907 5.11013 0.0149216925 3961.6 3.866 5.06323 0.0174233325 3598.2 6.64568 5.15551 0.036997684999999995 4255.2 5.00534 5.17777 0.0438553075
188 3667.6 179.49529 5.1095 0.014865535 3980.6 3.86339 5.06205 0.0173495875 3614.9 6.64497 5.15484 0.0370794725 4275.8 5.00483 5.17724 0.04377241
189 3684.6 179.49151 5.10889 0.01480991 4000.6 3.86079 5.06089 0.017276174999999998 3632.5 6.64427 5.15418 0.037163092499999995 4296.6 5.0043 5.1767 0.0436926975
190 3702.2 179.48774 5.1083 0.014754787500000002 4019.8 3.85822 5.05977 0.0172030875 3649.2 6.64358 5.15352 0.0372479375 4317.4 5.00378 5.17617 0.043615982500000004
191 3719.2 179.48399 5.10773 0.014700145 4039.6 3.85565 5.05866 0.01713033 3666.2 6.64288 5.15286 0.03733334 4338.2 5.00326 5.17565 0.04354195
192 3736.6 179.48024 5.10717 0.014645957499999999 4059.2 3.85309 5.05756 0.01705791 3683.3 6.64219 5.1522 0.0374185575 4358.4 5.00275 5.17511 0.0434702025
193 3754 179.47651 5.10664 0.0145922 4078.6 3.85055 5.05649 0.016985835 3700 6.64148 5.15154 0.0375027975 4379.6 5.00223 5.17459 0.043400275
194 3771.4 179.47278 5.10612 0.01453884 4098.8 3.84801 5.05544 0.01691412 3716.8 6.64078 5.15089 0.0375851975 4399.8 5.00172 5.17406 0.043331705
195 3789.9 179.46906 5.10561 0.0144858525 4118.2 3.84549 5.05441 0.016842785 3733.6 6.64009 5.15024 0.0376648475 4421 5.00121 5.17353 0.043264045
196 3807.8 179.46535 5.10513 0.0144332075 4138.2 3.84298 5.0534 0.0167718475 3750.4 6.63939 5.14958 0.0377407775 4441.2 5.00069 5.173 0.043196895
197 3825.2 179.46166 5.10468 0.014380875 4157.6 3.84048 5.05242 0.0167013375 3767.5 6.63869 5.14893 0.037811990000000004 4462 5.00018 5.17248 0.043129905
198 3842.4 179.45797 5.10424 0.01432882 4176.8 3.83799 5.05145 0.0166312775 3784.7 6.638 5.14827 0.03787745 4482.6 4.99967 5.17196 0.043062804999999996
199 3860 179.45429 5.10382 0.0142770175 4196.6 3.83551 5.05049 0.0165617 3801.5 6.63731 5.14762 0.03793614 4503.4 4.99916 5.17144 0.0429954475
200 3877 179.45061 5.10341 0.014225435 4215.6 3.83305 5.04955 0.016492635 3818.4 6.6366 5.14697 0.0379870625 4523.8 4.99866 5.17092 0.0429278675
201 3894.5 179.44695 5.10301 0.014174042500000001 4235.4 3.83059 5.04862 0.0164241175 3835.5 6.6359 5.14632 0.03802933 4544.8 4.99814 5.1704 0.042860365000000004
202 3911.6 179.44329 5.10263 0.0141228125 4254.8 3.82815 5.04771 0.016356175 3853.5 6.6352 5.14567 0.038062162499999996 4565.2 4.99764 5.16988 0.04279354
203 3929.3 179.43965 5.10226 0.0140717175 4274.6 3.82573 5.04682 0.016288845 3872 6.6345 5.14501 0.038084942499999996 4586 4.99714 5.16937 0.042728285
204 3946.9 179.436 5.10191 0.01402073 4294.4 3.82331 5.04593 0.0162221575 3889.9 6.63381 5.14436 0.03809723 4606.4 4.99663 5.16885 0.0426657425
205 3964.8 179.43238 5.10158 0.0139698375 4313.8 3.8209 5.04508 0.01615614 3907.5 6.63311 5.1437 0.0380987775 4627 4.99613 5.16834 0.042607205
206 3981.8 179.42876 5.10126 0.0139190175 4333.4 3.8185 5.04422 0.016090820000000002 3924.6 6.6324 5.14304 0.0380895725 4647.6 4.99562 5.16783 0.042553969999999997
207 3999.6 179.42515 5.10094 0.013868265 4352.6 3.81612 5.04339 0.016026217500000002 3941.8 6.6317 5.14238 0.0380698275 4668.2 4.99512 5.16731 0.0425071875
208 4016.8 179.42154 5.10064 0.0138175925 4372.2 3.81374 5.04258 0.0159623525 3958.7 6.63099 5.14172 0.03804001 4688.8 4.99461 5.1668 0.0424677375
209 4034.4 179.41796 5.10037 0.013767010000000001 4392 3.81137 5.04178 0.015899240000000002 3976.2 6.63029 5.14106 0.038000792500000005 4709 4.99412 5.1663 0.042436140000000004
210 4051.6 179.41437 5.10009 0.0137165675 4412 3.80902 5.04101 0.0158368875 3993.1 6.62958 5.14039 0.037953 4730.2 4.99362 5.16579 0.042412492499999996
211 4069.2 179.41079 5.09983 0.013666337499999999 4431.4 3.80668 5.04025 0.0157753 4010.1 6.62888 5.13973 0.0378975225 4750.4 4.99312 5.16529 0.04239649
212 4086.4 179.40723 5.09958 0.013616425 4451.2 3.80435 5.03952 0.0157144775 4027.4 6.62816 5.13905 0.037835234999999995 4771.4 4.99263 5.16479 0.0423874475
213 4104 179.40367 5.09935 0.0135669725 4470 3.80202 5.03881 0.01565441 4044.3 6.62746 5.13838 0.0377669725 4791.6 4.99212 5.16428 0.04238437
214 4121.9 179.40013 5.09914 0.0135181475 4489.8 3.79971 5.03811 0.0155950925 4061.5 6.62674 5.1377 0.0376935375 4812.6 4.99163 5.16378 0.04238607
215 4140.1 179.39658 5.09893 0.01347014 4509 3.79741 5.03745 0.0155365 4078.7 6.62603 5.13703 0.0376157025 4833 4.99113 5.16329 0.0423912525
216 4158.5 179.39305 5.09874 0.0134231425 4528.6 3.79512 5.03681 0.0154786175 4095.7 6.62532 5.13636 0.0375342225 4854 4.99063 5.16278 0.0423986175
217 4177.1 179.38954 5.09855 0.01337731 4547.8 3.79284 5.03619 0.0154214225 4112.9 6.6246 5.13568 0.0374498175 4874.4 4.99014 5.16228 0.0424069175
218 4195.4 179.38603 5.0984 0.0133324775 4566.8 3.79057 5.03559 0.0153648875 4129.7 6.62389 5.135 0.037363190000000004 4895.2 4.98964 5.16179 0.042415022499999996
219 4213.4 179.38253 5.09827 0.01328789 4586.4 3.7883 5.03502 0.0153089825 4146.9 6.62318 5.13432 0.03727498 4915.6 4.98915 5.16129 0.04242192
220 4230.6 179.37903 5.09817 0.0132446175 4605.6 3.78605 5.03446 0.015253679999999999 4164 6.62247 5.13366 0.0371857175 4936.4 4.98865 5.16079 0.0424267475
221 4248.4 179.37555 5.09812 0.0132017225 4625.2 3.78381 5.03392 0.01519895 4180.6 6.62175 5.13297 0.037095785 4957 4.98815 5.16029 0.0424287525
222 4265.4 179.37208 5.09806 0.0131590875 4644.2 3.78157 5.0334 0.01514476 4197.6 6.62103 5.1323 0.037005425 4977.6 4.98765 5.1598 0.0424272525
223 4283.2 179.36861 5.09801 0.01311709 4663.6 3.77934 5.0329 0.015091084999999999 4215.3 6.62032 5.13163 0.036914827500000004 4998.2 4.98715 5.15929 0.042421552499999994
224 4302 179.36515 5.09796 0.01307561 4682.6 3.77713 5.0324 0.0150378925 4232.1 6.6196 5.13094 0.036824224999999995 5019.2 4.98665 5.1588 0.042410905
225 4319.8 179.36169 5.09793 0.0130343875 4701.4 3.77492 5.03193 0.0149851625 4249 6.61889 5.13028 0.036733955 5040 4.98615 5.15831 0.04239452
226 4337 179.35825 5.09791 0.01299338 4721 3.77271 5.03148 0.014932875 4266.2 6.61816 5.1296 0.03664445 5060.6 4.98565 5.1578 0.0423716025
227 4354.8 179.35481 5.09791 0.0129525425 4740 3.77052 5.03104 0.014881007500000001 4283.1 6.61745 5.12893 0.03655617 5081.2 4.98515 5.1573 0.04234149
228 4373.7 179.35138 5.09791 0.0129118325 4759.4 3.76834 5.03061 0.014829549999999999 4300.4 6.61673 5.12825 0.0364695075 5102 4.98464 5.15681 0.0423037225
229 4392 179.34795 5.09794 0.0128712125 4778.8 3.76617 5.03019 0.01477849 4317.8 6.61601 5.12758 0.036384767500000005 5122.5 4.98414 5.1563 0.042258175
230 4410.1 179.34452 5.09797 0.012830635 4798 3.76399 5.02978 0.014727819999999999 4335.4 6.6153 5.1269 0.0363021775 5143.2 4.98363 5.1558 0.0422049575
231 4428.5 179.34111 5.09801 0.01279005 4817.4 3.76183 5.02938 0.0146775425 4352.5 6.61458 5.12623 0.036221995 5163.8 4.98313 5.1553 0.042144535
232 4446 179.3377 5.09804 0.0127494225 4836.8 3.75968 5.02898 0.0146276575 4369.2 6.61386 5.12556 0.0361445725 5184.6 4.98262 5.15479 0.042077417500000006
233 4463.8 179.3343 5.0981 0.0127086975 4855.6 3.75753 5.0286 0.01457817 4386 6.61315 5.12488 0.0360704075 5205.2 4.98211 5.15429 0.042004515
234 4480.8 179.33091 5.09815 0.0126678325 4875.2 3.7554 5.02822 0.0145290875 4403.1 6.61243 5.12421 0.036000095 5226 4.9816 5.15379 0.041926677499999995
235 4498.4 179.32752 5.09821 0.012626775 4894.2 3.75326 5.02785 0.01448043 4419.8 6.61171 5.12354 0.035934272499999996 5246.6 4.98108 5.15329 0.0418462125
236 4515.8 179.32414 5.09827 0.012585485 4913.8 3.75114 5.02749 0.0144322075 4436.8 6.611 5.12287 0.035873512499999996 5267.2 4.98057 5.15278 0.0417676325
237 4533.2 179.32076 5.09834 0.012543915000000001 4932.8 3.74902 5.02713 0.01438444 4453.6 6.61027 5.12219 0.035818275 5288.2 4.98006 5.15228 0.041705492499999997
238 4550.9 179.3174 5.09842 0.012502015 4951.8 3.74691 5.0268 0.014337147500000001 4470.5 6.60955 5.12152 0.0357688625 5308.6 4.97955 5.15177 0.0417001075
239 4568.9 179.31403 5.09851 0.0124597425 4971.4 3.7448 5.02647 0.014290352499999999 4487.7 6.60885 5.12085 0.0357254375 5329.5 4.97902 5.15126 0.0418724625
240 4586.8 179.31068 5.0986 0.012417055 4990.2 3.74271 5.02615 0.014244080000000001 4505.1 6.60813 5.12018 0.0356879975 5349.8 4.97851 5.15075 0.042565757499999995
241 4604.4 179.30733 5.09869 0.01237391 5009.8 3.74062 5.02584 0.0141983525 4522.2 6.6074 5.11952 0.0356563925 5371 4.97799 5.15024 0.044672617500000004
242 4622.2 179.30399 5.0988 0.01233027 5029 3.73853 5.02553 0.014153197499999999 4539.9 6.60669 5.11886 0.0356303975 5393.1 4.97748 5.14973 0.04183726
243 4639.2 179.30066 5.09891 0.0122860975 5048.2 3.73645 5.02524 0.0141086375 4557.3 6.60598 5.1182 0.035609857499999995 5414.4 4.97696 5.14923 0.041079479999999995
244 4657.2 179.29733 5.09903 0.012241367500000001 5067.4 3.73438 5.02495 0.0140647 4574.3 6.60526 5.11753 0.0355947825 5435.6 4.97644 5.14872 0.041039547499999995
245 4674.4 179.29402 5.09917 0.01219605 5086.4 3.73231 5.02468 0.014021407500000001 4591.9 6.60454 5.11686 0.0355853375 5457.1 4.97593 5.14822 0.0409771925
246 4691.4 179.2907 5.09931 0.0121501375 5105.8 3.73025 5.0244 0.0139787825 4608.6 6.60382 5.11619 0.0355817275 5478.4 4.97541 5.14773 0.040948915
247 4709.2 179.2874 5.09944 0.012103619999999999 5124.6 3.72819 5.02413 0.013936852500000001 4625.5 6.6031 5.11553 0.035584069999999995 5499.9 4.97491 5.14723 0.0409371775
248 4726.2 179.28411 5.0996 0.0120564975 5143.8 3.72613 5.02388 0.013895637499999999 4642.9 6.60238 5.11486 0.035592245 5521.3 4.9744 5.14675 0.040939635
249 4743.6 179.28082 5.09976 0.012008795 5162.8 3.72409 5.02363 0.0138551525 4659.8 6.60167 5.11419 0.03560583 5543.1 4.9739 5.14626 0.040955687500000004
250 4760.8 179.27755 5.09993 0.01196054 5181.6 3.72206 5.02339 0.0138154175 4676.9 6.60095 5.11352 0.035624135 5564.4 4.97341 5.14577 0.040984582500000005
251 4777.6 179.27428 5.10012 0.011911782499999999 5201.1 3.72002 5.02317 0.01377644 4693.8 6.60023 5.11285 0.0356463325 5586.1 4.9729 5.14529 0.041025860000000004
252 4795.4 179.27104 5.10032 0.011862584999999998 5219.8 3.71799 5.02294 0.013738235 4710.7 6.59951 5.11218 0.0356716675 5607.6 4.97241 5.14481 0.04107923
253 4812.4 179.26779 5.10053 0.011813035 5239.2 3.71596 5.02273 0.0137008025 4728 6.5988 5.11151 0.035699597500000006 5629 4.97191 5.14433 0.0411443825
254 4830 179.26455 5.10075 0.011763235 5258.2 3.71394 5.02252 0.013664144999999999 4745.2 6.59808 5.11083 0.035729835 5650.3 4.97142 5.14386 0.04122083
255 4847.2 179.26133 5.10098 0.0117133025 5276.8 3.71193 5.02233 0.013628257500000001 4762.2 6.59736 5.11016 0.0357622 5671.8 4.97093 5.14338 0.041307830000000004
256 4865 179.25812 5.10123 0.0116633875 5296.4 3.70991 5.02214 0.01359313 4779.9 6.59664 5.10948 0.0357964275 5693 4.97044 5.14291 0.0414043975
257 4882.2 179.25492 5.10147 0.011613654999999999 5315.2 3.70791 5.02196 0.01355874 4796.8 6.59591 5.1088 0.035832035 5714.5 4.96995 5.14244 0.0415093575
258 4899.8 179.25174 5.10173 0.011564282499999998 5334.4 3.70591 5.02178 0.0135250775 4813.8 6.59519 5.10812 0.0358683625 5735.9 4.96948 5.14197 0.041621412499999996
259 4917 179.24856 5.102 0.0115154725 5353.4 3.70391 5.02161 0.0134921 4831.3 6.59447 5.10745 0.03590471 5757.5 4.969 5.1415 0.041739135
260 4934.8 179.2454 5.10228 0.0114674375 5372.2 3.70191 5.02145 0.013459785 4848 6.59375 5.10677 0.035940532500000004 5778.9 4.96851 5.14104 0.04186094
261 4951.8 179.24225 5.10259 0.01142041 5391.6 3.69993 5.02131 0.0134280875 4865.2 6.59303 5.10608 0.0359756275 5800.2 4.96803 5.14057 0.04198505
262 4970.2 179.23912 5.10294 0.011374615000000001 5410.4 3.69794 5.02116 0.0133969675 4882.1 6.5923 5.10541 0.036010085 5820.4 4.96755 5.14011 0.042109522499999996
263 4988.4 179.236 5.10329 0.011330285 5429.8 3.69596 5.02103 0.013366375 4898.8 6.59158 5.10473 0.03604408 5841.2 4.96708 5.13964 0.04223234
264 5006.2 179.2329 5.10366 0.011287635 5448.8 3.69398 5.02091 0.0133362575 4916.1 6.59086 5.10404 0.036077464999999996 5861.6 4.9666 5.13918 0.04235155249999999
265 5023.4 179.22981 5.10405 0.0112468725 5468 3.692 5.02081 0.013306565000000001 4933.4 6.59013 5.10335 0.036109565 5882 4.96613 5.13872 0.042465455
266 5041 179.22674 5.10444 0.0112081625 5487 3.69003 5.02073 0.0132772375 4950.7 6.5894 5.10267 0.036139384999999996 5902.8 4.96565 5.13826 0.0425727325
267 5058 179.22367 5.10483 0.011171645 5505.8 3.68806 5.02065 0.01324822 4968.2 6.58867 5.10198 0.036166170000000004 5923.2 4.96518 5.1378 0.0426725425
268 5075.6 179.22062 5.10525 0.011137415000000001 5525.4 3.6861 5.02058 0.0132194575 4985.2 6.58795 5.10129 0.036189635000000005 5944.4 4.9647 5.13734 0.042764545
269 5093.1 179.21759 5.10571 0.0111055175 5544.2 3.68414 5.02051 0.013190895 5002.4 6.58722 5.1006 0.036209615 5964.8 4.96423 5.13688 0.04284885
270 5111.5 179.21458 5.10619 0.01107594 5563.4 3.68218 5.02045 0.0131624775 5019.4 6.58649 5.09992 0.0362256175 5985.9 4.96376 5.13643 0.04292593
271 5129.9 179.21158 5.10671 0.0110486275 5582.4 3.68023 5.0204 0.013134155 5036.2 6.58575 5.09923 0.036236935000000005 6006.2 4.96329 5.13597 0.0429965025
272 5148.1 179.2086 5.10726 0.0110237475 5601.2 3.67827 5.02035 0.013105885000000001 5053.3 6.58503 5.09854 0.0362430275 6028.8 4.96282 5.1355 0.043061435
273 5166.4 179.20562 5.10785 0.0109980925 5620.8 3.67632 5.02031 0.013077624999999999 5070.4 6.58429 5.09783 0.036243735 6052 4.96235 5.13504 0.0431216575
274 5184.4 179.20266 5.10842 0.01097134 5639.6 3.67437 5.02028 0.013049334999999999 5087.1 6.58356 5.09714 0.036239257500000004 6074.9 4.96187 5.13458 0.0431781025
275 5202.2 179.1997 5.10903 0.0109448375 5658.8 3.67242 5.02025 0.013020987500000001 5104.6 6.58282 5.09644 0.036230004999999996 6097.4 4.9614 5.13412 0.0432316275
276 5219.4 179.19674 5.10964 0.0109184975 5677.8 3.67048 5.02024 0.0129925575 5122 6.58208 5.09574 0.036216439999999996 6121 4.96093 5.13367 0.043282962499999994
277 5236.8 179.1938 5.11025 0.0108915575 5696.6 3.66854 5.02022 0.012964027500000001 5139.1 6.58134 5.09503 0.036199055 6144.5 4.96046 5.1332 0.0433326675
278 5254.2 179.19087 5.11087 0.0108639675 5716.2 3.6666 5.02021 0.0129353875 5156.9 6.5806 5.09433 0.036178485 6169.8 4.95999 5.13275 0.043381100000000006
279 5271.2 179.18794 5.11152 0.0108359625 5735 3.66466 5.0202 0.012906632500000001 5173.6 6.57986 5.09361 0.036155482499999995 6194 4.95952 5.13229 0.043428445
280 5288.6 179.18501 5.11216 0.010808135 5754.5 3.66273 5.0202 0.0128777675 5190.5 6.57912 5.09291 0.0361306525 6218.5 4.95905 5.13183 0.043474809999999996
281 5305.8 179.1821 5.11282 0.0107803275 5773.6 3.6608 5.02021 0.0128488 5208 6.57838 5.09219 0.0361043825 6242.3 4.95858 5.13137 0.043520295
282 5323.6 179.17919 5.11349 0.010751289999999998 5792.8 3.65887 5.02023 0.012819750000000001 5225.1 6.57763 5.09148 0.036076785 6265.2 4.95811 5.13091 0.0435650775
283 5340.8 179.1763 5.11418 0.0107217475 5811.8 3.65694 5.02024 0.012790635 5242.7 6.57689 5.09076 0.03604749 6288.7 4.95764 5.13045 0.043609432499999996
284 5358.4 179.1734 5.11488 0.0106922425 5830.6 3.65501 5.02027 0.0127614875 5259.7 6.57615 5.09004 0.0360158 6311.8 4.95717 5.13 0.043653739999999996
285 5375.4 179.17052 5.11558 0.010662765000000001 5850.2 3.65309 5.02031 0.01273234 5276.3 6.5754 5.08934 0.03598128 6334.8 4.9567 5.12953 0.043698445
286 5393.1 179.16765 5.11631 0.010633279999999998 5869 3.65117 5.02034 0.01270322 5293.7 6.57465 5.08861 0.035944115 6357.1 4.95623 5.12908 0.0437440375
287 5410 179.16479 5.11705 0.010603360000000001 5888.2 3.64925 5.02039 0.012674177500000001 5310.8 6.57389 5.0879 0.035904742499999996 6378.3 4.95576 5.12861 0.04379097
288 5427.6 179.16193 5.1178 0.010572705 5907.2 3.64734 5.02044 0.01264525 5327.5 6.57315 5.08718 0.035863275 6399.9 4.95529 5.12816 0.043839615000000005
289 5445.6 179.15908 5.11857 0.01054134 5925.8 3.64543 5.0205 0.01261648 5344.8 6.5724 5.08646 0.035819227499999995 6421.7 4.95483 5.1277 0.043890175
290 5463.8 179.15625 5.11935 0.010509672500000001 5945.4 3.64352 5.02056 0.012587915 5362 6.57165 5.08575 0.035771785 6442.8 4.95435 5.12723 0.0439426325
291 5481 179.15342 5.12014 0.010476889999999999 5964.2 3.64161 5.02063 0.012559595 5379.5 6.57089 5.08502 0.035720482500000005 6464.6 4.95388 5.12677 0.043996715
292 5498 179.1506 5.12097 0.01044251 5983.4 3.6397 5.0207 0.0125315675 5397.2 6.57014 5.0843 0.035665485 6486.2 4.95342 5.12631 0.0440519425
