iteration LSE_center_100000_gamma_time LSE_center_100000_gamma_objective LSE_center_100000_gamma_hpwl LSE_center_100000_gamma_euclidean_norm WA_center_100000_gamma_time WA_center_100000_gamma_objective WA_center_100000_gamma_hpwl WA_center_100000_gamma_euclidean_norm LSE_center_1000_gamma_time LSE_center_1000_gamma_objective LSE_center_1000_gamma_hpwl LSE_center_1000_gamma_euclidean_norm WA_center_1000_gamma_time WA_center_1000_gamma_objective WA_center_1000_gamma_hpwl WA_center_1000_gamma_euclidean_norm
293 5515.8 179.14779 5.12181 0.010407085 6002.4 3.6378 5.02079 0.0125038725 5414.3 6.56939 5.08359 0.0356070525 6507.7 4.95294 5.12585 0.044107640000000004
294 5532.8 179.14498 5.12264 0.01037124 6021 3.63591 5.02086 0.01247653 5431.2 6.56863 5.08286 0.03554492 6528.4 4.95247 5.12539 0.044162999999999994
295 5550.2 179.14219 5.1235 0.0103350825 6040.6 3.63401 5.02095 0.012449567500000001 5448.4 6.56788 5.08214 0.03547833 6549.4 4.952 5.12493 0.0442171325
296 5567.4 179.13941 5.12437 0.010298584999999999 6059.4 3.63211 5.02104 0.012422975 5465.2 6.56712 5.08142 0.03540659 6570.3 4.95152 5.12447 0.0442690825
297 5584.4 179.13663 5.12526 0.010261715000000001 6078.6 3.63022 5.02114 0.012396737500000001 5482.2 6.56636 5.0807 0.03532959 6591.6 4.95105 5.124 0.0443179025
298 5602.6 179.13386 5.12616 0.010224444999999999 6097.6 3.62833 5.02126 0.0123708025 5499 6.5656 5.07998 0.03524819 6612.7 4.95058 5.12354 0.044362675000000004
299 5621 179.13111 5.12707 0.010186730000000001 6116.4 3.62644 5.02139 0.012345115 5515.7 6.56484 5.07925 0.035164115 6633.9 4.9501 5.12309 0.0444025775
300 5639.2 179.12837 5.12801 0.0101485325 6136.2 3.62455 5.02153 0.0123196025 5533.1 6.56408 5.07852 0.0350795375 6654.9 4.94963 5.12262 0.0444369325
301 5657.7 179.12563 5.12896 0.01010981 6155 3.62268 5.02168 0.012294214999999999 5550.2 6.56331 5.07779 0.0349968675 6676 4.94915 5.12216 0.044465225
302 5675.7 179.12291 5.12992 0.010070517499999999 6174.6 3.6208 5.02183 0.0122689525 5567.2 6.56255 5.07706 0.034918797499999994 6697 4.94868 5.12169 0.0444871275
303 5694 179.1202 5.13091 0.010030612500000001 6193.8 3.61893 5.02199 0.012240780000000001 5584.9 6.56178 5.07633 0.0348480925 6718.1 4.9482 5.12122 0.044502465
304 5711.7 179.1175 5.13192 0.00999006 6212.8 3.61706 5.02218 0.012212474999999999 5602.3 6.56102 5.0756 0.0347866025 6739 4.94772 5.12076 0.0445111875
305 5729.4 179.11481 5.13294 0.009948819999999999 6232.4 3.61519 5.02235 0.012184995 5619.3 6.56025 5.07486 0.0347338425 6760.2 4.94724 5.12029 0.044513330000000004
306 5746.2 179.11214 5.13398 0.009906867500000001 6251.2 3.61332 5.02253 0.0121588875 5636.6 6.55948 5.07413 0.0346867975 6781.1 4.94676 5.11983 0.04450898750000001
307 5763.8 179.10947 5.13502 0.0098641775 6270.8 3.61146 5.02271 0.012134702499999999 5653.4 6.55873 5.0734 0.034641847499999996 6802.2 4.94628 5.11936 0.044498287500000004
308 5781 179.10681 5.13607 0.009820740000000001 6289.8 3.60961 5.0229 0.012112657499999999 5670.1 6.55796 5.07268 0.0345970075 6823.1 4.9458 5.11889 0.0444813525
309 5799.7 179.10417 5.13713 0.009776555 6309.2 3.60775 5.0231 0.012092542500000001 5687.6 6.55719 5.07194 0.0345524975 6844.3 4.94531 5.11841 0.04445826
310 5818 179.10155 5.13818 0.00973163 6328.6 3.6059 5.02329 0.01207451 5704.4 6.55643 5.0712 0.03450976 6865.1 4.94484 5.11794 0.044429035
311 5835.9 179.09893 5.13925 0.0096859875 6347.6 3.60406 5.0235 0.012058515 5721.4 6.55566 5.07047 0.034470055 6886.4 4.94436 5.11747 0.044393635
312 5853.8 179.09633 5.14031 0.009639667499999999 6367.4 3.60221 5.02374 0.01204427 5738.2 6.55489 5.06974 0.03443362 6907.7 4.94387 5.117 0.044351977499999994
313 5871.8 179.09375 5.14138 0.0095927125 6387 3.60036 5.02397 0.012026960000000001 5755.1 6.55413 5.069 0.034400147500000006 6929.3 4.94338 5.11653 0.044304015
314 5890.3 179.09117 5.14244 0.00954518 6406.2 3.59852 5.0242 0.01200968 5772.7 6.55336 5.06826 0.0343697275 6950.7 4.9429 5.11605 0.044249852500000006
315 5908.9 179.08861 5.14351 0.00949714 6425.6 3.59668 5.02444 0.011992425000000001 5790.5 6.5526 5.06752 0.034343162499999996 6971.8 4.94241 5.11557 0.04418987
316 5926.8 179.08607 5.14459 0.009448672500000001 6444.8 3.59483 5.02468 0.011975185 5808.2 6.55183 5.06679 0.0343214275 6993.1 4.94192 5.11509 0.0441248825
317 5944.2 179.08353 5.14568 0.0093998625 6463.8 3.59299 5.02492 0.0119579625 5825.9 6.55107 5.06605 0.034304654999999996 7014.1 4.94143 5.11462 0.04405615
318 5961.8 179.08103 5.14677 0.009350795 6483.4 3.59114 5.02515 0.011940765 5843 6.5503 5.06532 0.034291892500000004 7035.3 4.94093 5.11414 0.0439851925
319 5979.6 179.07853 5.14789 0.00930157 6502.4 3.5893 5.02539 0.011923605 5860 6.54954 5.06459 0.0342821425 7056.2 4.94044 5.11366 0.0439134325
320 5998.2 179.07605 5.14902 0.009252274999999999 6521.6 3.58745 5.02564 0.011906495 5877.7 6.54877 5.06385 0.034275295 7077.5 4.93995 5.11319 0.04384188000000001
321 6016.6 179.07358 5.15018 0.009203 6540.6 3.58562 5.02588 0.011889455 5894.6 6.54801 5.06311 0.034271565000000004 7098.5 4.93946 5.1127 0.04377107
322 6035.1 179.07114 5.15134 0.0091538325 6559.6 3.58377 5.02613 0.011872505 5911.7 6.54723 5.06238 0.034270472499999996 7119.7 4.93897 5.11222 0.043701300000000005
323 6053.4 179.06872 5.15253 0.009104844999999999 6579.2 3.58193 5.02637 0.011855665 5928.6 6.54647 5.06164 0.034271 7140.6 4.93847 5.11174 0.04363292
324 6070.8 179.06632 5.15374 0.009056105 6598.2 3.58009 5.02662 0.011838955 5945.5 6.54571 5.0609 0.03427232 7161.8 4.93798 5.11126 0.043566467500000004
325 6088.4 179.06392 5.15496 0.009007669999999999 6617.8 3.57824 5.02687 0.0118224 5963 6.54494 5.06017 0.034273992499999996 7182.8 4.93749 5.11078 0.043502597500000004
326 6106.2 179.06156 5.15621 0.0089595725 6637 3.57639 5.02712 0.01180601 5979.9 6.54418 5.05943 0.03427593 7204.1 4.93699 5.11029 0.0434418475
327 6123.2 179.0592 5.15748 0.008911839999999999 6657 3.57454 5.02737 0.011789797500000001 5997.2 6.54341 5.05869 0.03427822 7225 4.9365 5.10981 0.043384439999999996
328 6141 179.05688 5.1588 0.0088644725 6676.4 3.5727 5.02761 0.011773777499999999 6014.9 6.54265 5.05794 0.03428082 7246.3 4.93601 5.10932 0.043330257500000004
329 6158 179.05457 5.16013 0.008817465 6696 3.57085 5.02787 0.011757947500000001 6031.8 6.54188 5.05721 0.034283695 7267.2 4.9355 5.10884 0.043278985
330 6175.6 179.05228 5.1615 0.0087707875 6715 3.56901 5.02811 0.0117423 6048.8 6.54111 5.05647 0.034287195 7288.5 4.93501 5.10836 0.0432301925
331 6192.5 179.05001 5.16291 0.00872439 6734.8 3.56716 5.02837 0.0117268275 6065.9 6.54035 5.05573 0.034292355000000004 7309.5 4.93452 5.10788 0.0431832675
332 6210 179.04777 5.16434 0.00867822 6753.8 3.56531 5.02862 0.0117115025 6082.7 6.53958 5.05499 0.0343005375 7330.8 4.93403 5.10739 0.043137245
333 6227.8 179.04554 5.16581 0.0086322025 6773.2 3.56346 5.02888 0.0116962975 6099.8 6.53882 5.05425 0.0343120325 7351.8 4.93353 5.10691 0.043090835
334 6246.3 179.04334 5.16731 0.0085862575 6792.4 3.56162 5.02913 0.011681175 6117.2 6.53804 5.05351 0.034325657499999995 7373.1 4.93304 5.10642 0.043042705
335 6264.5 179.04116 5.16883 0.0085402975 6811.4 3.55976 5.02939 0.011666079999999999 6134 6.53728 5.05277 0.034339997500000004 7394 4.93254 5.10595 0.0429919925
336 6283.1 179.039 5.17038 0.0084942425 6831 3.55792 5.02964 0.011650955 6151.1 6.53651 5.05202 0.0343542675 7415.3 4.93204 5.10546 0.0429387725
337 6301.7 179.03686 5.17194 0.008447995 6850 3.55607 5.0299 0.011635735000000001 6168.2 6.53575 5.05128 0.03436843 7436.4 4.93155 5.10498 0.042884210000000006
338 6320.3 179.03475 5.17352 0.0084014875 6869.6 3.55421 5.03017 0.011620335 6185.5 6.53498 5.05054 0.034383105 7457.7 4.93106 5.1045 0.0428302575
339 6338.5 179.03266 5.17514 0.008354644999999999 6888.6 3.55235 5.03042 0.011604670000000001 6202.9 6.53422 5.04979 0.03439924 7478.8 4.93056 5.10401 0.04277894
340 6356.7 179.03059 5.17681 0.0083074125 6908 3.55051 5.03069 0.011588652500000001 6219.9 6.53345 5.04904 0.034417659999999996 7500.1 4.93006 5.10353 0.042731665
341 6374.4 179.02854 5.17851 0.00825976 6927 3.54865 5.03096 0.011572175 6237.2 6.53268 5.04829 0.0344385875 7521.2 4.92957 5.10305 0.042688884999999996
342 6392.9 179.02652 5.18022 0.008211669999999999 6945.8 3.54679 5.03123 0.01155514 6254.4 6.53191 5.04755 0.034461552500000006 7542.6 4.92908 5.10257 0.04265034
343 6410.9 179.02452 5.18195 0.008163140000000001 6965.2 3.54494 5.03149 0.0115374425 6271.1 6.53114 5.0468 0.034485512499999996 7563.9 4.92858 5.10208 0.0426156125
344 6428.6 179.02255 5.18371 0.0081141975 6984 3.54309 5.03176 0.011518980000000002 6288.3 6.53037 5.04606 0.0345094775 7585.2 4.92809 5.1016 0.042584665
345 6446.8 179.02059 5.18547 0.0080648775 7003.2 3.54124 5.03202 0.0114996575 6305.5 6.5296 5.04531 0.034533355 7606.2 4.9276 5.10113 0.042558057499999996
346 6465.2 179.01866 5.18723 0.008015235 7022.2 3.53938 5.03229 0.01147938 6322.2 6.52883 5.04456 0.0345586475 7627 4.92711 5.10065 0.0425368775
347 6483.4 179.01676 5.189 0.0079653275 7041 3.53752 5.03257 0.0114580725 6339.6 6.52806 5.04381 0.0345868025 7647 4.92661 5.10017 0.042522515
348 6501.6 179.01487 5.19078 0.007915215 7060.4 3.53567 5.03284 0.011435665 6356.6 6.52729 5.04306 0.034617804999999995 7667.6 4.92613 5.09968 0.042516485
349 6519.6 179.01302 5.19261 0.0078649525 7079.4 3.53382 5.03312 0.011412100000000001 6373.3 6.52652 5.04231 0.03464911 7687.8 4.92564 5.09921 0.04252014
350 6537.7 179.01119 5.19444 0.0078145825 7099 3.53197 5.03339 0.0113873475 6390.1 6.52575 5.04156 0.034678179999999996 7708.4 4.92514 5.09873 0.0425342025
351 6555.5 179.00937 5.19633 0.00776413 7118 3.53011 5.03367 0.011361375 6407.1 6.52498 5.04081 0.0347046025 7728.4 4.92465 5.09825 0.0425583325
352 6573.5 179.00759 5.19825 0.00771359 7137.2 3.52827 5.03394 0.011334175 6423.8 6.5242 5.04005 0.0347327175 7749 4.92417 5.09777 0.0425910375
353 6591.7 179.00582 5.2002 0.00766293 7156.4 3.52642 5.03422 0.011305742499999999 6440.6 6.52344 5.0393 0.0347657625 7769 4.92367 5.0973 0.0426300225
354 6609.6 179.00409 5.20218 0.007612087500000001 7175.4 3.52458 5.03451 0.011276092500000001 6457.2 6.52266 5.03855 0.03480656 7789.6 4.92318 5.09682 0.0426727975
355 6627.9 179.00237 5.20421 0.007560967500000001 7195 3.52274 5.0348 0.01124524 6474.3 6.52189 5.03779 0.034853625 7809.8 4.92269 5.09634 0.0427171975
356 6645.7 179.00069 5.20626 0.0075094275000000005 7213.8 3.52089 5.03508 0.0112132125 6491.8 6.52111 5.03704 0.0349145325 7830.9 4.9222 5.09587 0.042761665
357 6664.2 178.99902 5.20836 0.0074573175 7233.2 3.51906 5.03537 0.01118004 6508.7 6.52033 5.03629 0.0350102125 7851.4 4.92171 5.09539 0.042805235000000004
358 6682 178.99739 5.21049 0.007404455 7252.4 3.51722 5.03565 0.011145765 6526.2 6.51955 5.03553 0.03518541 7872.2 4.92123 5.09492 0.04284742
359 6700.2 178.99576 5.21264 0.0073505075 7271.2 3.51539 5.03595 0.0111104525 6542.9 6.51877 5.03476 0.035523145 7892.4 4.92073 5.09444 0.04288828
360 6718.3 178.99417 5.21484 0.0072952275 7290.8 3.51356 5.03625 0.011074177499999999 6559.4 6.51799 5.03402 0.03612585 7912.8 4.92025 5.09396 0.042928604999999995
361 6736.7 178.9926 5.21706 0.0072383875 7309.6 3.51174 5.03656 0.0110370625 6576.5 6.5172 5.03325 0.0372210725 7932.6 4.91975 5.09348 0.042969785
362 6754.5 178.99106 5.21929 0.0071800300000000004 7329 3.50993 5.03687 0.01099926 6593.3 6.51643 5.0325 0.0387439625 7953.2 4.91927 5.093 0.0430130125
363 6772.7 178.98954 5.22153 0.007120059999999999 7348 3.50812 5.03719 0.01096099 6611.9 6.51564 5.03174 0.0370117525 7973.2 4.91877 5.09252 0.0430582325
364 6790.8 178.98804 5.22376 0.00705841 7366.8 3.50632 5.03752 0.0109225275 6629.4 6.51486 5.03096 0.0348632375 7994.2 4.91828 5.09204 0.0431037125
365 6809.2 178.98657 5.22599 0.0069950625 7386.2 3.50452 5.03784 0.0108842125 6646.8 6.51408 5.0302 0.0348791375 8014.2 4.91779 5.09156 0.043146554999999996
366 6827.5 178.98513 5.22822 0.0069301025 7405 3.50274 5.03817 0.0108464725 6664.4 6.51331 5.02946 0.0348559775 8034.8 4.9173 5.09108 0.0431836525
367 6846 178.98371 5.23046 0.0068636949999999995 7424.6 3.50096 5.03849 0.0108097825 6681.9 6.51255 5.02871 0.0348390625 8054.6 4.9168 5.0906 0.0432125125
368 6864.4 178.98233 5.23269 0.0067961225 7443.6 3.49918 5.03882 0.01077468 6699.3 6.51179 5.02797 0.0348535975 8075.2 4.91631 5.09011 0.04323198
369 6882.8 178.98096 5.23492 0.0067278 7462.8 3.49742 5.03913 0.0107417375 6717.1 6.51103 5.02722 0.034872875 8095.2 4.91581 5.08964 0.043242945
370 6901 178.97963 5.23716 0.0066592775 7481.8 3.49566 5.03945 0.01071153 6734.4 6.51027 5.02649 0.034897832499999996 8115.8 4.91532 5.08915 0.0432486875
371 6919.4 178.97833 5.23939 0.0065912625 7500.6 3.49392 5.03977 0.0106846075 6751.8 6.50952 5.02576 0.03492539 8136.2 4.91484 5.08866 0.04325428
372 6937.6 178.97706 5.24163 0.00652462 7520.2 3.49218 5.04009 0.010661465 6769.3 6.50879 5.02505 0.034953254999999996 8157.4 4.91434 5.08817 0.043264945
373 6955.9 178.97582 5.24387 0.0064603875 7539 3.49045 5.04042 0.010642502500000001 6786.7 6.50805 5.02433 0.034983365 8177.8 4.91384 5.08769 0.0432843375
374 6974.2 178.97461 5.24611 0.006399345 7558.4 3.48874 5.04076 0.010628002499999999 6804.5 6.50731 5.0236 0.035019805 8198 4.91334 5.0872 0.04331387749999999
375 6992.8 178.97344 5.24835 0.0063431525 7577.4 3.48702 5.04112 0.0106180975 6822.1 6.50659 5.02289 0.03506566 8218.4 4.91285 5.08672 0.043353095
376 7011.4 178.9723 5.25061 0.00629344 7596 3.48532 5.04149 0.010612772500000001 6839.5 6.50587 5.02218 0.035120845000000005 8238.6 4.91236 5.08623 0.0433999325
377 7029.6 178.9712 5.25288 0.0062517449999999995 7615.6 3.48363 5.04188 0.01061178 6857.2 6.50514 5.02148 0.035182315000000006 8259 4.91186 5.08575 0.04345065
378 7047.7 178.97013 5.25517 0.0062196 7634.4 3.48195 5.04228 0.0106115575 6874.6 6.50443 5.02079 0.0352469975 8279.2 4.91136 5.08526 0.0435003775
379 7066 178.96911 5.25747 0.0061984575 7654 3.48026 5.04267 0.01060379 6891.9 6.50372 5.02009 0.03531462 8299.6 4.91087 5.08477 0.043545074999999996
380 7084.5 178.96812 5.25978 0.00618925 7673 3.47858 5.04306 0.01059552 6909.6 6.50301 5.0194 0.035386925 8319.8 4.91036 5.08428 0.0435839025
381 7103 178.96717 5.26209 0.0061931625 7692 3.47689 5.04346 0.010585794999999999 6926.9 6.50231 5.01871 0.035464125000000006 8339.8 4.90987 5.08379 0.0436198925
382 7121.4 178.96625 5.26441 0.0062109775 7711.8 3.47521 5.04386 0.010575039999999999 6944.4 6.50161 5.01803 0.03554316 8360.6 4.90937 5.08331 0.043657915000000005
383 7139.6 178.96537 5.26674 0.0062428775 7730.6 3.47352 5.04424 0.0105638725 6961.9 6.50091 5.01736 0.0356199 8380.4 4.90887 5.08281 0.0437016425
384 7157.8 178.96454 5.26908 0.006282075 7750 3.47182 5.04463 0.01055304 6979.4 6.50022 5.01668 0.035692505 8401.1 4.90837 5.08232 0.043752322499999996
385 7175.6 178.96373 5.27141 0.006332795 7769 3.47013 5.04501 0.010542590000000001 6997.1 6.49953 5.01601 0.035761982500000004 8421.5 4.90788 5.08183 0.043809629999999995
386 7194.1 178.96297 5.27376 0.0063962325 7788 3.46845 5.04541 0.0105324675 7014.6 6.49885 5.01533 0.0358301675 8442.2 4.90737 5.08134 0.0438725025
387 7212.2 178.96222 5.27614 0.006461265 7807.4 3.46677 5.0458 0.010522617500000001 7032.1 6.49816 5.01466 0.0358982825 8462.4 4.90687 5.08084 0.04393847
388 7229.9 178.96148 5.27855 0.0065074125 7826.2 3.46509 5.04619 0.0105121 7049.9 6.49748 5.014 0.0359670925 8482.8 4.90637 5.08035 0.0440028325
389 7247.8 178.96069 5.28094 0.0065446225 7845.8 3.46341 5.04659 0.010499897499999999 7067.3 6.49681 5.01334 0.036037280000000005 8503 4.90587 5.07986 0.044059730000000005
390 7264.8 178.95988 5.28333 0.006582895 7864.8 3.46173 5.04699 0.010487255 7084.6 6.49613 5.01268 0.036109005000000007 8523.4 4.90536 5.07936 0.0441049925
391 7282.4 178.95907 5.28572 0.0066157525000000005 7884 3.46006 5.04739 0.01047399 7102.1 6.49546 5.01203 0.036181330000000005 8543.6 4.90486 5.07887 0.044138132499999996
392 7299.6 178.95826 5.28811 0.006646115 7903 3.45839 5.0478 0.010460599999999999 7119.4 6.49479 5.01137 0.036252744999999996 8564 4.90435 5.07838 0.0441614375
393 7317 178.95743 5.29053 0.0066728575000000005 7922 3.45672 5.04819 0.010447035 7137.1 6.49413 5.01072 0.0363225775 8584.2 4.90385 5.07787 0.0441772075
394 7334.2 178.95659 5.29295 0.0066954975000000005 7941.4 3.45506 5.0486 0.010433237500000001 7154.7 6.49347 5.01007 0.036391165 8604.6 4.90334 5.07738 0.044185895
395 7351.2 178.95575 5.29536 0.0067136725 7960.2 3.4534 5.04901 0.0104191625 7172.1 6.4928 5.00942 0.0364579175 8624.6 4.90283 5.07687 0.04418651
396 7368.9 178.95488 5.29777 0.0067286875 7979.6 3.45174 5.04942 0.010404762500000001 7189.8 6.49215 5.00878 0.03652001 8645.2 4.90233 5.07636 0.044177875
397 7385.6 178.95402 5.30019 0.00674105 7998.6 3.45009 5.04983 0.0103899975 7207.4 6.49148 5.00813 0.03657428 8665.4 4.90181 5.07587 0.0441591775
398 7402.8 178.95313 5.30261 0.006752805000000001 8017.6 3.44844 5.05025 0.01037421 7224.7 6.49083 5.00749 0.03661992 8685.8 4.9013 5.07536 0.044130209999999996
399 7419.6 178.95225 5.30502 0.006763555 8037.2 3.4468 5.05066 0.010357960000000001 7242.4 6.49019 5.00685 0.036658815 8705.8 4.90079 5.07485 0.044092062499999994
400 7437 178.95136 5.30743 0.0067715625 8056 3.44515 5.05107 0.01033998 7259.7 6.48953 5.00622 0.0366940525 8726 4.90027 5.07434 0.044047675
401 7455.7 178.95047 5.30984 0.006776885 8075.4 3.44351 5.05149 0.010321177499999999 7277.2 6.48888 5.00558 0.036728672500000004 8746.4 4.89976 5.07383 0.044000887499999995
402 7474.3 178.94957 5.31225 0.006779855 8094.4 3.44187 5.05192 0.010301887499999999 7294.7 6.48824 5.00494 0.036765160000000005 8766.4 4.89924 5.07332 0.043954547499999996
403 7493.3 178.94866 5.31467 0.0067806275 8113.6 3.44024 5.05234 0.0102821275 7312 6.48759 5.0043 0.0368055125 8787 4.89872 5.0728 0.0439095875
404 7512 178.94774 5.31707 0.0067801025 8133 3.43861 5.05276 0.0102618775 7329.5 6.48694 5.00368 0.036851575 8806.8 4.89821 5.07229 0.0438656625
405 7530.4 178.94682 5.31948 0.0067786425 8152.2 3.43699 5.05319 0.0102406575 7347.1 6.4863 5.00304 0.036904885 8827.4 4.89769 5.07178 0.0438216325
406 7549.2 178.94589 5.32189 0.006776505 8171.9 3.43537 5.05362 0.0102183775 7364.3 6.48567 5.00241 0.0369654925 8847.4 4.89717 5.07126 0.0437752525
407 7567.6 178.94497 5.32429 0.0067738675 8191 3.43375 5.05403 0.0101953875 7382 6.48502 5.00179 0.037031100000000004 8868 4.89665 5.07075 0.0437233475
408 7586.2 178.94404 5.32669 0.00677049 8210.4 3.43214 5.05447 0.010171334999999998 7399.5 6.48438 5.00116 0.0370980275 8889 4.89613 5.07023 0.043663310000000004
409 7604.3 178.94311 5.3291 0.006766462500000001 8229.6 3.43054 5.0549 0.010146165 7416.7 6.48375 5.00053 0.0371635125 8910.6 4.89561 5.06972 0.043595032500000006
410 7622.9 178.94218 5.33149 0.006761792500000001 8248.4 3.42892 5.05533 0.01012066 7434.6 6.48311 4.99991 0.0372272575 8931.8 4.89509 5.0692 0.043521239999999996
411 7641.1 178.94125 5.33389 0.006756669999999999 8268 3.42733 5.05577 0.010094777499999999 7452.3 6.48248 4.99928 0.037290585 8951.8 4.89457 5.06869 0.043445565000000005
412 7658.8 178.94031 5.33629 0.00675106 8286.8 3.42573 5.0562 0.010068905000000001 7471 6.48184 4.99866 0.0373542875 8972.4 4.89405 5.06817 0.043370265000000005
413 7676.6 178.93938 5.33868 0.0067449599999999995 8306.2 3.42413 5.05664 0.01004312 7488.7 6.48121 4.99803 0.0374176575 8992.6 4.89352 5.06765 0.0432961575
414 7694.1 178.93844 5.34108 0.0067386525 8325.2 3.42254 5.05708 0.0100175 7506.5 6.48058 4.99741 0.037479507499999995 9013.2 4.893 5.06712 0.043224665
415 7711.5 178.93751 5.34347 0.0067320525 8344 3.42096 5.05751 0.009992117500000001 7523.9 6.47994 4.99678 0.037539630000000004 9033.2 4.89248 5.0666 0.043158880000000004
416 7729.1 178.93657 5.34587 0.0067252325 8363.4 3.41938 5.05795 0.00996703 7541.7 6.47931 4.99617 0.0375991875 9053.8 4.89195 5.06608 0.0431017775
417 7746.7 178.93564 5.34826 0.0067180875 8382.2 3.4178 5.0584 0.00994229 7559.2 6.47868 4.99553 0.037659475 9074 4.89143 5.06555 0.0430538075
418 7764.2 178.9347 5.35066 0.006710592499999999 8401.6 3.41623 5.05885 0.009917935 7576.5 6.47805 4.99492 0.037720305 9094.6 4.89091 5.06503 0.043013514999999995
419 7781.9 178.93376 5.35303 0.006702395 8420.4 3.41467 5.0593 0.00989398 7594.2 6.47741 4.99429 0.0377798675 9114.6 4.89038 5.06451 0.04298041
420 7799.1 178.93282 5.35542 0.0066935875 8439.6 3.4131 5.05975 0.009870437499999999 7611.5 6.47678 4.99367 0.037836057500000006 9135.2 4.88986 5.06399 0.042955082500000005
421 7816.8 178.93189 5.3578 0.006684345 8458.8 3.41155 5.06022 0.00984729 7629 6.47615 4.99305 0.037887695 9155.2 4.88934 5.06347 0.04293589
422 7834.1 178.93094 5.36018 0.0066747975 8477.6 3.41 5.06068 0.0098245075 7646.5 6.47552 4.99242 0.037934739999999995 9176 4.88882 5.06295 0.0429179575
423 7851.6 178.93001 5.36255 0.0066650775 8497 3.40845 5.06115 0.009802044999999999 7663.9 6.47489 4.9918 0.0379776 9196.4 4.8883 5.06244 0.0428974975
424 7869.2 178.92906 5.36492 0.006655345 8515.8 3.4069 5.06162 0.0097798325 7681.6 6.47425 4.99118 0.038016425 9216.6 4.88778 5.06191 0.0428762475
425 7886.5 178.92812 5.36729 0.0066455725 8535.2 3.40536 5.06209 0.009757792500000001 7699.1 6.47362 4.99056 0.038051145 9236.8 4.88726 5.06139 0.042860104999999996
426 7904.5 178.92718 5.36964 0.006635815 8554.4 3.40382 5.06257 0.0097358375 7716.4 6.47299 4.98992 0.0380815475 9256.8 4.88674 5.06087 0.0428534375
427 7921.9 178.92623 5.372 0.0066261175000000005 8573.4 3.40229 5.06306 0.009713860000000001 7734.1 6.47235 4.9893 0.0381071925 9277.6 4.88621 5.06036 0.042856005
428 7939.7 178.92529 5.37436 0.006616505 8593 3.40077 5.06355 0.009691755 7751.8 6.47171 4.98867 0.03812767 9297.6 4.8857 5.05983 0.0428655775
429 7957.1 178.92435 5.37671 0.00660713 8612 3.39924 5.06404 0.0096694125 7769.3 6.47107 4.98804 0.0381430575 9318.2 4.88517 5.05932 0.04288089
430 7974.8 178.92341 5.37905 0.0065979225 8631.8 3.39772 5.06454 0.0096467225 7787.1 6.47044 4.98741 0.0381539475 9338.6 4.88466 5.05879 0.042900025
431 7992.1 178.92247 5.3814 0.006588977500000001 8650.8 3.3962 5.06504 0.00962358 7804.4 6.4698 4.98678 0.0381609925 9359.8 4.88414 5.05828 0.0429183125
432 8009.7 178.92152 5.38374 0.00658031 8670.2 3.39468 5.06553 0.00959989 7822.1 6.46916 4.98614 0.0381643825 9380.2 4.88362 5.05776 0.042930987500000004
433 8027.1 178.92058 5.38607 0.00657173 8689.4 3.39317 5.06603 0.009575559999999999 7839.8 6.46852 4.9855 0.03816358 9401.4 4.8831 5.05724 0.042937420000000004
434 8044.6 178.91964 5.3884 0.00656278 8708.4 3.39166 5.06651 0.0095505275 7857.2 6.46789 4.98486 0.038157735000000005 9422 4.88259 5.05672 0.0429408225
435 8062.1 178.9187 5.39072 0.006554035 8728.2 3.39016 5.06701 0.009524735 7875 6.46724 4.98423 0.0381466175 9443.2 4.88207 5.05619 0.042944575
436 8079.5 178.91776 5.39306 0.0065455075000000005 8747.2 3.38865 5.06749 0.009498145 7892.5 6.4666 4.98358 0.0381311275 9463.8 4.88154 5.05568 0.0429507725
437 8097.2 178.91682 5.39537 0.00653719 8766.6 3.38716 5.06797 0.009470745000000001 7909.8 6.46596 4.98294 0.038112772499999996 9484.6 4.88102 5.05515 0.0429615825
438 8114.5 178.91587 5.39769 0.0065290850000000004 8785.8 3.38567 5.06844 0.0094425325 7927.6 6.46532 4.9823 0.038092585 9505.4 4.8805 5.05463 0.04297878
439 8132 178.91494 5.40001 0.0065211125000000005 8804.8 3.38418 5.06892 0.0094135425 7945 6.46467 4.98165 0.038070545000000004 9526.4 4.87998 5.0541 0.043000369999999996
440 8149.5 178.91399 5.40231 0.0065132725 8824.4 3.38269 5.06939 0.009383815 7962.5 6.46403 4.98102 0.038045855 9546.6 4.87946 5.05358 0.0430194
441 8166.8 178.91306 5.40463 0.00650551 8843.4 3.38121 5.06987 0.0093534125 7980.1 6.46338 4.98038 0.038017657499999996 9567.2 4.87894 5.05305 0.0430276825
442 8184.6 178.91212 5.40694 0.0064977774999999995 8863.2 3.37974 5.07033 0.00932242 7997.6 6.46273 4.97973 0.037985575 9587.4 4.87842 5.05252 0.04302014
443 8202.1 178.91118 5.40925 0.0064900275 8882.4 3.37826 5.07078 0.0092909325 8015.6 6.46209 4.97909 0.0379498375 9607.8 4.8779 5.05199 0.042995557499999996
444 8219.7 178.91024 5.41155 0.0064821975 8901.6 3.3768 5.07125 0.0092590675 8033.4 6.46145 4.97845 0.037910845 9628 4.87736 5.05146 0.0429552925
445 8237.1 178.90931 5.41385 0.006474224999999999 8921.2 3.37535 5.07171 0.0092269425 8051.1 6.4608 4.9778 0.037868582500000005 9648.2 4.87684 5.05094 0.042903405
