iteration LSE_random_100000_gamma_time LSE_random_100000_gamma_objective LSE_random_100000_gamma_hpwl LSE_random_100000_gamma_euclidean_norm LSE_center_100000_gamma_time LSE_center_100000_gamma_objective LSE_center_100000_gamma_hpwl LSE_center_100000_gamma_euclidean_norm LSE_qp_100000_gamma_time LSE_qp_100000_gamma_objective LSE_qp_100000_gamma_hpwl LSE_qp_100000_gamma_euclidean_norm LSE_hpwl_100000_gamma_time LSE_hpwl_100000_gamma_objective LSE_hpwl_100000_gamma_hpwl LSE_hpwl_100000_gamma_euclidean_norm WA_random_100000_gamma_time WA_random_100000_gamma_objective WA_random_100000_gamma_hpwl WA_random_100000_gamma_euclidean_norm WA_center_100000_gamma_time WA_center_100000_gamma_objective WA_center_100000_gamma_hpwl WA_center_100000_gamma_euclidean_norm WA_qp_100000_gamma_time WA_qp_100000_gamma_objective WA_qp_100000_gamma_hpwl WA_qp_100000_gamma_euclidean_norm WA_hpwl_100000_gamma_time WA_hpwl_100000_gamma_objective WA_hpwl_100000_gamma_hpwl WA_hpwl_100000_gamma_euclidean_norm
153 3062.3 212.37284 109.22375 0.40286756500000004 3046.8 179.63484 5.1418099999999995 0.0172467425 2945.8 178.43337 8.305119999999999 0.004752942499999999 33036.7 179.02719000000002 4.65293 0.013316610000000001 3116.2 62.937709999999996 108.99749 0.72047569 3306.0 3.96158 5.10909 0.020233372500000003 3336.2 3.48726 8.14638 0.0131494675 35601.3 3.3332 4.457 0.014212065
154 3079.8 211.60888 107.89249000000001 0.398836275 3064.2 179.63063 5.14062 0.017165624999999997 2962.3 178.43303 8.30336 0.0047245875 33054.2 179.02454 4.6567799999999995 0.0132357975 3134.2 62.115719999999996 108.12572 0.716916245 3325.0 3.95856 5.10766 0.020139395 3357.3 3.48607 8.14366 0.01307854 35623.7 3.33171 4.45933 0.0141183575
155 3097.8 210.86302 106.58259 0.3948749875 3081.4 179.62643 5.1394400000000005 0.01708523 2978.3999999999996 178.43269 8.3016 0.0046964825 33071.2 179.02188999999998 4.660629999999999 0.0131557475 3152.6 61.28824 107.24190999999999 0.7131220525 3344.4 3.95556 5.10623 0.020046244999999997 3378.2 3.4848799999999995 8.14095 0.0130086275 35645.8 3.33021 4.461650000000001 0.0140255475
156 3116.2 210.13531 105.29339 0.39098858999999997 3098.6 179.62223999999998 5.13827 0.0170055775 2995.5 178.43234999999999 8.29984 0.0046686275000000005 33088.600000000006 179.01926 4.66447 0.0130764575 3170.6 60.45564 106.34619 0.7091121275000001 3363.6 3.95257 5.10479 0.019953910000000002 3397.9 3.48369 8.13826 0.0129393925 35668.3 3.32874 4.46396 0.013933642500000001
157 3134.3 209.42579 104.02621 0.38718152 3115.6 179.61808000000002 5.1371199999999995 0.016926682499999998 3012.6 178.43201 8.29809 0.004641014999999999 33105.8 179.01665 4.66831 0.012997920000000001 3188.4 59.61838 105.44024999999999 0.70490634 3382.4 3.9496 5.10337 0.0198623775 3417.8 3.48252 8.13556 0.012870535 35690.600000000006 3.32726 4.466279999999999 0.0138426425
158 3152.3 208.73445 102.78215 0.3834576475 3133.0 179.61392 5.13597 0.0168485575 3029.6000000000004 178.43168 8.29633 0.0046136400000000004 33122.9 179.01405 4.67214 0.0129201325 3206.8 58.777100000000004 104.52464 0.7005249425 3402.0 3.9466400000000004 5.10194 0.019771639999999997 3437.0 3.4813400000000003 8.13289 0.012801805 35713.2 3.3258 4.46857 0.0137525575
159 3170.3 208.06121000000002 101.562 0.37982023000000004 3149.8 179.60977 5.1348199999999995 0.01677121 3046.8 178.43133 8.29459 0.004586504999999999 33140.399999999994 179.01146 4.6759699999999995 0.01284309 3224.8 57.93251 103.60029 0.6959881275 3421.0 3.94368 5.1005199999999995 0.01968168 3456.4 3.48018 8.1302 0.0127330475 35735.4 3.32435 4.47087 0.013663387499999999
160 3188.1000000000004 207.40601 100.36568 0.3762718275 3167.2 179.60565 5.1337 0.01669466 3063.0 178.43099999999998 8.29285 0.0045595975 33157.3 179.00889 4.6798 0.012766782500000002 3243.2 57.08542 102.66752 0.6913156500000001 3440.2 3.94074 5.0991 0.019592487500000002 3475.8 3.47901 8.12754 0.012664185 35758.3 3.32291 4.4731499999999995 0.013575140000000001
161 3205.8999999999996 206.7687 99.19307 0.3728142475 3184.0 179.60153 5.13256 0.0166189075 3080.1 178.43067000000002 8.29112 0.0045329225 33174.7 179.00633 4.6836199999999995 0.012691199999999998 3261.2 56.23666 101.72784999999999 0.68652656 3459.2 3.93782 5.09769 0.0195040525 3495.2 3.47786 8.124880000000001 0.01259525 35781.0 3.3214699999999997 4.47543 0.0134878125
162 3223.6 206.14913 98.04364 0.36944851749999996 3201.2 179.59743 5.13145 0.0165439675 3097.2 178.43034 8.28939 0.0045064725 33191.9 179.00378999999998 4.68744 0.012616345 3279.2 55.38715 100.78203 0.68163897 3478.0 3.93491 5.09627 0.01941636 3514.8 3.4767 8.12222 0.012526365 35803.8 3.32005 4.4777000000000005 0.01340141
163 3241.5 205.54708 96.91794999999999 0.36617484249999993 3218.5 179.59334 5.13034 0.01646984 3113.9 178.43000999999998 8.28766 0.004480245 33208.9 179.00125 4.69125 0.012542197500000001 3297.6 54.5378 99.83116000000001 0.676669915 3497.4 3.93201 5.09486 0.0193294 3534.6 3.4755399999999996 8.11957 0.0124577375 35827.100000000006 3.3186299999999997 4.47996 0.013315927500000001
164 3259.0 204.9623 95.81644 0.36299260000000005 3236.7 179.58927 5.12926 0.016396532499999998 3131.1000000000004 178.42969 8.28594 0.004454245 33226.2 178.99873000000002 4.69506 0.012468757499999998 3316.4 53.689530000000005 98.87604999999999 0.671635265 3516.4 3.92911 5.09346 0.019243160000000002 3553.8 3.4743899999999996 8.11692 0.0123896475 35850.3 3.3172300000000003 4.48222 0.01323137
165 3276.8 204.39453 94.73897 0.35990035750000005 3254.9 179.58521 5.12821 0.016324045 3147.9 178.42935999999997 8.284220000000001 0.0044284775 33243.3 178.99623 4.69888 0.0123960075 3335.0 52.843289999999996 97.91847 0.6665496974999999 3536.0 3.92624 5.09206 0.019157630000000002 3573.7 3.47326 8.11429 0.0123224125 35873.7 3.31582 4.48447 0.0131477325
166 3294.4 203.84344 93.68519 0.3568958725 3273.1 179.58117 5.12718 0.016252375 3164.7 178.42904 8.28251 0.004402950000000001 33260.5 178.99373 4.70268 0.012323944999999998 3353.6 51.999970000000005 96.95941 0.6614266750000001 3555.0 3.9233700000000002 5.09066 0.019072792499999998 3596.4 3.47211 8.11166 0.012256375 35897.3 3.31444 4.48671 0.0130650125
167 3311.9 203.30868 92.65545 0.3539761675 3291.0 179.57713 5.12617 0.016181525000000002 3181.5 178.42872 8.2808 0.00437767 33278.0 178.99125 4.70648 0.012252555000000002 3372.4 51.16046 96.00011 0.6562784375 3574.4 3.92053 5.08927 0.018988635000000004 3619.0 3.47098 8.10903 0.012191854999999998 35921.7 3.31307 4.48895 0.012983205
168 3330.0 202.78987 91.64928 0.35113759749999995 3308.6 179.57310999999999 5.12519 0.016111485 3198.1 178.42840999999999 8.27909 0.0043526525 33295.1 178.98879 4.7102900000000005 0.0121818275 3391.2 50.32562 95.04062 0.651116025 3593.6 3.91768 5.087899999999999 0.018905145 3640.0 3.4698599999999997 8.1064 0.012129127500000001 35946.7 3.31169 4.49119 0.0129023075
169 3347.9 202.28659 90.66544999999999 0.3483759575 3326.7 179.56911000000002 5.12424 0.0160422525 3214.8 178.42809 8.2774 0.004327904999999999 33312.600000000006 178.98634 4.71409 0.0121117525 3409.8 49.49628 94.08259 0.645949305 3612.6 3.91486 5.08652 0.018822310000000002 3661.6 3.46873 8.10378 0.0120684 35971.3 3.31033 4.49342 0.01282231
170 3365.5 201.79842 89.70376999999999 0.345686555 3344.8999999999996 179.56511 5.12331 0.015973822500000002 3231.6 178.42777 8.2757 0.0043034499999999995 33329.7 178.9839 4.71788 0.01204232 3428.2 48.67322 93.12681 0.64078702 3632.2 3.91204 5.08516 0.01874011 3682.2 3.46762 8.10117 0.01200978 35996.1 3.30897 4.49565 0.012743212499999998
171 3383.3999999999996 201.32488999999998 88.76348999999999 0.3430643125 3363.5 179.56113 5.12241 0.015906180000000002 3248.7 178.42745000000002 8.274000000000001 0.0042792925 33346.9 178.98147 4.72167 0.011973515 3446.4 47.85719 92.17485 0.6356368475 3651.0 3.9092399999999996 5.0838 0.018658535 3701.8 3.4665 8.098559999999999 0.011953285000000001 36021.4 3.3076299999999996 4.49788 0.0126650025
172 3401.4 200.86554 87.843 0.3405038525 3381.8 179.55716999999999 5.12152 0.01583932 3265.6 178.42714999999998 8.2723 0.004255445 33364.600000000006 178.97906 4.72547 0.0119053325 3465.6 47.048860000000005 91.22711 0.6305055350000001 3670.4 3.90644 5.08245 0.0185775675 3720.8 3.4654 8.09595 0.011898812499999998 36046.399999999994 3.3063 4.5001 0.012587669999999999
173 3419.3 200.41986 86.94188 0.337999595 3400.5 179.55320999999998 5.1206499999999995 0.01577323 3282.5 178.42683 8.270620000000001 0.0042319125 33381.7 178.97666 4.72925 0.0118377575 3484.4 46.24888 90.28505 0.6253990925 3689.6 3.90367 5.0811 0.018497192500000002 3740.2 3.46429 8.09335 0.01184619 36071.8 3.30497 4.50233 0.012511212499999999
174 3436.5 199.98737 86.06043 0.33554580999999994 3419.0 179.54927 5.11981 0.0157079025 3299.6 178.42653 8.26894 0.004208695 33399.0 178.97428000000002 4.73303 0.01177078 3503.0 45.45787 89.34882999999999 0.6203229075 3708.6 3.9009 5.07976 0.0184173875 3759.0 3.46319 8.09075 0.011795155 36096.1 3.30365 4.50455 0.01243562
175 3454.3 199.56754999999998 85.19769 0.333136685 3437.1 179.54533 5.11898 0.01564332 3316.6 178.42622 8.26725 0.0041857875 33416.3 178.9719 4.736800000000001 0.0117043875 3521.4 44.67637 88.41953000000001 0.6152818649999999 3728.0 3.89814 5.07843 0.018338135000000002 3778.2 3.4620999999999995 8.08817 0.011745420000000001 36120.7 3.3023499999999997 4.50676 0.0123608775
176 3472.1000000000004 199.15989000000002 84.35266 0.3307664075 3455.6 179.54142000000002 5.11816 0.01557947 3332.8999999999996 178.42592000000002 8.26557 0.004163185000000001 33433.5 178.96955 4.74057 0.011638575 3539.2 43.90489 87.49742 0.6102804725000001 3746.8 3.89539 5.0771 0.01825942 3797.4 3.46101 8.08557 0.011696680000000001 36146.3 3.30104 4.508979999999999 0.01228698
177 3489.5 198.76388 83.52449 0.3284292325 3474.0 179.53751 5.11736 0.015516344999999999 3349.2 178.42561 8.26389 0.0041408725 33450.8 178.9672 4.74432 0.011573327500000001 3558.2 43.1439 86.58277 0.6053229575 3766.2 3.8926600000000002 5.07579 0.01818122 3816.4 3.45993 8.08299 0.01164865 36172.0 3.2997500000000004 4.5112000000000005 0.012213915
178 3507.1000000000004 198.37900000000002 82.71379999999999 0.326119545 3492.2 179.53361999999998 5.11656 0.01545393 3365.3 178.42531000000002 8.26222 0.0041188349999999995 33467.9 178.96487 4.74808 0.011508632500000001 3577.2 42.39381 85.67607000000001 0.6004133125 3785.0 3.88994 5.07448 0.018103515 3835.8 3.45885 8.08041 0.0116010925 36196.2 3.29846 4.51341 0.01214167
179 3524.5 198.00477 81.91897 0.32383191499999997 3509.8 179.52974 5.11578 0.015392207500000001 3381.5 178.42501 8.26055 0.004097047499999999 33485.1 178.96254 4.75183 0.011444487500000001 3596.4 41.655 84.77869000000001 0.5955552849999999 3804.2 3.8872400000000003 5.07318 0.0180262875 3855.7 3.45777 8.07784 0.011553832499999998 36220.8 3.29719 4.51562 0.0120702375
180 3542.2 197.64067999999997 81.13933 0.3215611925 3527.0 179.52586000000002 5.11501 0.015331164999999999 3397.8 178.4247 8.25887 0.004075492500000001 33502.7 178.96023 4.7555700000000005 0.0113808775 3614.6 40.92782 83.89059 0.590752445 3824.2 3.88454 5.07189 0.017949517499999998 3875.0 3.4567000000000005 8.07526 0.0115067725 36245.7 3.29592 4.51783 0.0119996025
181 3559.5 197.28627 80.37443 0.319302555 3544.4 179.522 5.11426 0.015270790000000001 3414.2 178.42441000000002 8.2572 0.00405414 33519.7 178.95794 4.75931 0.011317795 3633.0 40.21257 83.01218 0.5860081199999999 3843.6 3.8818599999999996 5.07061 0.017873180000000002 3894.6 3.45564 8.072700000000001 0.0114598875 36269.9 3.29466 4.52004 0.011929755
182 3577.2 196.94107000000002 79.62389999999999 0.3170515975 3561.6 179.51815 5.11354 0.01521107 3430.6 178.42412000000002 8.25554 0.0040329699999999994 33537.100000000006 178.95566 4.76304 0.011255234999999999 3651.6 39.50953 82.14439 0.5813254274999999 3863.6 3.87918 5.06935 0.0177972625 3913.6 3.45457 8.07013 0.0114132225 36294.899999999994 3.29341 4.52224 0.011860687500000001
183 3594.5 196.60465 78.88672 0.31480439750000005 3579.0 179.51432 5.11282 0.015151985 3447.0 178.42381999999998 8.25387 0.004011955 33555.0 178.95339 4.76677 0.0111931825 3669.6 38.81891 81.28751 0.5767072375 3882.8 3.87652 5.068099999999999 0.0177217425 3933.4 3.45352 8.06757 0.011366865 36319.7 3.29217 4.52444 0.011792384999999999
184 3612.2 196.27658 78.16173 0.31255759 3596.0 179.51049 5.11212 0.0150935225 3463.0 178.42353 8.252220000000001 0.003991077500000001 33573.9 178.95112999999998 4.77048 0.011131632499999999 3688.0 38.140950000000004 80.44225 0.5721561775 3902.8 3.87387 5.06686 0.0176466025 3952.2 3.45247 8.065000000000001 0.011320942499999999 36343.899999999994 3.29093 4.526619999999999 0.011724832499999999
185 3629.7 195.95647 77.44871 0.31030839250000003 3613.6 179.50666999999999 5.11144 0.015035664999999998 3479.4 178.42324 8.25056 0.00397031 33592.1 178.94888 4.7742 0.011070577500000001 3706.2 37.47578 79.60855000000001 0.56767462 3922.2 3.8712299999999997 5.0656300000000005 0.0175718325 3971.0 3.4514199999999997 8.06245 0.0112755975 36368.5 3.2897100000000004 4.52881 0.0116580275
186 3647.3 195.64394 76.74682 0.3080546725 3631.6000000000004 179.50286 5.1107700000000005 0.0149783925 3495.3 178.42293999999998 8.24891 0.003949635 33610.3 178.94664999999998 4.7779 0.011010012500000001 3724.6 36.82355 78.78712999999999 0.56326468 3941.6 3.8686100000000003 5.06442 0.0174974125 3990.4 3.45037 8.059899999999999 0.011230964999999999 36392.9 3.28849 4.531000000000001 0.01159195
187 3664.8999999999996 195.33866 76.05426 0.30579491 3649.6000000000004 179.49907000000002 5.11013 0.0149216925 3511.7 178.42266 8.24725 0.00392903 33628.100000000006 178.94443 4.7816 0.0109499275 3742.8 36.18439 77.97764000000001 0.5589281925 3961.6 3.866 5.06323 0.0174233325 4009.4 3.44933 8.05735 0.01118716 36415.9 3.28727 4.53318 0.0115265925
188 3682.3 195.04032 75.37099 0.30352819999999997 3667.6 179.49529 5.109500000000001 0.014865535 3527.8999999999996 178.42237 8.2456 0.003908485000000001 33646.3 178.94222 4.78529 0.0108903175 3760.8 35.55836 77.18037000000001 0.5546666800000001 3980.6 3.86339 5.06205 0.0173495875 4028.6 3.44829 8.0548 0.011144267499999999 36438.8 3.2860699999999996 4.53535 0.011461947500000002
189 3700.2 194.74862000000002 74.69677999999999 0.301254215 3684.6 179.49151 5.10889 0.01480991 3543.9 178.42209 8.24396 0.0038879824999999996 33665.1 178.94002 4.7889800000000005 0.010831177499999999 3779.4 34.94554 76.39578 0.55048135 4000.6 3.86079 5.0608900000000006 0.017276175 4047.4 3.44726 8.05226 0.0111023475 36461.8 3.28487 4.53752 0.0113979975
190 3717.7 194.4633 74.03125 0.2989732075 3702.2 179.48774 5.1083 0.014754787500000002 3560.2 178.42181 8.24232 0.003867505 33682.8 178.93783 4.79266 0.0107724975 3797.4 34.34594 75.62337 0.5463730450000001 4019.8 3.85822 5.05977 0.017203087500000002 4066.0 3.44624 8.04971 0.011061405 36484.6 3.28369 4.53969 0.011334735
191 3735.3999999999996 194.18412999999998 73.37417 0.2966859425 3719.2 179.48399 5.10773 0.014700145000000001 3576.1000000000004 178.42152 8.24066 0.0038470425 33700.6 178.93565999999998 4.79633 0.010714275 3815.8 33.75958 74.86409 0.5423422525 4039.6 3.85565 5.05866 0.01713033 4085.3 3.44522 8.04718 0.011021429999999999 36507.2 3.2825 4.54185 0.01127215
192 3752.9 193.91090000000003 72.72561 0.2943937325 3736.6 179.48023999999998 5.10717 0.014645957499999999 3592.5 178.42124 8.23902 0.0038265875 33718.1 178.93349999999998 4.8 0.010656504999999998 3834.0 33.18642 74.11788 0.5383890425 4059.2 3.85309 5.0575600000000005 0.01705791 4104.0 3.4442000000000004 8.04463 0.0109823675 36529.7 3.28132 4.54401 0.0112102325
193 3770.5 193.64341 72.08493 0.29209825 3754.0 179.47651000000002 5.10664 0.014592199999999998 3608.8 178.42095999999998 8.23738 0.0038061275 33735.899999999994 178.93135999999998 4.803660000000001 0.010599182500000002 3851.8 32.626419999999996 73.38441 0.5345131 4078.6 3.85055 5.05649 0.016985835 4123.2 3.44318 8.0421 0.0109441525 36551.8 3.2801600000000004 4.54617 0.0111489675
194 3787.9 193.38151 71.45295 0.2898015325 3771.3999999999996 179.47278 5.106120000000001 0.01453884 3625.2 178.42068 8.23574 0.0037856524999999998 33753.4 178.92922 4.80732 0.0105423025 3870.4 32.079499999999996 72.66397 0.5307136925 4098.8 3.8480100000000004 5.05544 0.01691412 4142.0 3.44216 8.03956 0.010906699999999998 36574.1 3.2790099999999995 4.54832 0.011088347500000002
195 3805.8 193.12506 70.82903 0.28750591 3789.9 179.46906 5.10561 0.0144858525 3641.6 178.42041 8.234110000000001 0.003765155 33770.899999999994 178.92709000000002 4.81097 0.0104858575 3888.4 31.545569999999998 71.95722 0.5269896925 4118.2 3.84549 5.05441 0.016842785 4161.0 3.44115 8.03703 0.010869914999999999 36595.9 3.27785 4.55046 0.0110283625
196 3823.3 192.87394 70.21296 0.285213935 3807.8 179.46535 5.10513 0.014433207500000001 3657.8999999999996 178.42013 8.232479999999999 0.0037446325 33788.8 178.92498 4.81461 0.0104298475 3906.8 31.02451 71.26350000000001 0.5233395875 4138.2 3.8429800000000003 5.0534 0.0167718475 4180.0 3.44015 8.0345 0.010833714999999999 36618.100000000006 3.2767 4.5526 0.010969000000000001
197 3841.2 192.62801000000002 69.60505 0.28292833500000003 3825.2 179.46166 5.10468 0.014380875 3674.2 178.41985 8.23084 0.0037240775 33806.7 178.92288000000002 4.81825 0.0103742625 3925.2 30.51617 70.58284 0.5197614650000001 4157.6 3.84048 5.05242 0.0167013375 4199.8 3.43914 8.03198 0.010798015 36639.899999999994 3.27557 4.554740000000001 0.010910250000000002
198 3858.7 192.38721 69.00497 0.28065197750000004 3842.4 179.45797 5.10424 0.01432882 3690.5 178.41959 8.22922 0.0037034925 33824.5 178.92079 4.82188 0.0103191025 3943.2 30.02037 69.91523 0.5162531325 4176.8 3.8379900000000005 5.05145 0.0166312775 4218.8 3.4381399999999998 8.02945 0.010762744999999999 36662.0 3.2744400000000002 4.55687 0.010852104999999999
199 3876.5 192.15143 68.41293 0.27838773250000004 3860.0 179.45429000000001 5.10382 0.0142770175 3706.7 178.41931 8.22759 0.0036828725000000004 33841.9 178.91872 4.82552 0.010264365 3962.0 29.53695 69.26050000000001 0.5128120775 4196.6 3.83551 5.05049 0.016561700000000002 4238.2 3.43715 8.02693 0.01072785 36683.4 3.27331 4.558999999999999 0.0107945525
200 3893.9 191.92064 67.82903999999999 0.2761384625 3877.0 179.45060999999998 5.10341 0.014225435000000002 3723.3 178.41905 8.22597 0.003662225 33859.5 178.91665 4.82914 0.01021004 3980.4 29.06568 68.61784 0.50943549 4215.6 3.83305 5.04955 0.016492635 4256.8 3.43616 8.02441 0.0106932875 36705.1 3.27219 4.56112 0.0107375825
201 3911.6 191.69473 67.25297 0.27390695249999997 3894.5 179.44695000000002 5.103009999999999 0.014174042500000001 3740.6 178.41877 8.22435 0.0036415575 33877.0 178.91459 4.83275 0.010156125 3999.2 28.60635 67.98791 0.50612027 4235.4 3.83059 5.04862 0.0164241175 4276.2 3.4351700000000003 8.02188 0.010659030000000002 36726.7 3.2710799999999995 4.5632399999999995 0.010681185
202 3928.8 191.47366 66.68546 0.27169588 3911.6 179.44329 5.1026299999999996 0.014122812499999998 3757.1000000000004 178.41851000000003 8.22273 0.0036208725 33894.399999999994 178.91255 4.83636 0.010102615 4017.6 28.158700000000003 67.37036 0.502863085 4254.8 3.82815 5.04771 0.016356175 4294.8 3.43418 8.01937 0.010625065 36748.4 3.26997 4.56536 0.0106253475
203 3946.1 191.25736999999998 66.12649 0.26950773 3929.3 179.43965 5.102259999999999 0.014071717500000002 3773.4 178.41824 8.22111 0.00360019 33912.0 178.91051 4.83997 0.010049512499999998 4036.2 27.72248 66.76391000000001 0.499660365 4274.6 3.82573 5.04682 0.016288845 4314.2 3.4332000000000003 8.016860000000001 0.010591390000000001 36770.1 3.26888 4.56747 0.010570065
204 3963.6 191.04583 65.57572 0.26734479250000004 3946.9 179.436 5.10191 0.01402073 3789.2 178.41798 8.21951 0.0035795199999999997 33929.399999999994 178.9085 4.84356 0.0099968025 4054.2 27.29741 66.16902 0.4965083325 4294.4 3.82331 5.04593 0.016222157499999997 4333.2 3.43222 8.01434 0.010558004999999999 36791.7 3.26779 4.56959 0.010515325
205 3981.0 190.83898 65.03309 0.2652091075 3964.8 179.43238 5.10158 0.0139698375 3804.9 178.41771 8.21789 0.00355888 33946.8 178.90649 4.847160000000001 0.00994449 4072.2 26.883219999999998 65.58555 0.4934030475 4313.8 3.8209 5.0450800000000005 0.01615614 4352.8 3.43125 8.01184 0.010524922499999999 36812.7 3.2667 4.5717 0.0104611175
206 3998.5 190.63675 64.49868000000001 0.26310248999999997 3981.8 179.42876 5.10126 0.013919017499999999 3820.8 178.41745 8.21629 0.0035382875 33964.2 178.90449 4.85074 0.0098925625 4090.8 26.4796 65.01361 0.49034047499999994 4333.4 3.8185 5.04422 0.016090820000000002 4372.0 3.43028 8.00933 0.010492152499999999 36834.3 3.26563 4.57381 0.010407432500000001
207 4016.0 190.4391 63.97304 0.2610264275 3999.6 179.42515 5.10094 0.013868265000000001 3836.7 178.41719999999998 8.214690000000001 0.0035177625 33981.5 178.9025 4.85432 0.0098410225 4108.8 26.08623 64.45214999999999 0.48731659 4352.6 3.8161199999999997 5.0433900000000005 0.016026217500000002 4391.0 3.42931 8.00683 0.010459705 36856.0 3.2645600000000004 4.57592 0.010354257499999998
208 4033.7 190.24599 63.455929999999995 0.25898218250000005 4016.8 179.42154 5.10064 0.0138175925 3852.8999999999996 178.41692999999998 8.21309 0.0034973225 33999.2 178.90053 4.8579 0.0097898625 4127.4 25.70282 63.90148 0.48432743999999994 4372.2 3.81374 5.04258 0.0159623525 4410.4 3.42834 8.00433 0.010427587500000002 36877.6 3.26349 4.57802 0.010301590000000001
209 4051.2 190.05734 62.94696 0.2569706725 4034.4 179.41796 5.10037 0.01376701 3868.9 178.41667999999999 8.21149 0.0034769874999999997 34016.600000000006 178.89855999999997 4.86147 0.0097390775 4145.6 25.32906 63.361279999999994 0.4813692075 4392.0 3.81137 5.04178 0.015899240000000002 4429.2 3.42737 8.00184 0.0103958025 36899.399999999994 3.26243 4.58012 0.010249415
210 4068.8999999999996 189.87309 62.44681 0.254992475 4051.6 179.41437 5.10009 0.0137165675 3885.2 178.41642000000002 8.2099 0.003456775 34034.3 178.89661999999998 4.86504 0.009688665 4163.6 24.96463 62.831089999999996 0.478438295 4412.0 3.80902 5.04101 0.0158368875 4447.8 3.4264099999999997 7.99935 0.0103643425 36921.0 3.26138 4.5822199999999995 0.0101977225
211 4086.1 189.69317999999998 61.95495 0.2530479625 4069.2 179.41079 5.09983 0.0136663375 3900.7 178.41617 8.2083 0.0034367 34051.5 178.89467000000002 4.86859 0.009638619999999999 4182.2 24.60921 62.31084 0.47553137 4431.4 3.80668 5.04025 0.0157753 4467.2 3.4254499999999997 7.99686 0.0103331975 36942.8 3.2603299999999997 4.58431 0.0101465075
212 4103.9 189.51752 61.47143 0.251137175 4086.4 179.40723 5.09958 0.013616425 3917.0 178.41592 8.20672 0.0034167775000000004 34068.3 178.89274 4.87214 0.0095889375 4200.2 24.262500000000003 61.800019999999996 0.47264541000000004 4451.2 3.8043500000000003 5.0395199999999996 0.0157144775 4485.8 3.4245 7.99438 0.01030235 36964.399999999994 3.2592999999999996 4.58639 0.010095755
213 4121.299999999999 189.34605 60.99625 0.249259825 4104.0 179.40367 5.099349999999999 0.0135669725 3932.8 178.41566 8.20513 0.0033970224999999997 34085.5 178.89082000000002 4.87568 0.009539612500000001 4218.8 23.92418 61.29799 0.46977773749999996 4470.0 3.8020199999999997 5.03881 0.01565441 4505.0 3.4235300000000004 7.991899999999999 0.01027177 36986.100000000006 3.25826 4.58848 0.01004546
214 4139.2 189.17867 60.528949999999995 0.24741540999999997 4121.9 179.40013 5.09914 0.0135181475 3948.7 178.41541 8.20356 0.0033774399999999998 34102.5 178.88891 4.87922 0.009490645 4237.2 23.59397 60.80478 0.46692602749999995 4489.8 3.79971 5.03811 0.0155950925 4524.0 3.42259 7.98942 0.010241425 37007.8 3.25723 4.59055 0.0099956125
215 4156.5 189.0153 60.06964 0.2456031625 4140.1 179.39658 5.09893 0.01347014 3965.0 178.41516000000001 8.20198 0.0033580425 34120.2 178.88700999999998 4.88275 0.0094420275 4255.2 23.271569999999997 60.31984 0.4640882975 4509.0 3.79741 5.03745 0.0155365 4543.0 3.42164 7.98696 0.0102112675 37029.6 3.25622 4.59263 0.0099462025
216 4174.2 188.85584 59.618219999999994 0.2438221225 4158.5 179.39305000000002 5.09874 0.013423142499999999 3980.8999999999996 178.41492 8.20041 0.0033388275 34137.2 178.88513 4.88628 0.009393757499999999 4273.8 22.956690000000002 59.84268 0.461262965 4528.6 3.7951200000000003 5.03681 0.0154786175 4562.4 3.42069 7.98448 0.010181250000000001 37051.399999999994 3.2552 4.5947 0.009897224999999999
217 4191.700000000001 188.70019 59.17515 0.24207120249999997 4177.1 179.38954 5.0985499999999995 0.01337731 3997.1 178.41467 8.19884 0.0033198050000000003 34154.8 178.88325 4.88981 0.00934583 4291.8 22.64908 59.37353 0.45844883 4547.8 3.79284 5.0361899999999995 0.0154214225 4581.8 3.41974 7.98203 0.010151325 37073.1 3.25419 4.59676 0.00984867
218 4209.4 188.54826 58.740210000000005 0.2403492425 4195.4 179.38603 5.0984 0.0133324775 4013.1 178.41442999999998 8.19728 0.00330097 34172.0 178.88137999999998 4.89334 0.00929824 4310.4 22.34845 58.91238 0.45564501749999997 4566.8 3.7905699999999998 5.03559 0.015364887499999999 4600.8 3.4188 7.979570000000001 0.010121425 37094.8 3.25318 4.59882 0.009800525000000001
219 4227.0 188.39992 58.31299 0.23865547500000003 4213.4 179.38253 5.098269999999999 0.01328789 4029.4 178.41418 8.19571 0.0032823225000000004 34189.4 178.87953 4.89685 0.00925099 4328.6 22.054560000000002 58.458960000000005 0.452850985 4586.4 3.7883 5.035019999999999 0.015308982499999998 4620.4 3.41786 7.97713 0.0100915025 37116.3 3.25218 4.60088 0.0097527875
220 4244.5 188.25508000000002 57.89291 0.23699003 4230.6 179.37903 5.09817 0.0132446175 4045.5 178.41394 8.19416 0.00326387 34207.1 178.87768 4.90036 0.009204072499999999 4346.6 21.76718 58.01255 0.4500664975 4605.6 3.78605 5.03446 0.015253679999999999 4640.2 3.41691 7.9747 0.0100614875 37138.0 3.25119 4.60293 0.009705445000000002
221 4262.4 188.11361 57.479600000000005 0.2353558875 4248.4 179.37555 5.09812 0.0132017225 4061.5 178.4137 8.1926 0.0032455999999999995 34224.4 178.87585 4.9038699999999995 0.009157485 4365.4 21.48608 57.57329 0.447291605 4625.2 3.78381 5.03392 0.01519895 4659.8 3.4159800000000002 7.97227 0.010031332500000002 37159.7 3.25021 4.60499 0.009658495
