iteration LSE_random_100000_gamma_time LSE_random_100000_gamma_objective LSE_random_100000_gamma_hpwl LSE_random_100000_gamma_euclidean_norm LSE_center_100000_gamma_time LSE_center_100000_gamma_objective LSE_center_100000_gamma_hpwl LSE_center_100000_gamma_euclidean_norm LSE_qp_100000_gamma_time LSE_qp_100000_gamma_objective LSE_qp_100000_gamma_hpwl LSE_qp_100000_gamma_euclidean_norm LSE_hpwl_100000_gamma_time LSE_hpwl_100000_gamma_objective LSE_hpwl_100000_gamma_hpwl LSE_hpwl_100000_gamma_euclidean_norm WA_random_100000_gamma_time WA_random_100000_gamma_objective WA_random_100000_gamma_hpwl WA_random_100000_gamma_euclidean_norm WA_center_100000_gamma_time WA_center_100000_gamma_objective WA_center_100000_gamma_hpwl WA_center_100000_gamma_euclidean_norm WA_qp_100000_gamma_time WA_qp_100000_gamma_objective WA_qp_100000_gamma_hpwl WA_qp_100000_gamma_euclidean_norm WA_hpwl_100000_gamma_time WA_hpwl_100000_gamma_objective WA_hpwl_100000_gamma_hpwl WA_hpwl_100000_gamma_euclidean_norm
435 8033.6 180.12476 23.91591 0.08397543 8062.1 178.9187 5.39072 0.006554035000000001 7840.6 178.38506999999998 7.92885 0.0013905875000000002 37751.8 178.64882999999998 5.51164 0.0043112075 8313.6 5.813789999999999 23.25488 0.1643361075 8728.2 3.39016 5.06701 0.009524735 8912.900000000001 3.26947 7.54036 0.0057079175 41687.100000000006 3.1186300000000005 4.95927 0.0047399025
436 8050.0 180.11365 23.83906 0.0836134275 8079.5 178.91776 5.39306 0.0065455075000000005 7857.9 178.385 7.92788 0.001386425 37768.0 178.6482 5.51405 0.0042995375 8331.6 5.79331 23.18014 0.16366591500000002 8747.2 3.38865 5.06749 0.009498145000000001 8933.0 3.26903 7.5387 0.0057067625 41707.7 3.1182399999999997 4.96065 0.0047297425
437 8066.9 180.10267 23.76267 0.0832539375 8097.2 178.91682 5.39537 0.006537190000000001 7874.9 178.38492 7.9269300000000005 0.0013822675 37784.4 178.64757 5.51646 0.004287902499999999 8350.0 5.77299 23.10582 0.162997995 8766.6 3.3871599999999997 5.067970000000001 0.009470745 8953.3 3.2686 7.53706 0.00570572 41728.5 3.11783 4.962009999999999 0.0047196175
438 8083.0 180.09179999999998 23.686929999999997 0.08289702249999999 8114.5 178.91586999999998 5.397690000000001 0.0065290850000000004 7892.7 178.38486 7.9259699999999995 0.001378115 37801.0 178.64694 5.51886 0.0042763025 8368.0 5.75282 23.03185 0.16233223 8785.8 3.38567 5.06844 0.0094425325 8973.099999999999 3.26816 7.53542 0.005704755 41749.5 3.11745 4.96338 0.0047095175000000005
439 8099.9 180.08107 23.611890000000002 0.0825427925 8132.0 178.91494 5.40001 0.0065211125000000005 7909.9 178.38479 7.925009999999999 0.0013739649999999998 37817.0 178.64632 5.52127 0.0042647349999999995 8386.2 5.73283 22.958199999999998 0.16166846750000002 8804.8 3.38418 5.06892 0.0094135425 8993.7 3.26772 7.53378 0.0057038225 41770.600000000006 3.11705 4.96474 0.004699450000000001
440 8115.8 180.07047 23.5375 0.0821913425 8149.5 178.91399 5.40231 0.0065132725 7927.3 178.38472000000002 7.92407 0.001369815 37833.6 178.64569 5.52367 0.0042532075 8404.6 5.71298 22.8848 0.16100657499999999 8824.4 3.38269 5.06939 0.009383815 9014.0 3.26729 7.53215 0.0057028875 41791.600000000006 3.1166599999999995 4.9661100000000005 0.004689407499999999
441 8132.7 180.05998 23.46374 0.081842775 8166.8 178.91306 5.40463 0.00650551 7944.5 178.38465 7.923120000000001 0.0013656724999999998 37849.8 178.64506 5.526070000000001 0.0042417225 8422.4 5.69328 22.81173 0.160346395 8843.4 3.3812100000000003 5.06987 0.009353412500000002 9034.7 3.2668600000000003 7.53053 0.0057019125 41812.7 3.11627 4.9674700000000005 0.004679392500000001
442 8149.6 180.04962 23.390749999999997 0.0814971425 8184.6 178.91212000000002 5.4069400000000005 0.0064977774999999995 7961.799999999999 178.38458 7.92217 0.0013615325 37866.0 178.64444 5.52847 0.0042302775 8441.0 5.67373 22.73888 0.15968786749999997 8863.2 3.37974 5.07033 0.009322420000000001 9055.5 3.2664299999999997 7.52891 0.005700865 41833.5 3.1158799999999998 4.96883 0.0046694
443 8166.7 180.03938 23.31836 0.081154495 8202.1 178.91118 5.40925 0.0064900275 7979.8 178.38452 7.9212299999999995 0.001357395 37882.6 178.64382 5.53087 0.0042188775 8459.2 5.65435 22.66623 0.159030925 8882.4 3.37826 5.07078 0.0092909325 9076.099999999999 3.2660099999999996 7.527290000000001 0.005699707500000001 41854.0 3.1154900000000003 4.9701900000000006 0.0046594324999999995
444 8183.6 180.02927 23.24652 0.0808149 8219.7 178.91024 5.41155 0.0064821975 7998.1 178.38445000000002 7.9203 0.001353265 37898.8 178.64321 5.53326 0.0042075225 8477.6 5.6350999999999996 22.59394 0.158375515 8901.6 3.3768 5.07125 0.0092590675 9096.2 3.26558 7.52568 0.005698405 41875.4 3.1151 4.97155 0.0046494875000000005
445 8199.5 180.01927 23.17531 0.0804783925 8237.1 178.90931 5.41385 0.006474224999999999 8017.2 178.38438000000002 7.91936 0.00134914 37914.8 178.64259 5.535640000000001 0.0041962175 8495.8 5.616 22.52197 0.15772159249999998 8921.2 3.37535 5.0717099999999995 0.0092269425 9116.3 3.2651499999999998 7.5240800000000005 0.005696927499999999 41896.2 3.11472 4.9729 0.004639565
446 8216.2 180.0094 23.10476 0.0801450075 8254.5 178.90837 5.41616 0.006466044999999999 8036.1 178.38431 7.91843 0.001345025 37931.6 178.64199000000002 5.53803 0.0041849625 8513.8 5.59706 22.450409999999998 0.15706918749999998 8940.0 3.3738900000000003 5.07215 0.0091946925 9136.7 3.26473 7.52248 0.0056952425 41917.4 3.1143400000000003 4.97425 0.0046296625
447 8232.8 179.99965 23.03482 0.07981473249999999 8272.400000000001 178.90744 5.41847 0.006457585 8055.299999999999 178.38423999999998 7.9174999999999995 0.0013409125 37947.6 178.64137 5.54042 0.0041737625 8532.2 5.57827 22.379199999999997 0.15641832499999997 8959.4 3.37244 5.072620000000001 0.009162459999999999 9157.2 3.26431 7.52089 0.0056933274999999995 41938.2 3.1139399999999995 4.9756 0.00461978
448 8249.7 179.99 22.96541 0.07948759250000001 8289.599999999999 178.9065 5.42077 0.0064487675 8073.299999999999 178.38418000000001 7.916589999999999 0.0013368100000000001 37964.0 178.64076 5.54279 0.004162615 8550.2 5.55962 22.30829 0.1557690275 8978.2 3.3710000000000004 5.0730699999999995 0.00913039 9177.400000000001 3.26388 7.51929 0.005691152499999999 41959.2 3.1135599999999997 4.97695 0.004609915
449 8265.599999999999 179.98048 22.896549999999998 0.079163585 8307.2 178.90556 5.423080000000001 0.0064395225 8091.0 178.38412 7.915659999999999 0.0013327175 37980.4 178.64015999999998 5.54518 0.0041515250000000005 8568.6 5.54112 22.2376 0.1551213975 8997.6 3.36958 5.0735399999999995 0.00909863 9198.0 3.2634600000000002 7.51771 0.005688690000000001 41979.9 3.11318 4.9783 0.0046000699999999995
450 8280.8 179.97107 22.828139999999998 0.07884268 8324.8 178.90463 5.42539 0.0064297749999999996 8109.799999999999 178.38405 7.91474 0.001328635 37996.6 178.63954999999999 5.54755 0.00414049 8586.8 5.5227699999999995 22.16722 0.15447552 9017.0 3.36815 5.0740099999999995 0.00906733 9218.5 3.26304 7.51613 0.0056859250000000005 42001.2 3.1128 4.97965 0.00459024
451 8297.099999999999 179.96177 22.76037 0.0785248375 8341.9 178.90368999999998 5.42769 0.006419444999999999 8127.8 178.38398 7.913830000000001 0.001324565 38013.2 178.63895000000002 5.54993 0.004129517500000001 8605.0 5.50457 22.09724 0.1538315425 9036.0 3.36673 5.0745000000000005 0.009036642499999999 9239.0 3.26262 7.51456 0.005682835 42021.9 3.11242 4.98099 0.0045804325
452 8312.900000000001 179.95259 22.693260000000002 0.07820993749999999 8359.8 178.90275 5.43 0.0064084599999999995 8146.1 178.38392 7.91291 0.001320505 38029.4 178.63834 5.5523 0.00411861 8623.6 5.4865200000000005 22.0276 0.15318959999999998 9055.6 3.3653199999999996 5.07497 0.00900671 9259.599999999999 3.2622 7.51299 0.005679402499999999 42042.9 3.1120400000000004 4.9823200000000005 0.0045706375
453 8329.2 179.94351999999998 22.626730000000002 0.07789800499999999 8377.3 178.90182 5.4323 0.0063967425 8165.3 178.38386 7.912000000000001 0.0013164575 38045.4 178.63774999999998 5.55467 0.00410776 8641.6 5.4686200000000005 21.95835 0.1525498475 9074.8 3.36393 5.07546 0.008977665 9279.6 3.26179 7.511419999999999 0.005675615 42063.8 3.1116599999999996 4.98367 0.0045608575
454 8345.3 179.93455 22.560679999999998 0.077589 8395.2 178.90088 5.43461 0.006384225 8183.4 178.38378999999998 7.9111 0.0013124249999999999 38062.2 178.63715000000002 5.55704 0.004096974999999999 8660.2 5.45088 21.88946 0.1519124775 9094.2 3.3625300000000005 5.075950000000001 0.008949642499999999 9299.6 3.26137 7.50987 0.0056714600000000006 42084.7 3.11129 4.98501 0.004551095
455 8361.099999999999 179.92568 22.4952 0.07728283999999999 8412.7 178.89995 5.43693 0.0063708325000000005 8201.9 178.38372 7.9102 0.0013084074999999999 38078.2 178.63655 5.55941 0.004086252500000001 8678.2 5.43329 21.821019999999997 0.1512776825 9113.4 3.3611500000000003 5.07644 0.00892276 9319.4 3.26096 7.50831 0.005666925000000001 42105.7 3.11091 4.98635 0.0045413475
456 8377.599999999999 179.91692 22.43031 0.07697945 8430.400000000001 178.89902 5.43923 0.006356505 8219.400000000001 178.38366000000002 7.90929 0.0013044024999999998 38094.2 178.63596 5.56177 0.0040755949999999996 8696.4 5.415850000000001 21.752760000000002 0.15064566 9132.4 3.3597799999999998 5.0769400000000005 0.008897117500000001 9339.7 3.2605500000000003 7.5067699999999995 0.0056620025 42126.6 3.11053 4.98768 0.0045316175
457 8393.7 179.90825999999998 22.36591 0.0766787375 8447.9 178.89808 5.44154 0.0063411825000000005 8238.2 178.3836 7.9084 0.001300415 38111.0 178.63537000000002 5.56414 0.004065005 8714.8 5.39857 21.68478 0.15001662249999997 9152.0 3.3584199999999997 5.077450000000001 0.0088728025 9359.9 3.26013 7.50523 0.00565669 42147.5 3.1101599999999996 4.98901 0.004521902499999999
458 8410.6 179.8997 22.30204 0.076380595 8465.3 178.89715 5.44384 0.0063248025 8257.3 178.38353 7.907500000000001 0.0012964425 38127.0 178.63478 5.5665 0.0040544775 8732.8 5.38145 21.61708 0.14939076750000002 9170.8 3.35706 5.07794 0.0088498775 9380.0 3.2597199999999997 7.50368 0.00565098 42168.2 3.1097799999999998 4.99035 0.0045122025
459 8427.3 179.89123999999998 22.2387 0.07608492 8483.0 178.89621 5.44615 0.0063073224999999995 8275.2 178.38347 7.906610000000001 0.0012924875 38143.4 178.63419 5.568849999999999 0.004044017500000001 8751.4 5.36449 21.54974 0.14876830000000002 9190.4 3.35573 5.07846 0.008828385 9400.2 3.2592999999999996 7.502149999999999 0.0056448775 42189.4 3.10941 4.991680000000001 0.00450252
460 8444.3 179.88287 22.175910000000002 0.075791585 8500.3 178.89526999999998 5.44844 0.0062886999999999995 8292.5 178.3834 7.90571 0.001288545 38159.8 178.6336 5.57121 0.00403362 8769.6 5.34768 21.48274 0.1481494525 9209.4 3.3544 5.07898 0.0088083425 9420.5 3.25889 7.50062 0.005638372499999999 42210.2 3.1090400000000002 4.99302 0.0044928550000000005
461 8462.3 179.87459 22.11365 0.07550047000000001 8517.8 178.89434 5.450749999999999 0.0062688975 8310.0 178.38335 7.9048300000000005 0.0012846225 38176.0 178.63302 5.5735600000000005 0.004023285 8788.2 5.33103 21.415979999999998 0.14753444000000002 9228.8 3.3530800000000003 5.07951 0.00878974 9440.8 3.25848 7.4991 0.005631475 42231.1 3.1086599999999995 4.994339999999999 0.004483205
462 8481.4 179.86641 22.0518 0.07521141499999999 8535.3 178.89339999999999 5.45304 0.00624789 8328.4 178.38328 7.90394 0.001280715 38192.4 178.63243 5.57592 0.0040130125 8806.4 5.31456 21.34962 0.14692345499999998 9248.0 3.35177 5.08005 0.008772539999999999 9460.6 3.25808 7.49758 0.005624184999999999 42252.1 3.1083 4.9956700000000005 0.004473572499999999
463 8500.400000000001 179.85831000000002 21.99053 0.07492426499999999 8552.6 178.89247 5.45533 0.006225659999999999 8346.6 178.38322 7.90306 0.0012768249999999999 38208.8 178.63185 5.57827 0.0040028024999999995 8824.4 5.29823 21.28369 0.14631666999999998 9266.8 3.35048 5.08061 0.0087566775 9481.7 3.25766 7.49606 0.0056165075 42272.899999999994 3.10793 4.997 0.00446396
464 8517.4 179.85029 21.929769999999998 0.0746388875 8570.3 178.89153 5.45762 0.006202195 8365.3 178.38316 7.90219 0.0012729524999999999 38224.8 178.63128 5.58062 0.0039926525 8843.2 5.2820800000000006 21.21828 0.1457143025 9286.6 3.34919 5.08118 0.008742055 9502.2 3.25725 7.49456 0.005608449999999999 42294.2 3.1075600000000003 4.99832 0.0044543675
465 8534.0 179.84235 21.869419999999998 0.07435516 8587.3 178.8906 5.459899999999999 0.006177502500000001 8383.8 178.3831 7.90132 0.001269095 38241.4 178.63069000000002 5.5829699999999995 0.003982557499999999 8861.4 5.26609 21.153219999999997 0.1451165225 9305.4 3.34792 5.0817499999999995 0.008728562499999998 9522.6 3.25684 7.49305 0.005600015000000001 42315.1 3.10719 4.99965 0.004444795
466 8550.5 179.8345 21.809440000000002 0.074073065 8605.1 178.88966 5.46218 0.0061468124999999995 8402.7 178.38304 7.90044 0.001265255 38257.6 178.63011 5.58532 0.00397252 8880.0 5.250249999999999 21.08856 0.14452348 9325.0 3.34666 5.08234 0.0087160475 9543.4 3.25643 7.49155 0.0055912125000000005 42336.2 3.10683 5.000970000000001 0.0044352425000000004
467 8567.0 179.82673 21.74978 0.0737924725 8622.5 178.88873 5.46448 0.006111594999999999 8420.9 178.38297 7.899570000000001 0.0012614325 38273.8 178.62955 5.58766 0.003962535 8898.2 5.2345999999999995 21.02434 0.14393531999999998 9344.0 3.34541 5.082940000000001 0.0087043425 9563.8 3.25604 7.49006 0.0055820525 42356.899999999994 3.1064700000000003 5.00229 0.004425715
468 8583.4 179.81903 21.69049 0.07351327 8639.9 178.88780000000003 5.46675 0.006075939999999999 8439.400000000001 178.38292 7.8987099999999995 0.001257625 38290.6 178.62896999999998 5.5900099999999995 0.0039526 8916.2 5.2191 20.96048 0.1433521575 9363.2 3.34417 5.08355 0.00869325 9584.400000000001 3.25563 7.48856 0.0055725425 42378.1 3.1060999999999996 5.00361 0.004416209999999999
469 8600.3 179.8114 21.6315 0.07323534 8657.7 178.88684999999998 5.46904 0.006040009999999999 8458.2 178.38286 7.89784 0.0012538325 38306.8 178.6284 5.59235 0.0039427125 8934.8 5.20378 20.89701 0.1427740625 9382.6 3.34295 5.08417 0.008682565 9604.1 3.25522 7.48707 0.005562695 42398.899999999994 3.10574 5.0049399999999995 0.004406729999999999
470 8617.099999999999 179.80385 21.572760000000002 0.072958575 8675.0 178.88592 5.47132 0.00600397 8476.2 178.38279 7.89699 0.0012500575000000001 38322.8 178.62784 5.59469 0.00393287 8952.8 5.18861 20.83406 0.142201095 9401.6 3.34173 5.0847999999999995 0.008672055 9624.3 3.25482 7.48558 0.0055525125 42420.7 3.10538 5.00625 0.0043972724999999995
471 8633.0 179.79636 21.51419 0.072682855 8692.7 178.885 5.47359 0.0059679799999999995 8494.0 178.38272999999998 7.89612 0.0012463025 38339.6 178.62725999999998 5.59703 0.0039230675 8971.4 5.17361 20.77159 0.1416333625 9421.4 3.34053 5.08546 0.00866147 9644.400000000001 3.25442 7.48411 0.005542015 42441.7 3.10501 5.007569999999999 0.004387847499999999
472 8649.4 179.78895 21.45595 0.0724080675 8710.2 178.88406 5.4758700000000005 0.0059321825 8511.7 178.38268 7.89527 0.0012425600000000002 38355.6 178.6267 5.59937 0.0039133075 8989.6 5.15877 20.70959 0.1410709 9440.4 3.3393299999999995 5.08612 0.0086505525 9664.8 3.25401 7.48263 0.0055312075 42462.8 3.1046500000000004 5.0088799999999996 0.0043784475
473 8665.7 179.78161 21.398020000000002 0.072134125 8727.8 178.88313 5.47816 0.005896717499999999 8530.4 178.38261999999997 7.89442 0.0012388325 38372.2 178.62614 5.60171 0.00390358 9007.6 5.1441099999999995 20.64803 0.1405137125 9459.6 3.33815 5.08678 0.008639032500000001 9684.599999999999 3.2536099999999997 7.481160000000001 0.0055201025 42483.899999999994 3.1043 5.01019 0.00436908
474 8682.1 179.77432 21.34035 0.07186092 8745.6 178.88221 5.48043 0.005861705 8548.7 178.38255 7.8935699999999995 0.0012351225000000001 38388.4 178.62558 5.60405 0.003893885 9026.6 5.1296 20.5869 0.1399618025 9479.0 3.33697 5.08744 0.0086266325 9704.7 3.2532099999999997 7.47969 0.0055087124999999995 42504.6 3.1039399999999997 5.0115099999999995 0.0043597425
475 8698.5 179.7671 21.28297 0.07158835999999999 8763.0 178.88129 5.48271 0.0058272425000000004 8567.3 178.3825 7.892709999999999 0.00123143 38404.6 178.62502 5.60638 0.0038842175000000003 9044.8 5.11526 20.52617 0.1394151375 9498.0 3.3358100000000004 5.08812 0.008613072499999999 9724.8 3.2528099999999998 7.47822 0.0054970474999999994 42525.8 3.10358 5.01282 0.0043504375
476 8714.599999999999 179.75993 21.225740000000002 0.07131641000000001 8780.9 178.88037 5.48498 0.00579341 8585.0 178.38244 7.891870000000001 0.0012277549999999999 38421.6 178.62446 5.60872 0.0038745775 9063.4 5.10107 20.465899999999998 0.13887366750000002 9517.6 3.33467 5.0887899999999995 0.008598075 9744.7 3.2524100000000002 7.47676 0.005485115 42547.0 3.10323 5.014139999999999 0.00434117
477 8731.0 179.75284 21.16863 0.07104502 8798.4 178.87945000000002 5.48724 0.005760262499999999 8603.4 178.38238 7.891020000000001 0.0012240999999999999 38437.8 178.6239 5.61104 0.0038649575 9081.4 5.08705 20.40604 0.13833732499999998 9536.6 3.33353 5.08949 0.008581375 9765.2 3.2520100000000003 7.4753 0.0054729325 42568.1 3.10286 5.01544 0.004331937500000001
478 8747.099999999999 179.74579 21.11175 0.0707741625 8816.1 178.87853 5.489520000000001 0.005727842499999999 8622.1 178.38233 7.89018 0.00122046 38454.0 178.62333999999998 5.61338 0.0038553575000000004 9099.8 5.07318 20.34664 0.13780600999999998 9556.0 3.3324 5.090199999999999 0.008562727499999999 9785.2 3.25162 7.4738500000000005 0.00546051 42589.0 3.1025099999999997 5.01675 0.004322737500000001
479 8763.4 179.7388 21.05509 0.0705037975 8833.7 178.87762 5.49178 0.0056961625 8640.400000000001 178.38227 7.88934 0.0012168375 38470.8 178.62279 5.6157 0.00384577 9118.0 5.05947 20.28763 0.13727961249999998 9575.2 3.3312800000000005 5.09094 0.008541905 9805.3 3.25122 7.472389999999999 0.0054478575 42610.2 3.10215 5.01806 0.0043135775000000005
480 8780.0 179.73187000000001 20.99859 0.0702339025 8851.1 178.87672 5.49406 0.0056558525 8658.5 178.38221 7.88852 0.0012132375 38487.0 178.62223 5.61802 0.003836195 9136.0 5.045920000000001 20.22903 0.13675801 9594.0 3.33017 5.09168 0.008518725 9825.2 3.25083 7.47095 0.0054349875 42630.8 3.1018099999999995 5.01937 0.0043044575
481 8796.2 179.72499 20.94231 0.0699645 8868.9 178.87581 5.49634 0.0056123825 8676.4 178.38215000000002 7.88768 0.001209655 38503.6 178.62169 5.620340000000001 0.0038266325 9154.6 5.03251 20.17085 0.1362410725 9613.4 3.32909 5.092420000000001 0.00849304 9845.099999999999 3.25043 7.4695 0.005421912500000001 42651.8 3.1014600000000003 5.02067 0.0042953775
482 8813.099999999999 179.71818 20.88623 0.06969557 8886.8 178.87491 5.498609999999999 0.0055702625 8694.4 178.3821 7.88685 0.0012060925 38520.0 178.62114 5.62266 0.003817075 9172.6 5.01926 20.113 0.13572865250000002 9632.2 3.328 5.09318 0.008464767500000001 9865.400000000001 3.2500400000000003 7.468070000000001 0.005408645 42672.7 3.1011 5.02196 0.0042863375
483 8828.8 179.71141 20.83045 0.06942716 8904.900000000001 178.874 5.500859999999999 0.00552972 8712.7 178.38204000000002 7.88602 0.0012025475000000002 38536.2 178.62059 5.62498 0.0038075175000000005 9191.0 5.00614 20.055500000000002 0.13522053499999998 9651.6 3.32692 5.09393 0.0084338725 9885.6 3.2496400000000003 7.46663 0.005395195 42693.3 3.1007499999999997 5.02327 0.0042773425
484 8845.6 179.70469 20.7749 0.0691593 8922.8 178.8731 5.50313 0.00549095 8730.7 178.38198 7.88519 0.00119903 38552.8 178.62005 5.62729 0.0037979649999999995 9209.2 4.99316 19.99834 0.134716565 9670.6 3.3258600000000005 5.0947 0.00840039 9905.8 3.24925 7.465199999999999 0.005381577500000001 42714.3 3.1004000000000005 5.02457 0.004268387499999999
485 8862.3 179.69803000000002 20.719479999999997 0.0688920275 8940.9 178.87221 5.50539 0.0054541075 8748.7 178.38193 7.884360000000001 0.0011955325000000002 38569.2 178.61950000000002 5.62961 0.0037884100000000003 9227.2 4.98034 19.941580000000002 0.1342166075 9689.6 3.3247999999999998 5.09546 0.008364420000000001 9925.599999999999 3.24885 7.46378 0.005367807499999999 42735.1 3.10005 5.02587 0.004259475
486 8878.8 179.69143 20.664279999999998 0.06862539 8958.900000000001 178.87131 5.50764 0.00541937 8767.0 178.38187 7.88355 0.0011920575 38585.4 178.61896000000002 5.63192 0.0037788525000000002 9246.0 4.96765 19.88528 0.1337204075 9709.2 3.3237699999999997 5.09623 0.0083261375 9945.900000000001 3.24847 7.46235 0.0053538925 42755.899999999994 3.09971 5.02717 0.00425061
487 8895.4 179.68487 20.609299999999998 0.06835945 8976.5 178.87043999999997 5.5099 0.00538616 8784.6 178.38181 7.88273 0.001188605 38602.2 178.61840999999998 5.63424 0.0037692875 9263.8 4.955080000000001 19.82935 0.1332278475 9728.2 3.32274 5.09699 0.0082857775 9965.7 3.2480700000000002 7.460929999999999 0.0053398525 42776.6 3.09936 5.02847 0.00424179
488 8911.599999999999 179.67836 20.55466 0.0680942725 8994.400000000001 178.86955999999998 5.51219 0.0053534775 8802.099999999999 178.38175999999999 7.88191 0.0011851775 38618.4 178.61788 5.63655 0.0037597175 9282.2 4.94266 19.77381 0.13273875 9747.8 3.32172 5.09776 0.0082436475 9985.8 3.2476900000000004 7.45951 0.005325694999999999 42797.600000000006 3.09901 5.02976 0.0042330125
489 8928.2 179.6719 20.5003 0.0678299325 9011.8 178.86867999999998 5.514469999999999 0.0053214025 8819.7 178.38171 7.8811 0.001181775 38634.6 178.61734 5.638859999999999 0.00375014 9300.4 4.93036 19.71865 0.1322529225 9766.8 3.3207199999999997 5.09852 0.008200095000000001 10005.900000000001 3.2473 7.4581 0.00531144 42818.1 3.0986700000000003 5.03106 0.0042242825
490 8944.400000000001 179.6655 20.44625 0.06756651 9029.2 178.86781 5.51676 0.0052900025 8837.8 178.38164999999998 7.8802900000000005 0.0011783975 38651.4 178.61681 5.641159999999999 0.0037405574999999996 9318.4 4.91818 19.66393 0.13177018499999998 9786.4 3.3197200000000002 5.09929 0.0081555225 10026.1 3.2469099999999997 7.45669 0.0052970974999999995 42839.0 3.09832 5.03236 0.0042155974999999995
491 8961.0 179.65915 20.39254 0.0673040575 9045.6 178.86694 5.519030000000001 0.0052593449999999995 8855.6 178.3816 7.87948 0.0011750450000000002 38667.6 178.61627 5.64347 0.00373096 9337.2 4.90614 19.60971 0.13129036000000002 9805.6 3.31874 5.10006 0.00811036 10046.3 3.24653 7.45529 0.0052826825 42860.0 3.0979799999999997 5.03364 0.0042069575
492 8977.6 179.65285 20.33905 0.06704268249999999 9062.6 178.86608 5.52131 0.0052295025 8873.4 178.38154 7.87867 0.00117172 38684.0 178.61572999999999 5.64578 0.00372136 9355.2 4.8942 19.55596 0.130813275 9824.8 3.31777 5.100849999999999 0.0080650525 10066.3 3.24614 7.4538899999999995 0.005268212500000001 42880.7 3.09764 5.034940000000001 0.00419836
493 8993.8 179.64659999999998 20.28594 0.0667824925 9079.2 178.86522 5.52359 0.0052005275 8891.2 178.38148 7.87787 0.00116842 38700.4 178.61520000000002 5.648070000000001 0.003711745 9373.6 4.8823799999999995 19.502560000000003 0.13033876 9844.4 3.3168100000000003 5.10166 0.008020055 10086.7 3.24575 7.45248 0.0052537 42901.7 3.09729 5.03622 0.0041898125
494 9010.5 179.6404 20.233150000000002 0.06652353999999999 9095.6 178.86436 5.52586 0.005172475 8909.1 178.38144 7.87706 0.00116515 38716.4 178.61467 5.65038 0.0037021224999999997 9391.8 4.87068 19.44951 0.129866655 9863.4 3.3158600000000003 5.10246 0.0079758025 10106.7 3.24537 7.45109 0.0052391625 42922.3 3.0969599999999997 5.037520000000001 0.00418131
495 9026.4 179.63425 20.18066 0.0662659425 9113.1 178.86351 5.5281400000000005 0.005145395 8926.5 178.38138 7.876259999999999 0.0011619025 38732.8 178.61414 5.6526700000000005 0.0036924925 9410.0 4.85909 19.39677 0.1293968 9883.0 3.31493 5.1033 0.007932695 10126.8 3.245 7.4497 0.0052246175 42943.2 3.09661 5.0388 0.00417285
496 9042.6 179.62815 20.12845 0.066009805 9130.8 178.86267 5.5304 0.0051193275 8944.5 178.38132000000002 7.87546 0.001158685 38749.2 178.61362 5.65497 0.003682855 9428.4 4.8476 19.34431 0.12892899 9902.0 3.3140099999999997 5.104139999999999 0.00789109 10147.0 3.2446200000000003 7.448309999999999 0.0052100725 42963.899999999994 3.09628 5.04009 0.004164435
497 9059.0 179.6221 20.07649 0.0657551275 9148.0 178.86182 5.5326699999999995 0.005094315 8962.3 178.38128 7.87466 0.0011554949999999999 38765.2 178.6131 5.65726 0.00367321 9446.4 4.83622 19.29212 0.12846315249999998 9921.0 3.3131000000000004 5.105 0.0078512775 10167.4 3.24423 7.44693 0.005195554999999999 42985.100000000006 3.09594 5.04138 0.0041560625
498 9075.400000000001 179.61611 20.02485 0.06550207000000001 9164.4 178.86099000000002 5.53493 0.0050703925 8980.8 178.38121999999998 7.87387 0.00115233 38781.8 178.61257 5.65956 0.0036635625 9464.8 4.82494 19.240190000000002 0.127999165 9940.8 3.3122 5.10586 0.0078134725 10188.099999999999 3.2438599999999997 7.44555 0.00518107 43005.8 3.0956 5.04266 0.0041477375
499 9092.1 179.61016 19.97361 0.06525071249999999 9181.4 178.86014999999998 5.53719 0.0050475775 8999.4 178.38116 7.87308 0.0011491924999999998 38798.0 178.61205 5.661849999999999 0.00365391 9483.0 4.81376 19.188579999999998 0.12753691 9959.8 3.3113099999999998 5.10675 0.0077778 10209.0 3.24348 7.44417 0.00516664 43026.7 3.09526 5.04394 0.00413945
500 9108.2 179.60426 19.92288 0.0650011375 9197.8 178.85933 5.53946 0.0050258975 9018.0 178.38112 7.87228 0.0011460824999999998 38814.0 178.61153000000002 5.66414 0.0036442575000000003 9501.2 4.80267 19.137169999999998 0.12707628499999998 9979.2 3.3104500000000003 5.10765 0.0077442875000000005 10229.2 3.24311 7.44281 0.00515228 43047.5 3.0949299999999997 5.04523 0.004131210000000001
501 9124.6 179.59842 19.87254 0.0647534325 9214.4 178.85851 5.54171 0.005005365 9035.9 178.38106 7.8715 0.0011430025 38830.6 178.61101000000002 5.66644 0.0036346024999999995 9519.6 4.79169 19.086019999999998 0.1266171975 9998.2 3.30958 5.10857 0.00771286 10249.900000000001 3.2427400000000004 7.44144 0.005138004999999999 43068.3 3.0946 5.04652 0.0041230075
502 9141.2 179.59262 19.82254 0.06450768750000001 9231.2 178.85769 5.54397 0.0049859875000000005 9054.2 178.38102 7.87072 0.0011399425 38846.6 178.61049000000003 5.66872 0.003624955 9537.8 4.78079 19.03508 0.12615955750000002 10017.2 3.30873 5.109500000000001 0.007683344999999999 10270.0 3.2423699999999998 7.44008 0.0051238275 43089.3 3.0942600000000002 5.0478000000000005 0.004114845
