iteration LSE_100000_gamma_time LSE_100000_gamma_objective LSE_100000_gamma_hpwl LSE_100000_gamma_euclidean_norm LSE_1000_gamma_time LSE_1000_gamma_objective LSE_1000_gamma_hpwl LSE_1000_gamma_euclidean_norm LSE_10_gamma_time LSE_10_gamma_objective LSE_10_gamma_hpwl LSE_10_gamma_euclidean_norm WA_100000_gamma_time WA_100000_gamma_objective WA_100000_gamma_hpwl WA_100000_gamma_euclidean_norm WA_1000_gamma_time WA_1000_gamma_objective WA_1000_gamma_hpwl WA_1000_gamma_euclidean_norm WA_10_gamma_time WA_10_gamma_objective WA_10_gamma_hpwl WA_10_gamma_euclidean_norm
225 4354.6 188.92059999999998 59.90881 0.2420505425 4428.4 45.22228 45.074169999999995 1.065721405 4040.0 45.63387 45.63377 1.007684395 4782.2 22.908459999999998 60.06712 0.47800379499999995 4687.4 45.44073 45.55824 1.066155485 4892.1 45.58437 45.584450000000004 1.1049245774999998
226 4371.299999999999 188.77648 59.49494 0.2404963075 4446.299999999999 44.73156 44.5824 1.0698242525000001 4056.0 45.20987 45.20976 1.0094822775 4802.0 22.67194 59.71759 0.47506512250000005 4706.4 44.94019 45.05856 1.07105356 4913.2 45.08571 45.08579 1.1077327049999999
227 4388.200000000001 188.63542 59.08794 0.23897521749999998 4464.1 44.25326 44.102959999999996 1.0651054625000003 4071.4 44.83956 44.83945 1.012301585 4821.8 22.434939999999997 59.36273 0.47201844750000005 4725.6 44.45294 44.57222 1.06844297 4933.1 44.64219 44.642269999999996 1.0206752749999999
228 4405.4 188.49731 58.68768 0.2374835525 4483.1 43.7739 43.622370000000004 1.061902875 4086.8 44.50207 44.50196 1.01723064 4841.6 22.19755 59.0029 0.4688746025 4744.8 43.96396 44.08414 1.07559897 4952.4 44.228 44.228089999999995 1.0224469925000002
229 4422.3 188.36202 58.2939 0.2360176775 4500.4 43.346540000000005 43.195310000000006 0.9684017300000001 4102.8 44.19591 44.195800000000006 1.01152803 4861.2 21.95995 58.63851 0.4656447475 4763.6 43.488730000000004 43.609880000000004 1.0698832600000001 4972.0 43.86674 43.86683 1.02565531
230 4438.9 188.22944999999999 57.90617999999999 0.23457410499999998 4517.5 42.94869 42.79818 0.9710099425000001 4118.0 43.91305 43.91292 1.0228541425 4881.0 21.7223 58.270669999999996 0.46234028 4784.6 43.0105 43.13259 1.0679982049999999 4991.4 43.53896 43.53905 1.03017411
231 4455.700000000001 188.09948 57.524069999999995 0.23314953000000002 4534.7 42.60563 42.4557 0.976124955 4134.0 43.655919999999995 43.6558 1.012426855 4900.6 21.48479 57.899499999999996 0.4589726425 4804.3 42.584559999999996 42.70733 0.9801800125 5010.8 43.24288 43.24297 1.0255868175
232 4472.2 187.972 57.147369999999995 0.23174085500000002 4551.4 42.294470000000004 42.14502 0.9791262925 4149.6 43.41351 43.413380000000004 1.0273510025 4920.4 21.24765 57.52515 0.4555532225 4824.4 42.187780000000004 42.311 0.9784892124999999 5030.2 42.96919 42.96928 1.03831107
233 4489.0 187.84689 56.77547 0.230345205 4568.200000000001 42.01543 41.8662 0.9725642725 4164.8 43.191469999999995 43.19136 1.018739 4939.8 21.01109 57.14786 0.45209334 4844.1 41.84186 41.96539 0.98736654 5049.2 42.72075 42.72085 1.0305042350000002
234 4506.0 187.72406 56.40856 0.22895999749999998 4585.1 41.75714 41.60781 0.98770897 4180.9 42.97781 42.97767 1.0302110775000002 4960.0 20.77532 56.76877 0.44860402250000003 4864.200000000001 41.527950000000004 41.65168 0.9849079275 5069.0 42.48581 42.48591 1.0430430999999998
235 4522.8 187.60342 56.04627 0.2275829025 4601.8 41.52421 41.37456 0.9757655275 4196.2 42.77892 42.778800000000004 1.0245252249999999 4979.4 20.54058 56.38846 0.4450959375 4884.0 41.24231 41.36627 0.983151655 5088.0 42.27074 42.270830000000004 1.03136246
236 4538.9 187.48487 55.687920000000005 0.2262119075 4618.8 41.30325 41.15303 0.9898140125 4211.8 42.58373 42.58361 1.03239734 4999.4 20.30711 56.00694 0.44157935499999995 4904.4 40.97931 41.10343 0.9923692975 5107.6 42.06271 42.06281 1.0448090325000001
237 4555.7 187.36833000000001 55.33334 0.22484528499999998 4635.4 41.10198 40.9513 0.9801324825000001 4227.6 42.398309999999995 42.39817 1.02555522 5018.8 20.07509 55.62441 0.43806401749999996 4924.3 40.73999 40.86442 0.9811747525000001 5126.8 41.86929 41.869389999999996 1.0349302375
238 4572.3 187.25371 54.98224 0.22348157500000002 4652.4 40.90654 40.75506 0.9933527750000001 4243.0 42.21258 42.21246 1.0376167500000002 5039.0 19.84478 55.24159 0.4345591025 4944.4 40.5144 40.63929 0.9937079424999999 5146.4 41.67888 41.67898 1.0498156724999999
239 4589.1 187.14094 54.6345 0.222119595 4669.3 40.72492 40.57255 0.981099555 4258.8 42.03469 42.03457 1.027416905 5058.2 19.61634 54.858760000000004 0.43107322750000004 4964.3 40.307140000000004 40.43255 0.9890100299999999 5165.6 41.5004 41.50051 1.032208375
240 4605.8 187.02994 54.29015 0.2207584325 4687.5 40.54514 40.391859999999994 0.9853749849999999 4274.4 41.85359 41.85346 1.038987655 5078.4 19.38998 54.47685 0.42761431 4984.4 40.10916 40.2351 0.9947259824999999 5185.6 41.32088 41.32097 1.04718501
241 4622.0 186.92067 53.94904 0.2193974475 4704.6 40.40074 40.24796 0.89992266 4289.6 41.67779 41.67767 1.0265285549999998 5097.8 19.16589 54.096140000000005 0.424189615 5004.200000000001 39.92431 40.05081 0.9936157825 5204.8 41.14969 41.14978 1.0352759825
242 4638.5 186.81305 53.61125 0.21803620499999998 4721.8 40.275189999999995 40.12368 0.9064798224999999 4305.6 41.49615 41.49601 1.03960925 5117.8 18.94421 53.717169999999996 0.420805725 5024.4 39.74415 39.87125 0.9977927999999999 5225.5 40.97433 40.97444 1.0407297875
243 4655.3 186.70702 53.27604 0.21667450500000002 4739.0 40.18377 40.03382 0.9095449675 4321.0 41.31837 41.31823 1.0244243350000002 5137.2 18.72512 53.34026 0.41746851749999997 5044.200000000001 39.57244 39.700140000000005 0.99618611 5245.799999999999 40.83057 40.83068 0.9626735025000001
244 4672.1 186.60254 52.94373 0.21531236999999998 4756.4 40.11003 39.96154 0.920689575 4337.799999999999 41.133759999999995 41.13364 1.0296205025 5157.4 18.50875 52.9657 0.4141831475 5064.4 39.40187 39.53022 1.0021514475 5265.6 40.69998 40.7001 0.9653394599999999
245 4688.7 186.49958 52.61423 0.21394995249999998 4774.200000000001 40.05476 39.90771 0.9134422425000001 4354.2 40.977 40.97685 0.9478710175 5176.8 18.29521 52.59393 0.41095402000000003 5084.200000000001 39.23653 39.3655 0.998641845 5286.5 40.59812 40.59825 0.96424897
246 4705.4 186.39808 52.28738 0.21258757500000003 4791.6 40.00803 39.86193 0.9263222425000001 4370.2 40.8311 40.83094 0.9537406225 5196.8 18.084600000000002 52.225480000000005 0.40778489 5106.0 39.06962 39.199259999999995 1.005840565 5307.200000000001 40.509969999999996 40.51008 0.9724385675
247 4721.700000000001 186.298 51.96275 0.21122572250000002 4809.1 39.97246 39.82702 0.9193580299999999 4386.5 40.711619999999996 40.71145 0.9489533625 5216.2 17.87704 51.86026 0.40467878 5125.9 38.93256 39.06273 0.916938725 5327.4 40.4352 40.43533 0.968495235
248 4738.4 186.19932 51.64058 0.20986491499999999 4826.799999999999 39.93889 39.79381 0.9310659925 4402.8 40.60489 40.60471 0.95851527 5236.2 17.67258 51.498509999999996 0.4016379975 5146.1 38.808679999999995 38.93921 0.922712625 5347.0 40.36764 40.36777 0.98506609
249 4755.1 186.10201 51.320800000000006 0.2085057675 4844.4 39.910940000000004 39.76596 0.9228438175 4419.0 40.510059999999996 40.50987 0.9515313325 5255.6 17.4713 51.1404 0.3986642175 5165.9 38.715 38.84544 0.9206188024999999 5367.4 40.30822 40.30835 0.97383451
250 4771.5 186.00605000000002 51.00362 0.20714899750000001 4862.200000000001 39.88042 39.735240000000005 0.93451968 4435.5 40.42121 40.421009999999995 0.9648749600000001 5275.8 17.27324 50.786249999999995 0.39575843 5186.1 38.634119999999996 38.764300000000006 0.9335349625 5387.0 40.25138 40.251509999999996 0.9795436150000001
251 4788.0 185.91138999999998 50.68853 0.205795355 4879.6 39.85173 39.70609 0.92424608 4451.8 40.33995 40.33975 0.9535605175 5295.2 17.07845 50.43631 0.39292098999999997 5205.9 38.566140000000004 38.69605 0.9251803775 5407.0 40.198 40.19813 0.9816095175
252 4804.6 185.81804 50.375640000000004 0.204445565 4897.4 39.81709 39.67102 0.93446893 4468.2 40.25918 40.25898 0.9688073899999999 5315.2 16.88693 50.09052 0.3901516325 5225.8 38.503699999999995 38.63328 0.93726662 5426.799999999999 40.14271 40.14284 0.9850884875
253 4821.3 185.72595 50.06506 0.2031004375 4914.9 39.781459999999996 39.634840000000004 0.9235009975 4484.4 40.18285 40.18265 0.9558133825 5334.6 16.69871 49.74923 0.3874495375 5244.8 38.4494 38.57871 0.93243361 5447.0 40.088480000000004 40.08861 0.9741078325
254 4837.8 185.63513 49.75663 0.2017607 4932.5 39.737840000000006 39.59074 0.9352680325 4500.4 40.1034 40.103179999999995 0.9701471775 5354.6 16.5138 49.412580000000005 0.384813375 5264.2 38.39573 38.52483 0.9379621850000001 5466.799999999999 40.02864 40.028769999999994 0.9930660800000001
255 4854.4 185.54556 49.4502 0.20042710249999998 4950.200000000001 39.69168 39.54405 0.9222624424999999 4516.6 40.02565 40.02545 0.9568651775000001 5374.2 16.33218 49.080290000000005 0.38224132 5283.2 38.345150000000004 38.47419 0.9385158225 5486.9 39.96755 39.96768 0.977693635
256 4871.1 185.4572 49.1459 0.19910035499999998 4968.2 39.635639999999995 39.487539999999996 0.93522519 4532.6 39.94204 39.94184 0.9728627575000001 5394.0 16.15384 48.75233 0.37973112249999996 5302.6 38.29228 38.42132 0.9408179625 5507.6 39.89935 39.89949 0.9842856274999999
257 4887.5 185.37007 48.84367 0.1977811025 4986.0 39.5759 39.42721 0.919869505 4548.9 39.85755 39.85734 0.95843745 5413.6 15.978749999999998 48.42894 0.37728015249999997 5321.6 38.2404 38.36954 0.9303444200000001 5527.3 39.8273 39.82743 0.982027395
258 4903.6 185.28413 48.543549999999996 0.19647000750000002 5003.8 39.50503 39.35582 0.9338957325 4565.0 39.76502 39.76482 0.9733053225 5433.4 15.80688 48.11036 0.37488552249999996 5340.6 38.18297 38.31233 0.9379919149999999 5547.7 39.74798 39.74812 0.9846118375000001
259 4920.2 185.19938000000002 48.24553 0.19516764 5021.5 39.42989 39.28012 0.91880542 4581.2 39.67021 39.67 0.9569848075 5453.2 15.63822 47.79675 0.37254411 5360.0 38.12478 38.25447 0.935118155 5568.0 39.66316 39.6633 0.9803442625000001
260 4936.8 185.11581 47.95017 0.19387451249999998 5039.3 39.34312 39.19274 0.932559405 4598.3 39.56637 39.56617 0.9732358750000001 5472.8 15.47269 47.4876 0.3702526125 5378.8 38.06022 38.19024 0.93734708 5588.5 39.56975 39.56989 0.9813069700000001
261 4953.299999999999 185.03341 47.65719 0.19259110249999997 5057.2 39.2518 39.10083 0.916984195 4614.7 39.46018 39.45997 0.9547678224999999 5492.6 15.31026 47.18272 0.36800762499999995 5398.2 37.9919 38.12227 0.9348431375 5608.799999999999 39.47091 39.47105 0.9786941375
262 4970.1 184.95215000000002 47.36645 0.1913177575 5075.1 39.1487 38.99721 0.9302024825 4631.8 39.343669999999996 39.34346 0.9724294250000001 5512.0 15.1509 46.882310000000004 0.36580572499999997 5417.0 37.91668 38.04746 0.934631655 5629.0 39.36347 39.36361 0.98139815
263 4986.5 184.87205 47.07801 0.19005477250000002 5093.0 39.04092 38.88886 0.9150698374999999 4649.8 39.22514 39.22493 0.9532560449999999 5531.8 14.99454 46.58655 0.36364351 5436.4 37.83645 37.96764 0.9337069675 5648.6 39.24983 39.249970000000005 0.975060775
264 5002.7 184.79307 46.791740000000004 0.18880246499999997 5110.8 38.92116 38.76841 0.92791451 4667.799999999999 39.0958 39.0956 0.9716836825 5551.2 14.84112 46.29505 0.361517655 5455.2 37.748509999999996 37.88005 0.9336549375 5668.6 39.1269 39.12704 0.97985966
265 5019.4 184.71522 46.508039999999994 0.187561005 5128.7 38.7969 38.64342 0.913421285 4685.0 38.96363 38.96342 0.9529976225000001 5571.4 14.6906 46.007310000000004 0.35942496749999997 5474.6 37.65506 37.78695 0.9310053475 5688.4 38.998219999999996 38.99836 0.9752140850000001
266 5035.799999999999 184.63847 46.2268 0.1863305475 5146.9 38.66126 38.50692 0.9268979374999999 4701.6 38.82054 38.82032 0.9689085675 5590.6 14.54293 45.72339 0.357362445 5493.6 37.55324 37.685469999999995 0.9349746250000001 5708.6 38.85992 38.86007 0.9772028175
267 5052.3 184.56284 45.9478 0.185111195 5164.9 38.52111 38.36599 0.91159828 4717.9 38.67479 38.67457 0.95194911 5610.8 14.398029999999999 45.443200000000004 0.35532729 5513.0 37.445370000000004 37.57799 0.928712875 5728.6 38.71566 38.71581 0.9723266525
268 5069.0 184.4883 45.671490000000006 0.18390292249999998 5183.0 38.37037 38.21448 0.9255853775 4734.2 38.51887 38.518660000000004 0.9654336849999999 5630.2 14.255849999999999 45.16683999999999 0.3533169375 5531.8 37.328359999999996 37.46148 0.933138595 5748.799999999999 38.56252 38.56268 0.97494295
269 5085.7 184.41484 45.397549999999995 0.18270573 5201.1 38.21552 38.05883 0.9097736025 4750.1 38.360060000000004 38.35986 0.9527193949999999 5650.2 14.11634 44.894000000000005 0.3513290825 5551.2 37.20618 37.33979 0.9249443875 5768.799999999999 38.404399999999995 38.40455 0.97477125
270 5102.299999999999 184.34244999999999 45.12623 0.1815196425 5219.200000000001 38.05023 37.89266 0.9272796499999999 4766.9 38.19197 38.19175 0.968230685 5669.6 13.979429999999999 44.62484 0.3493616875 5570.2 37.074749999999995 37.20898 0.9316908774999999 5789.0 38.237790000000004 38.23793 0.9746997375
271 5118.8 184.27114 44.85703 0.18034458 5236.9 37.881660000000004 37.72328 0.91114834 4783.4 38.02072 38.0205 0.9550767699999999 5689.6 13.84507 44.35931 0.34741299000000003 5589.4 36.93864 37.07345 0.9242038975000001 5809.4 38.065920000000006 38.066069999999996 0.9729823750000001
272 5135.2 184.20087 44.590019999999996 0.1791803975 5254.700000000001 37.70306 37.543949999999995 0.9304575975 4800.1 37.84055 37.84033 0.9664951074999999 5709.0 13.71321 44.0975 0.3454814875 5608.4 36.79369 36.929069999999996 0.9347164025 5829.7 37.88702 37.88717 0.977864995
273 5151.9 184.13164999999998 44.32516 0.1780269725 5272.3 37.52203 37.362030000000004 0.9129208875 4816.9 37.65737 37.65715 0.954088525 5729.4 13.58378 43.83911 0.34356591000000003 5627.4 36.64493 36.780879999999996 0.926093615 5850.1 37.70329 37.70343 0.9749946225
274 5168.4 184.06348 44.062560000000005 0.176884235 5290.0 37.33164 37.17064 0.9343271075 4833.4 37.46633 37.46611 0.9699260525 5749.2 13.45674 43.58399 0.3416652325 5646.8 36.48733 36.62396 0.933887335 5870.200000000001 37.51245 37.51259 0.9787628475
275 5185.1 183.99632 43.802130000000005 0.17575211000000002 5307.4 37.13973 36.97785 0.9136448375 4850.1 37.27275 37.27254 0.95466743 5769.4 13.33201 43.3321 0.3397786525 5665.6 36.32593 36.4632 0.9273162975 5890.799999999999 37.31807 37.31821 0.9742768025
276 5201.5 183.93018999999998 43.54397 0.17463047 5324.7 36.93857 36.775710000000004 0.9369049575 4866.6 37.07123 37.07101 0.97229085 5788.8 13.20954 43.083560000000006 0.33790548000000004 5685.2 36.156130000000005 36.294070000000005 0.9339995975 5911.1 37.11671 37.11686 0.977983335
277 5218.2 183.86507 43.28808 0.17351919 5342.0 36.73714 36.57339 0.9213728449999999 4883.7 36.86789 36.867670000000004 0.95603095 5809.0 13.0893 42.83815 0.3360453375 5704.2 35.98334 36.12191 0.9263469049999999 5931.5 36.91217 36.91232 0.9766355975000001
278 5234.6 183.80095999999998 43.03462 0.1724181075 5359.4 36.52712 36.36237 0.9395486000000001 4900.6 36.65748 36.657270000000004 0.9738070600000001 5828.4 12.97121 42.59586 0.33419788500000003 5723.6 35.80286 35.94205 0.9354838225 5951.8 36.70176 36.70191 0.9822023175
279 5251.1 183.73784999999998 42.7836 0.17132718249999998 5376.8 36.31734 36.15165 0.9259141999999999 4917.5 36.44634 36.446110000000004 0.9564174000000001 5848.4 12.85521 42.35632 0.3323628625 5742.4 35.62007 35.7598 0.934454245 5971.6 36.48926 36.48942 0.9806312025
280 5267.6 183.67572 42.535 0.17024640249999998 5394.0 36.09955 35.93287 0.9404108375000001 4934.5 36.227959999999996 36.22774 0.9750169725000001 5867.8 12.74126 42.11969 0.33054013 5761.8 35.42986 35.57027 0.9372095174999999 5991.4 36.27126 36.27141 0.9833404499999999
281 5284.2 183.61457000000001 42.28882 0.1691757 5411.1 35.88244 35.714780000000005 0.929101485 4951.1 36.0092 36.00897 0.9557718500000001 5887.8 12.629299999999999 41.88615 0.328729545 5780.8 35.23774 35.37876 0.9308477825 6011.6 36.05108 36.05124 0.9828097775
282 5300.9 183.5544 42.04502 0.16811503249999998 5427.8 35.65827 35.48956 0.939885075 4968.1 35.78382 35.783590000000004 0.97863196 5907.4 12.51926 41.65557 0.3269310325 5800.2 35.03863 35.18035 0.936610935 6031.6 35.82598 35.82613 0.9844006325
283 5317.299999999999 183.49518999999998 41.80354 0.167064305 5444.6 35.43504 35.26543 0.9321339375 4984.8 35.55885 35.558620000000005 0.9575532825 5927.4 12.41111 41.427710000000005 0.3251445625 5819.2 34.8382 34.98065 0.93567048 6052.2 35.59923 35.59939 0.981764245
284 5333.8 183.43692 41.56462 0.166023485 5461.1 35.20576 35.03511 0.9398365175 5001.700000000001 35.32703 35.326809999999995 0.9800280124999999 5946.8 12.304780000000001 41.20255 0.32337008500000003 5838.6 34.63187 34.77507 0.9377468874999999 6073.1 35.36779 35.36795 0.9859359575
285 5350.4 183.37961 41.32803 0.164992595 5477.1 34.9779 34.80642 0.9348267 5019.0 35.09677 35.09655 0.960225285 5966.6 12.20022 40.98007 0.3216075225 5857.6 34.42442 34.56829 0.9378271825 6093.3 35.13518 35.13533 0.9849210350000001
286 5366.6 183.32323 41.093810000000005 0.163971655 5493.7 34.74463 34.5721 0.9432893375 5035.7 34.86004 34.85982 0.9784838674999999 5986.2 12.09736 40.75988 0.319856775 5876.8 34.212180000000004 34.35678 0.9407829950000001 6114.0 34.898740000000004 34.8989 0.9915337325
287 5382.7 183.26778 40.86212 0.1629606325 5509.7 34.51302 34.33961 0.9354336925 5052.7 34.62485 34.62462 0.964705255 6006.0 11.99616 40.542320000000004 0.3181177175 5896.0 33.99872 34.14401 0.94772431 6135.5 34.6617 34.66185 0.9888814925
288 5399.4 183.21326 40.63296 0.161959575 5526.1 34.27619 34.10188 0.9443324175 5069.8 34.384550000000004 34.38432 0.9827740675 6025.6 11.89657 40.32752 0.31639020749999996 5914.8 33.78099 33.92705 0.9401596449999999 6157.700000000001 34.420919999999995 34.42108 0.99619659
289 5415.8 183.15964 40.40645 0.1609684625 5542.4 34.04138 33.86618 0.9384397825 5086.7 34.1456 34.14537 0.9681056550000001 6045.4 11.79853 40.11495 0.3146740625 5934.2 33.5623 33.70912 0.95174938 6177.4 34.179829999999995 34.18 0.99821628
290 5432.3 183.10692 40.182320000000004 0.1599873125 5558.5 33.80164 33.62535 0.9449952375 5103.700000000001 33.90218 33.90195 0.9849385325000001 6065.0 11.701989999999999 39.90449 0.3129690575 5953.2 33.3407 33.48819 0.9398075925 6197.6 33.93602 33.93618 0.9991099075
291 5449.0 183.05507999999998 39.96058 0.15901613750000002 5575.1 33.56436 33.38717 0.9424053750000001 5120.6 33.6608 33.66057 0.9823780575000001 6084.8 11.60689 39.69569 0.31127495 5972.6 33.11817 33.26634 0.9490139675 6217.5 33.69212 33.69229 1.016824905
292 5465.7 183.00412 39.74122 0.15805495 5591.1 33.3229 33.14466 0.9472502775 5137.9 33.41597 33.41573 0.98353163 6104.6 11.51319 39.48915 0.30959145 5991.4 32.89329 33.04217 0.94856896 6238.0 33.44669 33.44684 1.0149201325000001
293 5482.1 182.95403 39.52433 0.157103735 5607.5 33.08407 32.9049 0.945471205 5154.7 33.17336 33.17313 0.98966982 6124.0 11.420850000000002 39.28464 0.30791823999999995 6011.0 32.668189999999996 32.817840000000004 0.9454251999999999 6258.0 33.20121 33.20137 1.021148285
294 5498.299999999999 182.90479 39.30969 0.15616246749999999 5623.799999999999 32.841480000000004 32.66126 0.9504098624999999 5171.8 32.927839999999996 32.92761 0.9876269875 6144.0 11.329799999999999 39.082080000000005 0.3062550425 6029.8 32.44066 32.59103 0.9501602975000001 6278.5 32.95512 32.95528 1.0202890725
295 5514.6 182.85638 39.097319999999996 0.15523106250000002 5639.9 32.601910000000004 32.42056 0.9506335 5189.0 32.683840000000004 32.6836 1.0041793725 6163.6 11.24002 38.881640000000004 0.304601545 6049.2 32.213409999999996 32.36451 0.9459961599999999 6298.5 32.70924 32.70941 1.023695385
296 5531.200000000001 182.80881 38.88731 0.1543094725 5656.4 32.35894 32.17656 0.951817415 5205.9 32.43806 32.43783 0.9920596749999999 6183.6 11.15145 38.68292 0.3029573775 6068.2 31.98352 32.13543 0.955790425 6319.0 32.46267 32.46284 1.0265825
297 5547.7 182.76202999999998 38.679460000000006 0.153397625 5672.5 32.11908 31.93563 0.9544552475 5223.2 32.19405 32.19382 1.0015755975 6203.0 11.06406 38.485820000000004 0.30132221000000003 6087.6 31.754420000000003 31.907130000000002 0.9487491875 6339.200000000001 32.21683 32.217 1.02435067
298 5564.5 182.71604 38.4743 0.15249548 5688.9 31.87646 31.69203 0.95355116 5240.3 31.94857 31.94833 0.9952159300000001 6223.2 10.97781 38.29054 0.29969574 6106.6 31.52327 31.67676 0.9587253775 6359.5 31.96985 31.970010000000002 1.02399786
299 5581.200000000001 182.67084 38.271550000000005 0.1516028825 5705.1 31.636870000000002 31.451480000000004 0.956144 5257.4 31.706120000000002 31.70589 1.0020960075 6243.4 10.892669999999999 38.096959999999996 0.2980776225 6126.0 31.29331 31.44762 0.948000825 6379.7 31.724469999999997 31.724629999999998 1.02417271
300 5597.799999999999 182.6264 38.071169999999995 0.1507196925 5721.4 31.394949999999998 31.20843 0.9546922400000001 5274.5 31.46145 31.46122 0.9952176625 6263.0 10.80859 37.90466 0.29646755 6145.0 31.061320000000002 31.216450000000002 0.9590428624999999 6399.8 31.478650000000002 31.47882 1.0259752174999999
301 5614.4 182.5827 37.873239999999996 0.149845755 5737.7 31.15612 30.96848 0.9574743075 5291.1 31.21987 31.219630000000002 1.007684755 6283.0 10.72555 37.71378 0.29486523249999996 6164.4 30.83057 30.98658 0.9534464425 6420.4 31.2346 31.23477 1.026269485
302 5630.9 182.53973 37.67748 0.14898092 5753.7 30.9155 30.72685 0.95629934 5308.2 30.97686 30.97663 0.9982393500000001 6302.4 10.64353 37.52414 0.29327043249999996 6183.4 30.59874 30.75546 0.9642139325000001 6440.6 30.99025 30.990409999999997 1.02727954
303 5647.4 182.49748 37.48407 0.148125 5770.3 30.67787 30.48813 0.958700965 5324.9 30.73661 30.73638 1.0102053175 6322.6 10.56249 37.33574 0.29168291 6202.4 30.36844 30.526049999999998 0.9588323575 6461.6 30.747510000000002 30.74768 1.02565187
304 5664.0 182.45592 37.29278 0.14727778 5786.4 30.43843 30.24757 0.9593610524999999 5341.9 30.495130000000003 30.49489 1.004223185 6342.0 10.482420000000001 37.14876 0.29010246 6221.8 30.13693 30.29536 0.96369722 6482.0 30.505 30.50517 1.025149395
305 5680.9 182.41505 37.103809999999996 0.14643900250000003 5802.6 30.202399999999997 30.01044 0.9596583775 5358.700000000001 30.25715 30.256899999999998 1.011765705 6362.2 10.403279999999999 36.963260000000005 0.288528905 6240.6 29.90721 30.066519999999997 0.9674028124999999 6502.7 30.26354 30.2637 1.0262698475
306 5697.4 182.37483 36.91699 0.14560842 5819.1 29.96526 29.77232 0.9582424725 5375.6 30.01802 30.01777 1.0010575575 6381.6 10.32507 36.77907 0.2869620975 6260.2 29.67691 29.83705 0.96381929 6522.6 30.02282 30.02299 1.0216282325
307 5714.0 182.33526999999998 36.732119999999995 0.1447858075 5835.3 29.73156 29.53743 0.9611033225 5392.8 29.78224 29.78199 1.014830445 6401.6 10.24777 36.596239999999995 0.28540189 6279.0 29.448 29.608919999999998 0.974457855 6543.0 29.783450000000002 29.783630000000002 1.0253273075000002
308 5730.8 182.29631999999998 36.54931 0.14397091 5851.6 29.497239999999998 29.30195 0.95800742 5409.700000000001 29.54576 29.54552 1.0063846125 6421.0 10.17136 36.41476 0.283848185 6298.6 29.219009999999997 29.380789999999998 0.9643665725000001 6563.200000000001 29.545650000000002 29.54582 1.0235059924999999
309 5747.0 182.25801 36.36866 0.14316344 5867.8 29.26645 29.070009999999996 0.9639368375 5427.0 29.312730000000002 29.31249 1.0166106125 6441.2 10.09582 36.23455 0.28230101 6317.6 28.99116 29.1538 0.9753002424999999 6583.799999999999 29.3093 29.309469999999997 1.027554325
310 5763.1 182.22029 36.18999 0.1423631125 5884.200000000001 29.03555 28.83815 0.9602446324999999 5443.7 29.07905 29.0788 1.0127751775 6460.8 10.02115 36.05564 0.280760395 6337.0 28.76437 28.92781 0.9737555600000001 6604.0 29.074870000000004 29.07504 1.028215485
311 5779.5 182.18313999999998 36.01324 0.14156970000000002 5900.4 28.808030000000002 28.609460000000002 0.9653147075 5460.4 28.84955 28.8493 1.0205221275 6480.8 9.94735 35.87814 0.2792264075 6356.0 28.53937 28.70363 0.9788963525 6624.5 28.84208 28.84226 1.031282905
312 5796.200000000001 182.14657 35.83838 0.140782885 5916.5 28.58018 28.38046 0.960857975 5477.8 28.619300000000003 28.61905 1.01475384 6500.4 9.874400000000001 35.7017 0.2776991175 6375.4 28.3151 28.48018 0.9750018024999999 6644.7 28.611269999999998 28.61144 1.0294128075
313 5812.799999999999 182.11055 35.665369999999996 0.14000241249999998 5933.0 28.35582 28.154939999999996 0.967315665 5494.700000000001 28.393300000000004 28.39306 1.0212371025 6520.4 9.80228 35.52655 0.27617869 6394.4 28.09238 28.258300000000002 0.9828986325000001 6665.3 28.38196 28.382129999999997 1.0376640574999998
314 5829.200000000001 182.07506 35.49406 0.139228065 5949.1 28.13136 27.92936 0.9631812925000001 5512.1 28.166819999999998 28.166560000000004 1.0157674749999999 6540.0 9.731010000000001 35.35271 0.2746653475 6413.6 27.87068 28.03743 0.9757208949999999 6685.6 28.155520000000003 28.15569 1.0326383125
315 5845.9 182.0401 35.32437 0.138459585 5965.5 27.91066 27.707549999999998 0.968002825 5529.2 27.94444 27.94419 1.0258709725 6560.2 9.66058 35.1799 0.2731593775 6432.6 27.650440000000003 27.81803 0.9842962125 6705.9 27.93041 27.93058 1.03908084
316 5862.0 182.00564 35.15635 0.1376967975 5981.7 27.68976 27.48547 0.9657501025 5546.5 27.72186 27.721610000000002 1.01509031 6579.8 9.590969999999999 35.008210000000005 0.27166111 6451.8 27.43172 27.600170000000002 0.9827067724999999 6726.799999999999 27.70767 27.707839999999997 1.0316797975
317 5878.5 181.97169000000002 34.98997 0.13693948 5997.9 27.47299 27.26766 0.9706214124999999 5563.6 27.50282 27.502580000000002 1.025556935 6600.0 9.52219 34.83781 0.27017089499999997 6470.8 27.21495 27.38422 0.9912680675000001 6747.4 27.48608 27.48626 1.04041606
318 5895.1 181.93822 34.825050000000005 0.136187465 6014.3 27.25595 27.049370000000003 0.968922795 5580.6 27.28458 27.28432 1.0143317875 6619.4 9.45426 34.66837 0.2686891225 6489.8 26.999090000000002 27.16922 0.9836829749999999 6768.200000000001 27.267020000000002 27.26719 1.0384208575
