iteration LSE_100000_gamma_time LSE_100000_gamma_objective LSE_100000_gamma_hpwl LSE_100000_gamma_euclidean_norm LSE_1000_gamma_time LSE_1000_gamma_objective LSE_1000_gamma_hpwl LSE_1000_gamma_euclidean_norm LSE_10_gamma_time LSE_10_gamma_objective LSE_10_gamma_hpwl LSE_10_gamma_euclidean_norm WA_100000_gamma_time WA_100000_gamma_objective WA_100000_gamma_hpwl WA_100000_gamma_euclidean_norm WA_1000_gamma_time WA_1000_gamma_objective WA_1000_gamma_hpwl WA_1000_gamma_euclidean_norm WA_10_gamma_time WA_10_gamma_objective WA_10_gamma_hpwl WA_10_gamma_euclidean_norm
484 8588.0 179.50274000000002 19.34255 0.062367469999999994 8859.9 15.14275 14.82183 0.8433727625 8420.8 14.20055 14.199660000000002 0.8850357200000001 9897.6 4.684900000000001 18.85245 0.12416321500000001 9669.8 13.57196 13.84104 0.928105695 10317.9 14.06501 14.065470000000001 1.0041974725
485 8603.3 179.49679 19.289659999999998 0.0621153425 8878.5 15.13915 14.817699999999999 0.8461186 8437.4 14.17193 14.17103 0.8892781225 9917.0 4.6742 18.799570000000003 0.12367418000000001 9689.2 13.498740000000002 13.76861 0.927731365 10339.2 13.99707 13.997530000000001 1.009046705
486 8619.2 179.49090999999999 19.23713 0.061865214999999994 8895.8 15.14099 14.8196 0.771794025 8453.4 14.14779 14.14688 0.885806115 9937.2 4.663589999999999 18.74695 0.12318741 9708.0 13.42579 13.69643 0.9265923975000001 10360.900000000001 13.92926 13.929739999999999 1.0084064525
487 8635.5 179.48507999999998 19.184919999999998 0.061617067500000004 8913.3 15.14604 14.82506 0.77376505 8470.4 14.12762 14.12671 0.8913660175 9956.6 4.65307 18.69454 0.12270284999999999 9727.2 13.354140000000001 13.62548 0.9333270675 10382.2 13.862829999999999 13.86331 1.016525555
488 8652.099999999999 179.47930000000002 19.133020000000002 0.0613708775 8930.8 15.15687 14.83698 0.7713179574999999 8486.6 14.11103 14.11012 0.8889146149999999 9976.8 4.64262 18.64246 0.12222038749999999 9746.4 13.28342 13.55555 0.9337549650000001 10405.8 13.79665 13.79711 1.0196175825
489 8668.4 179.47358000000003 19.081519999999998 0.06112661 8948.7 15.17143 14.852910000000001 0.7786253725000001 8503.4 14.09733 14.096420000000002 0.8917186500000001 9996.2 4.63228 18.59072 0.12173992000000002 9765.6 13.21386 13.48674 0.935588675 10427.3 13.740499999999999 13.74097 0.9290592
490 8684.5 179.46791 19.03039 0.0608842 8966.5 15.18945 14.872610000000002 0.7776449375 8520.0 14.08632 14.0854 0.89165318 10016.2 4.6220099999999995 18.53917 0.1212613575 9784.8 13.145290000000001 13.41885 0.9337359775 10448.5 13.68965 13.69014 0.9340256275
491 8700.8 179.46229 18.97971 0.0606435425 8984.2 15.21006 14.894919999999999 0.78473897 8536.4 14.07731 14.07639 0.891243975 10035.8 4.61182 18.48778 0.12078458749999998 9803.6 13.0779 13.35214 0.9411612725 10469.900000000001 13.64914 13.64965 0.9324228324999999
492 8717.7 179.45672000000002 18.929450000000003 0.06040461 9001.8 15.233069999999998 14.919730000000001 0.783093575 8553.4 14.07002 14.06911 0.8935606825 10056.0 4.60172 18.43664 0.120309535 9824.7 13.011680000000002 13.28661 0.9373393175 10491.4 13.61523 13.615739999999999 0.93486318
493 8734.8 179.4512 18.87949 0.060167347499999996 9019.3 15.257670000000001 14.94599 0.789632115 8569.6 14.064340000000001 14.06341 0.8923379600000001 10075.4 4.5916999999999994 18.38561 0.1198362075 9844.2 12.95465 13.230319999999999 0.865670525 10513.1 13.58701 13.587530000000001 0.92941676
494 8751.6 179.44574 18.829839999999997 0.059931782499999996 9036.8 15.28369 14.97363 0.7871187649999999 8586.2 14.05955 14.05863 0.8919800525 10095.4 4.5817499999999995 18.33483 0.11936456999999999 9864.2 12.90436 13.18072 0.8574052875 10538.2 13.56382 13.56434 0.9381419550000001
495 8768.099999999999 179.44031999999999 18.780430000000003 0.05969787 9054.4 15.310410000000001 15.0018 0.7931344349999999 8602.8 14.055790000000002 14.05486 0.8919333325 10115.0 4.5719 18.28433 0.11889460249999999 9883.9 12.8645 13.14143 0.8691528025 10565.2 13.54507 13.5456 0.9314768649999999
496 8784.599999999999 179.43495000000001 18.73146 0.05946554999999999 9072.0 15.337769999999999 15.030470000000001 0.789856285 8619.0 14.05264 14.0517 0.892259 10135.2 4.56211 18.234090000000002 0.1184262975 9904.0 12.83234 13.10962 0.8693734225 10592.2 13.52993 13.530470000000001 0.935590575
497 8801.2 179.42964 18.68272 0.0592347525 9089.599999999999 15.365079999999999 15.0589 0.7954919775000001 8636.0 14.05011 14.04918 0.8920288825 10154.6 4.55241 18.18413 0.11795966749999999 9923.7 12.80554 13.08301 0.8717926475 10617.6 13.518 13.518540000000002 0.9314686274999999
498 8817.599999999999 179.42437 18.63424 0.0590054 9107.3 15.39231 15.087119999999999 0.7913461725 8652.2 14.048000000000002 14.047059999999998 0.889411245 10174.8 4.5427800000000005 18.13439 0.11749474000000001 9943.8 12.784009999999999 13.061490000000001 0.8789121525000001 10643.8 13.50888 13.509429999999998 0.9344942074999999
499 8834.3 179.41914 18.58608 0.058777445 9125.1 15.418869999999998 15.11439 0.7964202725 8669.0 14.04617 14.04523 0.8875334025 10194.2 4.53324 18.08487 0.11703154500000001 9963.6 12.76639 13.04374 0.87801838 10669.2 13.50217 13.50271 0.932066255
500 8851.099999999999 179.41396 18.5383 0.058550835 9143.0 15.44485 15.14096 0.7917950324999999 8685.6 14.04439 14.04345 0.8871548075000001 10214.4 4.52377 18.03561 0.1165701325 9983.5 12.752299999999998 13.029420000000002 0.883572675 10694.6 13.49713 13.49768 0.9356005000000001
501 8867.599999999999 179.40884 18.4908 0.058325514999999994 9160.5 15.469750000000001 15.16616 0.7968066725 8701.8 14.0426 14.04165 0.8860241675 10234.0 4.51438 17.9866 0.11611055999999999 10004.6 12.740839999999999 13.017710000000001 0.8843109825000001 10720.400000000001 13.49369 13.494240000000001 0.9326627450000001
502 8884.5 179.40375 18.443559999999998 0.058101455 9178.2 15.49369 15.1903 0.7907756899999999 8719.0 14.0405 14.039560000000002 0.882645305 10253.8 4.50506 17.937849999999997 0.115652885 10024.0 12.73685 13.01362 0.8151851725 10746.3 13.491480000000001 13.49204 0.935588035
503 8901.1 179.39871 18.396520000000002 0.057878545 9195.900000000001 15.51621 15.21282 0.7958993849999999 8735.4 14.03808 14.03714 0.8826577375 10273.4 4.49583 17.8893 0.115197175 10043.0 12.73821 13.01498 0.8157424825 10772.7 13.49036 13.49091 0.9335468625
504 8917.8 179.39371 18.34964 0.0576568075 9213.5 15.53754 15.23406 0.78909803 8752.0 14.03516 14.034200000000002 0.8817192575 10293.2 4.48667 17.84091 0.11474350250000001 10062.4 12.74719 13.02393 0.8203372875 10797.9 13.490099999999998 13.490660000000002 0.9377760375
505 8934.400000000001 179.38876 18.302979999999998 0.05743621249999999 9231.1 15.55724 15.253519999999998 0.7938893275000001 8769.0 14.03182 14.03087 0.8813922700000001 10312.8 4.47758 17.79273 0.11429194250000001 10081.2 12.76137 13.03797 0.8377843425 10825.6 13.49042 13.49098 0.9354289324999999
506 8951.099999999999 179.38384000000002 18.25664 0.0572167325 9248.900000000001 15.57561 15.271650000000001 0.78685221 8785.2 14.02788 14.02692 0.8834577724999999 10332.6 4.46857 17.744790000000002 0.1138425675 10100.4 12.78028 13.05662 0.8233320550000001 10857.400000000001 13.491050000000001 13.491620000000001 0.9393924950000001
507 8967.8 179.37898 18.21053 0.0569983275 9266.4 15.592300000000002 15.28792 0.7910244275 8802.0 14.02343 14.022470000000002 0.8838380675 10352.4 4.45964 17.697290000000002 0.11339545499999999 10119.4 12.80199 13.07797 0.8353642824999999 10898.0 13.491980000000002 13.492560000000001 0.9366189675000001
508 8984.5 179.37414 18.16459 0.05678098 9284.3 15.607569999999999 15.30279 0.7841077775 8818.4 14.0182 14.017240000000001 0.88214012 10371.8 4.45078 17.65013 0.11295067499999999 10138.6 12.82684 13.102459999999999 0.8366754075 10925.5 13.49286 13.49343 0.9307855150000001
509 9001.3 179.36935 18.11888 0.056564684999999996 9301.900000000001 15.62107 15.31574 0.7876966824999999 8835.0 14.012350000000001 14.011379999999999 0.8831569549999999 10391.8 4.442 17.60329 0.1125082925 10157.8 12.85381 13.128879999999999 0.84449873 10949.8 13.49892 13.499469999999999 0.865117015
510 9017.8 179.3646 18.0734 0.0563494 9319.8 15.633140000000001 15.327180000000002 0.780646585 8851.6 14.00583 14.00486 0.8852441675 10411.2 4.43329 17.556710000000002 0.1120683775 10176.6 12.882359999999998 13.156880000000001 0.8317629850000001 10975.0 13.50708 13.50766 0.859176375
511 9034.7 179.3599 18.02817 0.056135135 9337.5 15.643460000000001 15.33681 0.7843657375 8867.8 13.998569999999999 13.99759 0.887617295 10431.2 4.42466 17.510369999999998 0.11163097999999999 10196.0 12.91155 13.18554 0.8478448000000001 11004.2 13.52025 13.52083 0.8682288475000001
512 9051.3 179.35523 17.98314 0.055921900000000004 9355.3 15.65237 15.34506 0.7767199825 8886.099999999999 13.99051 13.98955 0.887567905 10450.8 4.4161 17.46423 0.111196155 10214.8 12.942070000000001 13.21544 0.83789068 11031.0 13.53623 13.53684 0.8612300374999999
513 9068.1 179.35059 17.93832 0.05570968999999999 9373.1 15.659569999999999 15.351569999999999 0.7813924575000001 8903.2 13.98647 13.98546 0.8105415175 10470.8 4.40762 17.4183 0.1107639475 10234.2 12.97227 13.245059999999999 0.844544015 11052.9 13.55453 13.555139999999998 0.86181458
514 9084.7 179.34599 17.893720000000002 0.0554985075 9390.8 15.66541 15.35679 0.773243555 8920.6 13.984210000000001 13.9831 0.8102893575000001 10490.4 4.39922 17.37259 0.1103342825 10253.2 13.00292 13.27516 0.840958795 11074.3 13.57434 13.57497 0.8653215599999999
515 9101.3 179.34144 17.849330000000002 0.0552883525 9408.7 15.66954 15.36019 0.779162495 8937.7 13.986460000000001 13.985299999999999 0.81053386 10510.4 4.390879999999999 17.32703 0.109907275 10272.6 13.03321 13.30488 0.8434804575 11096.3 13.59564 13.59629 0.8620446150000001
516 9117.8 179.33691 17.80525 0.05507921 9426.4 15.67233 15.36228 0.7716149075000001 8954.599999999999 13.99103 13.98985 0.8174212 10530.0 4.38262 17.28178 0.1094829675 10291.4 13.063030000000001 13.334209999999999 0.8316895725 11117.7 13.6175 13.61815 0.866218755
517 9134.3 179.33242 17.76151 0.0548710975 9444.3 15.673449999999999 15.36257 0.784386295 8972.3 13.99764 13.99644 0.8072927099999999 10550.0 4.37443 17.23682 0.10906136000000001 10310.8 13.09199 13.36274 0.8508056475000001 11139.5 13.64013 13.640789999999999 0.8628627525
518 9151.1 179.32798 17.71808 0.054664027500000004 9461.900000000001 15.673490000000001 15.361889999999999 0.7683007000000001 8989.599999999999 14.005400000000002 14.0042 0.81969884 10569.6 4.36632 17.19212 0.10864245750000001 10329.6 13.121120000000001 13.39141 0.8277061524999999 11161.0 13.66272 13.66338 0.865654995
519 9167.5 179.32356 17.674950000000003 0.0544579925 9479.8 15.67162 15.35914 0.78546245 9007.2 14.0145 14.01329 0.8094460400000001 10589.6 4.35828 17.14764 0.10822625500000001 10349.0 13.14846 13.41839 0.8415262 11182.8 13.68564 13.6863 0.8631603025
520 9184.2 179.31918000000002 17.632080000000002 0.054253005 9497.5 15.66897 15.35579 0.76607339 9024.599999999999 14.02403 14.02282 0.820841405 10609.2 4.3503 17.10336 0.1078127275 10367.8 13.17576 13.44537 0.8268422350000001 11204.099999999999 13.707930000000001 13.7086 0.8649725025
521 9200.7 179.31483 17.58943 0.054049057500000004 9515.099999999999 15.6643 15.35034 0.78400596 9042.0 14.034290000000002 14.033070000000002 0.8103471550000001 10629.4 4.34241 17.059330000000003 0.10740186 10387.0 13.20159 13.47099 0.84547871 11225.0 13.73001 13.73069 0.8629556150000001
522 9217.3 179.31051 17.54711 0.053846145 9532.8 15.65897 15.34437 0.763888785 9059.5 14.04441 14.04319 0.8220725025 10648.8 4.33458 17.0155 0.10699360749999999 10406.2 13.227129999999999 13.49632 0.8255110625 11245.0 13.75135 13.752030000000001 0.8647238899999999
523 9233.8 179.30623 17.50507 0.0536442925 9550.4 15.65167 15.33625 0.7822498825 9076.8 14.05477 14.053539999999998 0.8160442124999999 10669.0 4.32682 16.971980000000002 0.10658794 10425.2 13.25066 13.51972 0.85053071 11265.4 13.77211 13.77279 0.86264653
524 9250.3 179.30198000000001 17.46326 0.0534435 9568.2 15.64377 15.327659999999998 0.76219543 9094.5 14.06448 14.06324 0.8224880499999999 10688.4 4.3191299999999995 16.92869 0.1061847975 10444.4 13.274099999999999 13.543 0.8245989925 11285.2 13.79176 13.792449999999999 0.86241813
525 9267.0 179.29775999999998 17.42165 0.053243767500000004 9586.0 15.63393 15.317 0.7802154225 9111.5 14.074119999999999 14.072890000000001 0.8164064675 10708.6 4.3115 16.88554 0.10578409999999999 10463.2 13.29522 13.564139999999998 0.847272345 11305.8 13.81054 13.811219999999999 0.86770771
526 9283.6 179.29357 17.38022 0.053045092499999995 9603.8 15.623529999999999 15.305880000000002 0.7609986599999999 9128.7 14.083020000000001 14.08179 0.8222130225000001 10728.0 4.3039499999999995 16.84263 0.10538576499999999 10482.6 13.31626 13.58515 0.8231778775 11325.6 13.828109999999999 13.82881 0.863754185
527 9300.3 179.28942 17.33895 0.05284747 9621.5 15.61125 15.2927 0.7779605375 9146.099999999999 14.09157 14.090330000000002 0.8174158374999999 10748.0 4.29647 16.80007 0.10498980499999999 10501.4 13.33492 13.60391 0.84710511 11346.2 13.8447 13.845390000000002 0.8606782275
528 9316.900000000001 179.28529 17.29786 0.05265089 9639.5 15.598379999999999 15.27906 0.7601016525 9163.2 14.099029999999999 14.09778 0.8211063249999999 10767.6 4.28904 16.75771 0.104596185 10520.8 13.353390000000001 13.62247 0.821225415 11366.2 13.85983 13.86053 0.86496761
529 9333.599999999999 179.2812 17.25703 0.0524553325 9657.3 15.58372 15.2635 0.77729201 9180.7 14.10589 14.10464 0.8165639799999999 10787.6 4.28169 16.715609999999998 0.1042048625 10539.6 13.36932 13.63851 0.845795085 11386.8 13.87389 13.874590000000001 0.8579452750000001
530 9350.0 179.27713 17.21643 0.052260712499999994 9675.1 15.56848 15.247519999999998 0.7600874750000001 9197.8 14.111619999999998 14.11037 0.8194996725000001 10807.0 4.2744 16.67377 0.10381578500000001 10559.3 13.38503 13.65429 0.8188895525000001 11406.6 13.886379999999999 13.88709 0.8648204399999999
531 9366.8 179.2731 17.17606 0.052067104999999995 9692.8 15.551480000000002 15.22964 0.7780299374999999 9215.5 14.11666 14.11541 0.816243875 10827.0 4.26718 16.63218 0.1034288975 10578.2 13.3981 13.667539999999999 0.8445145500000001 11427.0 13.89779 13.89849 0.8584750624999999
532 9383.1 179.26909 17.13589 0.051874502499999996 9710.6 15.53397 15.2114 0.7592146625 9232.900000000001 14.1203 14.11904 0.820238155 10846.4 4.26001 16.5908 0.10304417749999999 10597.6 13.41095 13.68056 0.8178366074999999 11446.8 13.90765 13.908349999999999 0.86390333
533 9399.7 179.26511 17.09591 0.0516828975 9728.3 15.5147 15.19115 0.77760059 9250.3 14.12297 14.12171 0.8133081675 10866.4 4.25291 16.54965 0.10266159250000001 10616.4 13.421120000000002 13.690930000000002 0.8424826925 11467.2 13.91646 13.917179999999998 0.8619878125
534 9416.3 179.26117 17.05615 0.051492267499999994 9746.0 15.495000000000001 15.17057 0.758145925 9267.3 14.124200000000002 14.12294 0.8206362924999999 10886.0 4.24587 16.5088 0.102281115 10635.8 13.43112 13.7011 0.8178378675 11487.2 13.92367 13.924380000000001 0.8624019774999999
535 9432.9 179.25724000000002 17.01668 0.051302585 9763.8 15.473600000000001 15.14813 0.7765284125 9284.3 14.12447 14.12321 0.8129215025 10905.8 4.2389 16.46819 0.10190272 10655.4 13.43846 13.708680000000001 0.8412805875 11507.6 13.92966 13.93038 0.8637720950000001
536 9449.7 179.25335 16.97746 0.05111384 9781.4 15.451830000000001 15.125509999999998 0.7575278499999999 9301.9 14.12311 14.121839999999999 0.83440724 10925.4 4.23199 16.42779 0.10152638500000001 10675.0 13.44547 13.71591 0.817355255 11528.2 13.934079999999998 13.9348 0.86001162
537 9466.099999999999 179.24949 16.93846 0.05092599250000001 9799.2 15.42842 15.10104 0.7757160249999999 9319.099999999999 14.12114 14.119869999999999 0.8140551525 10945.2 4.22513 16.38766 0.101152025 10694.2 13.449910000000001 13.72063 0.84123282 11548.2 13.93722 13.93793 0.8629887549999999
538 9482.6 179.24565 16.89968 0.050739072499999996 9816.900000000001 15.40465 15.07638 0.7574534100000001 9336.7 14.116999999999999 14.11573 0.8332989225 10964.8 4.21833 16.3477 0.10077964 10713.0 13.454069999999998 13.72501 0.8173181374999999 11568.6 13.9389 13.939620000000001 0.858759325
539 9499.1 179.24184 16.861060000000002 0.0505530775 9834.9 15.37932 15.05 0.7751269275 9354.1 14.11255 14.11128 0.8125995625000001 10984.6 4.2116 16.30799 0.100409345 10732.6 13.4557 13.72692 0.8409111825 11588.6 13.9393 13.94002 0.86437659
540 9515.9 179.23805 16.82258 0.050367997500000004 9852.599999999999 15.35369 15.02347 0.757809135 9371.400000000001 14.10605 14.10477 0.831033005 11004.4 4.2049199999999995 16.26854 0.1000410875 10751.3 13.45712 13.72854 0.817153785 11609.0 13.938310000000001 13.939039999999999 0.8601802124999999
541 9532.4 179.23429 16.78424 0.05018381 9870.400000000001 15.32657 14.995239999999999 0.7744543424999999 9388.7 14.09924 14.09796 0.8120185174999999 11024.0 4.1983 16.22931 0.09967487 10770.8 13.456050000000001 13.72778 0.839780995 11629.2 13.93591 13.93663 0.8658649125
542 9548.9 179.23057 16.74597 0.0500005125 9888.099999999999 15.29919 14.966919999999998 0.7584954325000001 9405.7 14.090430000000001 14.08915 0.8284335925 11044.0 4.19173 16.19031 0.0993107 10789.6 13.45477 13.726770000000002 0.8161554375000001 11649.6 13.932220000000001 13.932950000000002 0.87728275
543 9565.7 179.22686 16.70784 0.049818100000000004 9905.8 15.27042 14.93713 0.7744186225 9423.400000000001 14.08125 14.07997 0.8099420374999999 11063.4 4.185219999999999 16.151670000000003 0.09894861499999999 10809.0 13.45101 13.7234 0.8395682449999999 11669.4 13.927520000000001 13.928249999999998 0.86275473
544 9582.2 179.22318 16.66988 0.04963656 9923.8 15.241389999999999 14.90731 0.759911415 9440.5 14.0701 14.06882 0.8288999300000001 11083.4 4.17877 16.11335 0.098588565 10828.0 13.447180000000001 13.71987 0.81722388 11690.0 13.92076 13.921489999999999 0.8741109375
545 9599.0 179.21952 16.63208 0.049455820000000004 9941.099999999999 15.211030000000001 14.87595 0.7757389650000001 9457.8 14.058769999999999 14.05749 0.819248015 11103.0 4.17237 16.07527 0.09823054250000002 10847.4 13.440930000000002 13.71405 0.840294825 11710.0 13.91344 13.91418 0.8615935975
546 9615.5 179.21589999999998 16.5945 0.0492759475 9958.6 15.180410000000002 14.84449 0.7611850875 9475.0 14.04543 14.04414 0.8274720725 11123.0 4.16603 16.03744 0.09787465249999999 10866.4 13.4346 13.70803 0.81980376 11730.6 13.90417 13.904900000000001 0.874920175
547 9632.0 179.21229 16.55721 0.049096915 9976.1 15.14845 14.811440000000001 0.77718187 9492.2 14.031849999999999 14.03055 0.815916215 11142.4 4.15973 15.99978 0.0975209025 10885.8 13.425889999999999 13.699740000000002 0.8425658575 11751.0 13.8944 13.89514 0.8613052824999999
548 9648.5 179.20871 16.52022 0.048918712499999996 9993.5 15.11628 14.778389999999998 0.7614868025000001 9509.8 14.0164 14.0151 0.825239325 11162.4 4.1535 15.962340000000001 0.09716926 10904.6 13.417100000000001 13.69125 0.8227592675000001 11771.6 13.88279 13.88353 0.8737111025
549 9664.9 179.20516 16.48345 0.04874134 10011.099999999999 15.08282 14.74381 0.7777589324999999 9526.9 14.00061 13.999310000000001 0.8233838124999999 11181.8 4.14731 15.925180000000001 0.09681971 10923.8 13.40601 13.680530000000001 0.8446947125 11792.0 13.87072 13.87147 0.86106999
550 9681.7 179.20163 16.44683 0.048564817499999996 10029.0 15.049209999999999 14.70925 0.761160635 9544.5 13.98305 13.981739999999999 0.826085135 11201.8 4.14118 15.88832 0.09647229250000001 10943.0 13.39488 13.66968 0.824666295 11812.4 13.856760000000001 13.857510000000001 0.8700028975
551 9698.1 179.19813 16.41041 0.048389145 10046.099999999999 15.01437 14.67322 0.7776644349999999 9561.400000000001 13.96525 13.96395 0.8209786925000001 11221.2 4.13509 15.85167 0.0961270075 10962.2 13.38155 13.656780000000001 0.8454437124999999 11833.2 13.84227 13.84302 0.8639623175000001
552 9714.900000000001 179.19464 16.37424 0.048214347500000004 10063.8 14.979500000000002 14.6374 0.7613605600000001 9578.900000000001 13.94577 13.94446 0.826890355 11241.4 4.12906 15.815180000000002 0.095783835 10981.6 13.3682 13.64376 0.8245015275 11853.8 13.826139999999999 13.826889999999999 0.8676375075000001
553 9731.3 179.19119 16.338250000000002 0.048040425 10081.5 14.94344 14.600209999999999 0.7776604975 9596.1 13.92619 13.924890000000001 0.823857305 11260.6 4.12308 15.7789 0.09544279 11000.4 13.352689999999999 13.628730000000001 0.8454999575 11875.0 13.80945 13.81021 0.873940595
554 9748.0 179.18776000000003 16.302500000000002 0.047867345 10098.8 14.90739 14.56318 0.7625521225 9613.400000000001 13.904879999999999 13.903570000000002 0.8286846175000001 11280.6 4.1171500000000005 15.74279 0.09510384999999999 11020.0 13.33722 13.61364 0.8252794475 11896.2 13.791419999999999 13.792169999999999 0.8669190699999999
555 9764.5 179.18436 16.26695 0.0476951325 10116.1 14.870170000000002 14.52485 0.7776780025000001 9631.099999999999 13.88359 13.882270000000002 0.8256663424999999 11300.0 4.11125 15.70691 0.09476699999999999 11038.8 13.31969 13.59658 0.84566679 11916.8 13.77263 13.77338 0.8745779300000001
556 9781.0 179.18097 16.23165 0.0475237875 10133.4 14.83294 14.4867 0.7637701899999999 9648.3 13.860510000000001 13.8592 0.8301139025 11320.2 4.10542 15.671289999999999 0.0944322025 11058.4 13.302230000000002 13.57959 0.8265117525000001 11936.8 13.75254 13.75329 0.8668855900000001
557 9797.5 179.17761000000002 16.19646 0.047353324999999995 10150.7 14.7946 14.447280000000001 0.7778512399999999 9665.6 13.837399999999999 13.836079999999999 0.8308874975 11339.6 4.09963 15.635860000000001 0.0940994275 11077.4 13.28274 13.56062 0.844118705 11957.4 13.73181 13.73256 0.87450901
558 9814.0 179.17426999999998 16.16149 0.04718373 10168.3 14.75627 14.40803 0.76461386 9682.7 13.8126 13.81129 0.8290461025 11359.6 4.09389 15.60062 0.093768585 11096.8 13.26327 13.541599999999999 0.8275808275 11977.6 13.70984 13.7106 0.8666109025000001
559 9830.9 179.17096 16.126649999999998 0.04701503 10185.6 14.71688 14.36759 0.778858645 9699.599999999999 13.78789 13.786570000000001 0.8336312575 11379.0 4.08819 15.565550000000002 0.0934395925 11115.6 13.241909999999999 13.52074 0.8409164324999999 11998.4 13.68733 13.6881 0.87553072
560 9847.4 179.16767 16.091900000000003 0.0468472225 10203.3 14.67753 14.32725 0.7652123375 9717.3 13.76166 13.76033 0.8303036549999999 11399.2 4.08253 15.53071 0.0931124725 11135.2 13.22068 13.49991 0.8276817075 12018.4 13.66368 13.66445 0.86895487
561 9864.2 179.16441 16.05732 0.046680265 10221.8 14.63717 14.28574 0.7803805724999999 9734.7 13.73545 13.73412 0.834906135 11418.6 4.07693 15.49605 0.0927871125 11154.0 13.197659999999999 13.477329999999998 0.8389599624999999 12039.2 13.63947 13.64024 0.873147225
562 9880.8 179.16117 16.02293 0.046514110000000004 10240.099999999999 14.59692 14.244520000000001 0.7651445625 9752.3 13.70769 13.70636 0.8265122874999999 11438.6 4.07136 15.46153 0.092463525 11173.6 13.17475 13.45479 0.8286369425000001 12059.2 13.614149999999999 13.61491 0.866958935
563 9897.4 179.15795 15.98877 0.0463487675 10258.1 14.55566 14.20215 0.78109472 9769.5 13.679870000000001 13.67854 0.8348951675 11458.2 4.06583 15.42717 0.09214164500000001 11192.6 13.15013 13.43066 0.8394080925 12080.0 13.588239999999999 13.589009999999998 0.8738019100000001
564 9914.0 179.15474999999998 15.95478 0.0461842725 10276.3 14.51459 14.16008 0.7651711474999999 9786.8 13.650739999999999 13.64941 0.8272746425 11478.0 4.06035 15.39296 0.09182139749999998 11212.0 13.12558 13.40652 0.83087982 12100.0 13.561240000000002 13.56201 0.870825575
565 9930.6 179.15158000000002 15.9209 0.04602064 10294.7 14.47251 14.116810000000001 0.7808874025 9804.599999999999 13.62164 13.6203 0.82914929 11497.6 4.05491 15.358920000000001 0.0915026825 11231.0 13.099329999999998 13.380759999999999 0.8406211499999999 12120.6 13.533739999999998 13.53451 0.8723768124999999
566 9947.5 179.14843000000002 15.88716 0.045857892500000004 10312.400000000001 14.430689999999998 14.073989999999998 0.7654404724999999 9821.8 13.59113 13.589780000000001 0.8278077450000001 11517.4 4.0495 15.325119999999998 0.09118543250000001 11250.4 13.07309 13.35498 0.8321116274999999 12140.6 13.505189999999999 13.50596 0.8726958325
567 9964.0 179.14530000000002 15.853660000000001 0.045696020000000004 10329.8 14.38791 14.03007 0.780694695 9839.5 13.56086 13.559529999999999 0.830152805 11537.0 4.04415 15.291459999999999 0.090869605 11269.4 13.04525 13.327659999999998 0.8417557525 12161.0 13.47645 13.477229999999999 0.8745783425
568 9980.7 179.14219 15.82031 0.04553502 10347.3 14.345410000000001 13.98652 0.7655305 9856.5 13.52918 13.527840000000001 0.826427695 11556.6 4.03882 15.25797 0.09055510750000001 11288.4 13.01749 13.300360000000001 0.8335739974999999 12181.2 13.44651 13.44728 0.8733004675
569 9997.3 179.13911000000002 15.78711 0.0453748825 10364.599999999999 14.302 13.941889999999999 0.7810879700000001 9873.900000000001 13.49757 13.49623 0.826367055 11576.4 4.03354 15.22457 0.09024185 11307.8 12.98825 13.271619999999999 0.841780675 12201.6 13.41641 13.417179999999998 0.8747693225000001
570 10013.900000000001 179.13605 15.754010000000001 0.045215595 10382.4 14.25893 13.897820000000001 0.7657210725 9891.1 13.464649999999999 13.46331 0.8249681025 11595.8 4.02828 15.19134 0.08992980249999999 11326.6 12.959029999999998 13.242830000000001 0.8349249075 12222.2 13.38524 13.386030000000002 0.8728121075
571 10030.5 179.13301 15.72104 0.04505714 10399.8 14.21499 13.85275 0.7811936675 9908.5 13.43194 13.430599999999998 0.8261798075 11615.8 4.02308 15.15821 0.08961891749999999 11346.0 12.9284 13.21276 0.84205845 12242.4 13.35379 13.354579999999999 0.87586213
572 10046.900000000001 179.12999000000002 15.68826 0.044899505000000006 10417.7 14.171399999999998 13.80816 0.7666876025 9926.2 13.39799 13.396640000000001 0.82456703 11635.2 4.0179 15.125129999999999 0.0893091325 11365.0 12.89781 13.182670000000002 0.8352759475 12263.0 13.3214 13.32218 0.874682935
573 10063.8 179.127 15.65568 0.0447426825 10435.5 14.126940000000001 13.76261 0.7814722624999999 9943.5 13.36428 13.362929999999999 0.8272615575 11655.2 4.01276 15.09216 0.0890004025 11384.4 12.86588 13.15124 0.84055016 12283.0 13.28887 13.289650000000002 0.877221205
574 10080.099999999999 179.12403 15.623270000000002 0.04458666 10453.5 14.0828 13.717469999999999 0.76819706 9961.099999999999 13.329329999999999 13.32797 0.8259948075 11674.8 4.00766 15.059349999999998 0.088692695 11403.2 12.83398 13.119790000000002 0.83431883 12303.6 13.255519999999999 13.256310000000001 0.875161325
575 10096.7 179.12107 15.590980000000002 0.044431420000000006 10471.3 14.03784 13.67136 0.78260825 9978.4 13.29445 13.293099999999999 0.827511755 11694.8 4.00259 15.026720000000001 0.0883859675 11422.6 12.80088 13.08722 0.840274955 12323.4 13.22207 13.22286 0.8770992400000001
